Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_wins,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_wins,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,Flyweight,0.125,0.625,37,2.5,19.125,9.375,8.5,19.125,9.25,8.625,96.875,1,2,3,1,1,1,167.64,30,2,1,1.5625,0,37.8125,2,22.5,10.8125,4.5,26.0625,9.125,2.625,52.1875,2,3,4,1,3,0,167.64,29,3,1
Red,Lightweight,0.5,0,20.48535156,0.930664063,13.08886719,4.93359375,2.462890625,16.14941406,3.0078125,1.328125,20.171875,1,3,7,4,2,0,175.26,29,3,4,0.252990723,1.632955551,35.75602531,2.962535858,18.90672684,12.56267738,4.286621094,32.05330467,2.421524048,1.281196594,57.98671532,2,6,13,7,5,0,182.88,32,6,8
Blue,Bantamweight,0,1,35,8,29.375,3.875,1.75,32,1.75,1.25,340,0,2,3,1,0,3,172.72,29,2,0,0.6875,0.0625,40.9375,6.75,20.5625,13.0625,7.3125,21.75,8.625,10.5625,361.25,0,3,4,1,2,1,172.72,24,3,1
Red,Lightweight,0,2.875,4.25,2.875,2.875,1.375,0,2.5,0.875,0.875,293.25,0,2,2,2,0,1,185.42,32,-2,1,0.26953125,0.018188477,33.34509277,3.174682617,18.01220703,9.822998047,5.509887695,26.1348877,3.974121094,3.236083984,99.74536133,0,5,9,5,1,2,177.8,29,-2,6
Blue,Featherweight,0.75,0,42.0625,1.5625,15.6875,9.6875,16.6875,22.8125,15.5625,3.6875,129.5,0,1,3,2,2,0,180.34,28,1,1,0.5,0.1875,7.75,0.1875,5.5,1.75,0.5,5.8125,0.25,1.6875,17.9375,1,3,4,1,2,1,185.42,30,3,1
Red,Heavyweight,0.015625,0.3125,106.546875,0.328125,75.046875,30.734375,0.765625,84.78125,19.953125,1.8125,54.34375,0,3,4,3,1,0,190.5,34,1,3,0.03125,0,68.375,3.21875,52.5625,6.28125,9.53125,51.84375,6.5,10.03125,116.78125,0,3,5,1,2,0,203.2,31,3,3
Blue,Middleweight,0.5,0.117675781,30.61328125,3.469726563,22.21728516,5.719482422,2.676513672,19.26074219,3.854248047,7.498291016,136.6015625,1,3,8,5,2,2,193.04,30,-1,4,0.015625,0.140625,21.734375,3.40625,14.53125,4.453125,2.75,14.1875,1.578125,5.96875,254.53125,0,6,6,1,0,2,198.12,32,6,4
Blue,Bantamweight,0.5,0.375,28.5,1.9375,24.53125,2.84375,1.125,10.984375,1.953125,15.5625,166.734375,0,2,4,3,1,0,180.34,33,2,3,0.03125,0.125,78.84375,1.0625,38.40625,26.28125,14.15625,74.8125,3.6875,0.34375,20.53125,0,1,3,3,0,1,167.64,31,-1,2
Blue,Featherweight,0,0.125,32,4.125,14.75,9.875,7.375,23.5,7.75,0.75,137.25,0,1,1,3,0,0,180.34,30,-1,1,0.125,0,26.125,4.125,17.25,6,2.875,16.875,2.75,6.5,392.875,0,1,1,3,0,0,175.26,25,-1,1
Red,Lightweight,0.28125,0.25,36.4375,3.4375,16.0625,10.875,9.5,25.59375,5.21875,5.625,116.46875,0,2,4,2,1,2,177.8,35,1,1,0.25,1.375,11.25,3.25,8,2.125,1.125,10.75,0.5,0,105.125,1,2,3,1,0,3,190.5,26,2,0
Red,Bantamweight,0.9375,0.1875,38.375,1.0625,26.25,3.75,8.375,28.3125,5.8125,4.25,48.6875,0,2,3,2,2,0,177.8,32,-1,1,0.03125,0.25,100.4765625,5.796875,76.703125,21.6328125,2.140625,87.6171875,8.125,4.734375,164.25,0,4,6,2,1,0,175.26,30,1,5
Blue,Bantamweight,0.1875,0.859375,71.703125,4.265625,42.5625,13.6875,15.453125,46.140625,18.5,7.0625,222.6875,1,4,5,2,2,1,170.18,28,-1,2,0.765625,0.140625,29.859375,1.625,20.328125,3.4375,6.09375,23.796875,3.578125,2.484375,50.328125,4,7,7,0,2,2,177.8,27,7,3
Red,Welterweight,0.370117188,0.002929688,19.42480469,2.296875,14.859375,2.145507813,2.419921875,16.21191406,1.193359375,2.01953125,61.328125,0,6,8,3,4,0,180.34,29,-1,3,0.38671875,0,90.79882813,0.204101563,80.47070313,4.680664063,5.647460938,84.02441406,3.810546875,2.963867188,49.47558594,1,3,7,4,4,0,187.96,32,3,3
Red,Welterweight,0.25,0,43.375,0.25,27,13.25,3.125,28.875,6.125,8.375,34.75,0,2,2,2,1,0,190.5,30,2,1,0,0,52.25,4.875,32.25,10.625,9.375,35,15.25,2,157.875,0,1,2,2,0,0,203.2,26,1,2
Red,Welterweight,0.015625,0.3125,17.6875,0.1875,10.953125,6.046875,0.6875,5.75,4.28125,7.65625,20.484375,0,1,4,3,2,2,187.96,29,1,0,0.642089844,0.546905518,23.61688232,1.043334961,15.41696167,6.694885254,1.5050354,10.17462158,7.35369873,6.088562012,38.32769775,0,6,11,5,8,1,190.5,33,1,2
Blue,Lightweight,1.03125,0.5,35.84375,1.28125,21.34375,8.8125,5.6875,23.8125,11.1875,0.84375,58.65625,0,2,4,2,2,0,182.88,28,2,2,0.5625,1.25,22,0,16.4375,3.6875,1.875,8,4.5,9.5,69,0,2,3,2,2,0,180.34,25,2,1
Red,Middleweight,0.5625,0.53125,27.21484375,2.10546875,16.8984375,3.7109375,6.60546875,13.125,1.51953125,12.5703125,189.5078125,0,3,5,4,0,1,195.58,31,-2,4,0.016113281,0.473388672,30.31964111,1.719482422,18.09411621,9.972473145,2.253051758,14.1362915,14.44897461,1.734375,125.6607056,1,3,8,7,2,4,195.58,33,-2,2
Blue,Featherweight,0.25,0.074951172,41.39111328,8.985839844,28.9050293,7.495605469,4.990478516,24.77050781,5.787597656,10.83300781,222.7463379,0,4,8,5,1,1,172.72,29,1,6,0,0.0234375,21.89257813,6.298828125,15.21484375,2.62109375,4.056640625,14.00976563,2.533203125,5.349609375,261.4492188,1,2,4,6,0,2,170.18,33,-1,2
Red,Flyweight,0.125,1.5,67.375,5.875,44.25,11.25,11.875,40.75,9.5,17.125,223.75,0,2,2,2,0,0,167.64,27,-1,2,0.515625,0.078125,20.234375,0.7890625,11.390625,3.5390625,5.3046875,17.375,0.9921875,1.8671875,27.640625,2,3,6,2,3,0,165.1,29,3,3
Red,LightHeavyweight,0.6875,0.375,26.25,3.3125,24.125,2,0.125,11.625,1.875,12.75,105.0625,0,5,5,0,1,2,193.04,34,5,1,0.16418457,0.199462891,89.13293457,7.444702148,41.43200684,17.37304688,30.32788086,73.10620117,6.367431641,9.659301758,176.4771729,7,10,13,1,4,5,213.36,26,3,4
Blue,LightHeavyweight,0.43359375,0.252929688,10.66699219,4.736328125,7.392578125,1.696289063,1.578125,4.2421875,0.78125,5.643554688,203.1933594,0,3,7,4,6,0,198.12,30,1,1,0,0.26953125,36.984375,6.501953125,23.41796875,7.708984375,5.857421875,28.9453125,2.2421875,5.796875,109.8320313,0,5,8,2,0,3,200.66,29,5,5
Red,Lightweight,0,0,4.9453125,1.96875,2.015625,2.109375,0.8203125,1.62890625,1.7734375,1.54296875,81.65625,0,2,4,5,0,0,177.8,33,1,4,0.0625,0.5625,42.17578125,8.26953125,37.3359375,2.3515625,2.48828125,21.18359375,1.49609375,19.49609375,300.1367188,0,3,6,3,1,0,180.34,34,1,5
Red,Welterweight,0.0703125,0.046875,23.9765625,6.015625,11.8828125,8.6484375,3.4453125,14.25,5.3125,4.4140625,269.65625,0,4,5,3,1,2,190.5,32,-1,2,0.335479736,0.250427246,48.86738586,2.01965332,32.80302429,7.099227905,8.965133667,42.97283936,1.982543945,3.912002563,107.421463,1,7,11,6,6,1,177.8,30,-1,3
Red,Heavyweight,0.38671875,0.03515625,12.24609375,0.12890625,9.60546875,1.89453125,0.74609375,5.7265625,2.74609375,3.7734375,11.203125,0,3,7,2,5,1,200.66,31,1,1,0.25,0.5,37.046875,1.3125,22.65625,4.625,9.765625,25.09375,5.109375,6.84375,103.328125,0,3,5,2,3,1,195.58,36,-1,1
Red,Lightweight,0.9375,0.5,40.7109375,0.546875,13.40625,10.8828125,16.421875,35.7265625,0.234375,4.75,33.8359375,0,4,7,1,4,0,190.5,28,4,3,0.76953125,0.252441406,27.22412109,1.588378906,10.71435547,9.107421875,7.40234375,21.07275391,2.504882813,3.646484375,67.94287109,0,4,9,3,3,3,185.42,31,4,3
Blue,Lightweight,0.1875,0.5625,39.25,13.625,29.5625,5.875,3.8125,26,2.3125,10.9375,393.375,0,5,5,0,1,1,177.8,25,5,3,0.5390625,0.036376953,46.69018555,5.349365234,25.02441406,12.64599609,9.019775391,34.26977539,6.948242188,5.472167969,186.4907227,0,5,9,4,1,2,177.8,29,-2,6
Red,Welterweight,0.53125,0.375,16.59375,2.3125,10.6875,3.28125,2.625,10.71875,0.5,5.375,86.59375,0,3,4,2,2,2,193.04,34,3,0,0.006103516,0.033203125,47.52978516,3.366821289,31.7923584,7.509399414,8.228027344,35.86193848,10.40588379,1.261962891,125.1351318,2,4,6,8,2,0,190.5,34,-4,3
Blue,Heavyweight,0.220703125,0.015625,16.83300781,0.34765625,12.54785156,0.904296875,3.380859375,15.40234375,0.892578125,0.538085938,23.44335938,1,3,6,5,6,0,185.42,37,2,0,0.34375,0.93359375,16.48046875,1.5625,14.2421875,1.42578125,0.8125,9.5234375,5.73828125,1.21875,143.78125,2,2,5,4,1,2,195.58,37,2,2
Red,Featherweight,0.25,1.890625,22.953125,0.703125,17.375,4.75,0.828125,13.21875,5.921875,3.8125,79.453125,0,3,5,2,1,1,177.8,27,3,3,0,0.375,12.5,0.375,8,3.5,1,8.625,0.5,3.375,34.875,1,3,3,1,1,1,185.42,30,3,1
Blue,LightHeavyweight,0.102539063,0.069335938,19.86230469,0.75,11.83496094,5.190429688,2.836914063,10.2578125,7.779296875,1.825195313,39.66015625,3,4,6,5,1,0,187.96,43,2,5,0.583984375,0.157226563,17.48486328,1.39453125,10.97216797,2.750976563,3.76171875,11.44091797,3.443359375,2.600585938,85.8046875,3,2,6,6,6,0,193.04,32,-1,0
Red,Welterweight,0.7734375,0,31.59765625,0.408203125,19.94140625,4.361328125,7.294921875,22.04882813,3.62109375,5.927734375,98.95117188,0,3,7,3,4,0,187.96,31,3,3,0.168457031,0.005859375,55.00097656,6.286132813,38.36279297,3.409179688,13.22900391,33.5546875,17.97607422,3.470214844,298.2050781,1,6,10,2,5,0,175.26,30,4,5
Red,Featherweight,0,1.5,34.625,7.875,31.125,2.375,1.125,23.125,2.5,9,291.5,0,2,3,1,0,2,180.34,26,2,1,0.15625,2.40625,58.1875,8.8125,42.84375,6.25,9.09375,29.4375,9,19.75,368.21875,1,5,5,1,0,1,167.64,27,-1,4
Blue,Lightweight,0.25,0.25,20.75,4.25,11.375,1.5,7.875,13.5,1.25,6,288.5,0,4,4,0,1,1,185.42,25,4,2,0.505981445,1.265911102,46.51205063,5.925071716,27.81345367,13.12535477,5.573242188,43.10660934,1.843048096,1.562393188,66.97343063,2,6,13,6,5,0,182.88,32,6,8
Blue,Welterweight,0.75,0,22.5,1.25,17.625,3.875,1,17.125,2.5,2.875,82.5,0,1,2,2,2,0,180.34,36,-1,0,0,0,49.453125,12.734375,16.609375,17.71875,15.125,26.640625,14.71875,8.09375,502.34375,1,2,4,3,0,0,182.88,35,1,4
Red,Lightweight,0.324899673,0.125000954,23.61837196,0.657868385,16.29747677,4.236227036,3.084668159,17.5213232,3.617810249,2.47923851,22.29947472,0,5,12,9,7,0,180.34,30,1,4,1.17578125,0,45.09570313,0.54296875,29.13476563,10.53125,5.4296875,39.15820313,3.642578125,2.294921875,32.59570313,1,3,6,4,3,0,185.42,27,-1,3
Red,Featherweight,0.0078125,0.203125,20.359375,0.375,6.859375,7.9765625,5.5234375,13.1328125,4.2734375,2.953125,5.203125,0,3,4,4,1,2,162.56,31,-1,1,0,0.375,33.5625,1.875,18.8125,12.8125,1.9375,26.625,2.375,4.5625,159.625,0,2,2,3,0,0,185.42,30,2,2
Red,Welterweight,0.28125,0.5234375,48.2578125,3.9140625,31.1328125,8.5,8.625,31.71875,3.828125,12.7109375,259.4453125,0,4,7,1,1,0,190.5,26,4,6,0.53125,0.504394531,16.55615234,4.500488281,12.84521484,2.299804688,1.411132813,6.775878906,0.871582031,8.908691406,392.9970703,0,3,9,3,2,0,193.04,32,2,7
Blue,Bantamweight,0.0625,0.25,15.6875,1.125,4.8125,5.5625,5.3125,8.625,6.375,0.6875,40.0625,0,1,2,3,0,1,167.64,31,-1,1,0,0.015625,80.75,0.03125,61.1875,17.28125,2.28125,80.453125,0.109375,0.1875,7.609375,0,1,2,5,0,0,177.8,30,-2,2
Red,Heavyweight,0.25,0,13.6875,0.5625,12.3125,1,0.375,7.5,2.25,3.9375,44.25,0,2,3,2,3,0,190.5,29,1,0,0.12890625,0.015625,10.4140625,0,7.375,1.12109375,1.91796875,8.09765625,0.578125,1.73828125,6.265625,0,5,6,3,5,0,208.28,35,5,1
Red,Welterweight,0,0.896820068,18.15536499,9.089263916,11.48023987,5.009048462,1.66607666,8.483154297,4.812591553,4.859619141,384.4869995,1,5,12,5,1,6,182.88,36,5,5,0,0.578125,49.1328125,3.9921875,33.5390625,13.6328125,1.9609375,38.9765625,2.4375,7.71875,144.75,0,5,6,2,2,1,193.04,24,1,3
Red,Welterweight,0.375,1.734375,8.4375,3.1875,4.3125,1.828125,2.296875,4.171875,1.84375,2.421875,68.921875,0,2,4,3,0,3,190.5,25,1,1,0.220703125,0.51953125,11.45849609,0.212890625,8.140136719,1.687011719,1.631347656,7.389160156,2.607910156,1.461425781,21.38085938,0,4,8,4,3,2,187.96,38,-1,3
Blue,Lightweight,0.125,2.5,25,0,13.875,7.375,3.75,13,9,3,114,0,2,2,2,1,0,180.34,25,2,1,0,1.3125,22.65625,5.21875,12.28125,7.328125,3.046875,17.546875,0.515625,4.59375,191.484375,0,1,2,5,0,0,180.34,32,-1,2
Red,Bantamweight,0.515625,0.953125,43.8984375,3.328125,33.5703125,7.421875,2.90625,25.203125,0.953125,17.7421875,297.9140625,2,4,6,2,0,4,170.18,34,1,2,0.53125,0.28125,42.71875,3.25,27.65625,5.875,9.1875,37.59375,2.15625,2.96875,86.65625,3,6,6,0,1,2,177.8,27,6,3
Blue,Lightweight,0.125,0.25,42.5,3.5,28.75,10.125,3.625,16.875,11.25,14.375,125,0,1,2,2,2,0,177.8,30,1,0,0.1875,0.9375,38.78125,5.125,28.0625,8.71875,2,27.75,2.03125,9,149.75,0,2,3,3,1,1,180.34,29,-1,1
Red,Featherweight,0.125,1.125,28.125,5.125,14.125,7.125,6.875,13.875,4.625,9.625,151.875,0,4,4,0,2,1,180.34,31,4,1,0.1875,0.0625,45.4375,3.5625,35.875,4.6875,4.875,40.3125,0.625,4.5,208,5,5,5,0,2,0,177.8,27,5,3
Red,Bantamweight,0.125,0,26.46875,1.0625,16.09375,6.15625,4.21875,16.875,1.1875,8.40625,290.03125,0,3,4,2,0,0,172.72,34,-1,4,0.375,0,37.8125,0.875,31.25,5,1.5625,36.5,0.875,0.4375,20.1875,1,2,2,3,1,0,175.26,29,-2,1
Red,Heavyweight,0.754974365,0.110107422,6.766647339,0.855392456,5.380004883,0.581604004,0.805038452,3.452102661,0.69770813,2.616836548,21.27200317,1,4,11,6,7,4,193.04,34,4,0,0.0625,0,73.75,5.4375,57.125,6.5625,10.0625,57.6875,13,3.0625,108.5625,0,3,4,1,2,0,203.2,31,3,2
Red,Lightweight,0.625,0,27.625,1.75,15.25,5.125,7.25,11.625,9,7,113.75,0,2,3,1,2,0,180.34,35,2,1,0.140625,0.171875,46.2890625,4.2890625,18.765625,12.4375,15.0859375,26.2109375,9.8671875,10.2109375,259.78125,5,7,7,1,0,0,177.8,30,7,7
Blue,Featherweight,0.515777588,0.312683105,19.23365784,3.236877441,10.39355469,4.028594971,4.811508179,11.62561035,0.901489258,6.706558228,152.8732758,0,2,9,8,4,0,180.34,27,-1,4,0.125,0.453125,31.15625,3.51171875,23.265625,7.453125,0.4375,15.453125,4.6875,11.015625,278.5117188,0,5,7,2,2,0,180.34,29,1,5
Red,Bantamweight,0.0625,0,56,5.1875,28.5,11.5,16,43.3125,11.8125,0.875,93.25,0,3,3,2,1,0,177.8,29,3,2,0.375,1.71875,26.40625,3.53125,15.125,7.375,3.90625,18.28125,4,4.125,148.375,1,4,4,2,2,1,170.18,27,-1,1
Red,Lightweight,0.125,0.5,11.1875,3.5625,6,3.9375,1.25,5.6875,4.125,1.375,59.6875,0,1,2,3,0,1,177.8,30,-1,1,0.125,0.125,10.15625,3.125,7.3125,1.8125,1.03125,6.40625,1.34375,2.40625,132.75,1,3,3,3,1,0,190.5,25,-1,2
Red,Featherweight,0,0.25,21,2.375,16.625,3,1.375,10.75,2.625,7.625,74,0,1,2,2,2,0,170.18,27,1,0,0.019592285,0.6640625,31.12738037,0.367919922,24.94915771,4.724731445,1.453491211,25.27679443,4.131408691,1.719177246,146.6411743,0,2,9,6,1,6,185.42,29,2,2
Red,Featherweight,0.1875,0.3125,30,5.5625,21.125,6.0625,2.8125,23.25,1.0625,5.6875,217.125,1,3,4,1,0,2,162.56,26,1,2,1,1.234375,51.1875,5.9296875,35.7734375,5.9609375,9.453125,28.6953125,11.046875,11.4453125,320.4296875,0,4,6,2,0,3,182.88,24,4,3
Blue,Heavyweight,0.7734375,0.0703125,12.4921875,0.2578125,7.2109375,3.7890625,1.4921875,6.453125,4.4921875,1.546875,22.40625,0,3,6,2,4,1,200.66,31,1,1,0.5,0.46875,28.5,0.34375,17.21875,10.21875,1.0625,1.5625,16.75,10.1875,121.125,1,4,5,1,4,1,198.12,36,1,0
Blue,Lightweight,1.3515625,0,68.19140625,1.0859375,46.26953125,14.0625,7.859375,58.31640625,7.28515625,2.58984375,63.19140625,1,3,5,4,2,0,185.42,27,-1,3,0.008789063,0.517066956,27.27782059,4.823915482,21.87600517,4.00728035,1.394535065,14.37264252,4.685287476,8.219890594,235.0676765,0,3,13,7,1,4,180.34,30,-1,8
Red,Middleweight,0.551742554,0.047180176,17.71658325,0.016784668,9.759429932,2.877731323,5.079421997,10.59872437,3.429733276,3.68812561,11.47996521,12,16,16,1,11,3,195.58,38,16,2,0.75,1.59375,24.0625,3.09375,19.875,1.84375,2.34375,11.875,3,9.1875,175.1875,1,6,6,0,2,2,198.12,29,6,2
Red,Lightweight,0,0.75,14.25,7.75,7.625,1.75,4.875,10.375,2.125,1.75,110.5,0,1,1,3,0,1,180.34,35,-2,0,0.017089844,0.812805176,40.93762207,1.6171875,26.63806152,7.52520752,6.774353027,22.55230713,10.45251465,7.932800293,156.8378296,0,7,11,4,2,4,180.34,30,2,5
Red,Flyweight,1.03125,0.15625,36.46875,1.578125,21.78125,7.078125,7.609375,30.75,1.984375,3.734375,55.28125,1,3,6,1,3,0,165.1,29,3,3,0.0625,1.5,84.2265625,11.875,34.5234375,26.296875,23.40625,36.765625,29.5625,17.8984375,529.4375,4,4,6,2,0,1,167.64,27,2,5
Blue,Lightweight,0.875,0,38.421875,0.09375,10.8125,10.765625,16.84375,36.453125,0.46875,1.5,14.671875,0,4,6,1,4,0,190.5,27,4,2,0.125,0.125,29.3515625,6.5390625,21.671875,3.703125,3.9765625,15.3671875,1.9921875,11.9921875,416.2734375,0,3,6,2,1,0,180.34,34,1,5
Red,Featherweight,0.5,0.149902344,42.78222656,14.97167969,30.81005859,4.991210938,6.980957031,13.54101563,9.575195313,19.66601563,439.4926758,0,4,8,4,1,1,172.72,29,1,6,0.9375,0.5,21.328125,2.953125,15.015625,2.515625,3.796875,11.25,2.15625,7.921875,106.703125,1,4,6,1,4,0,167.64,28,2,2
Red,Bantamweight,1.25,1.09375,37.34375,0.96875,32.5,2.84375,2,30.40625,4.40625,2.53125,26.71875,1,4,5,1,2,1,177.8,22,4,2,0.03125,0.90625,58.796875,4.65625,47.140625,9.84375,1.8125,28.40625,1.90625,28.484375,420.828125,2,3,5,2,0,3,170.18,34,1,2
Red,Lightweight,0.033691406,0.317871094,41.03320313,2.818847656,23.14111328,8.491210938,9.400878906,33.01708984,6.760742188,1.255371094,93.88525391,1,2,5,7,1,2,177.8,33,2,2,0.015686035,0.935546875,27.27459717,2.922180176,23.98571777,2.159973145,1.12890625,22.61334229,2.937805176,1.723449707,64.53851318,0,3,9,6,2,7,180.34,29,3,0
Red,Lightweight,0,2.375,16.8125,6.8125,14.625,1.1875,1,9.46875,2.21875,5.125,284.75,0,1,3,3,0,2,182.88,25,1,1,0.020507813,0.00390625,62.88702393,2.895263672,24.29046631,18.26412964,20.33242798,53.44934082,5.775360107,3.662322998,155.8244629,0,2,8,8,1,0,177.8,29,1,7
Red,Bantamweight,0,0.03125,61.5,0.0625,45.375,11.5625,4.5625,60.90625,0.21875,0.375,15.21875,0,1,2,4,0,0,177.8,30,-2,2,0.0625,0.5,48.953125,3.59375,36.40625,9.265625,3.28125,33.234375,7.25,8.46875,205.5,0,3,5,2,1,0,175.26,29,1,4
Red,LightHeavyweight,0.5078125,0.21875,8.984375,1.2578125,8.6484375,0.0234375,0.3125,1.3203125,0.421875,7.2421875,41.6171875,0,3,4,4,2,2,190.5,41,-3,0,0.285644531,0.750976563,11.14208984,1.165527344,7.372070313,0.730957031,3.0390625,5.827636719,3.677246094,1.637207031,55.57617188,1,5,8,4,3,1,187.96,30,5,4
Red,LightHeavyweight,0.15625,0.015625,33.46875,2.59375,22.234375,5.1875,6.046875,18.203125,4.71875,10.546875,139.515625,0,4,5,2,3,0,190.5,32,1,2,0.16796875,0.314453125,25.96972656,2.7890625,17.94433594,3.501953125,4.5234375,14.88183594,6.88671875,4.201171875,168.609375,3,2,5,6,5,0,193.04,32,-1,0
Blue,Lightweight,0.033210754,1.357513428,40.95991516,2.392852783,28.36405945,7.973388672,4.622467041,27.62528229,12.15750885,1.177124023,66.40591431,2,5,11,7,1,8,193.04,28,5,2,0.313232422,0.325927734,29.95092773,3.864746094,24.76220703,3.106689453,2.08203125,22.70629883,4.599365234,2.645263672,44.3425293,2,8,9,4,1,0,177.8,34,-1,8
Red,Welterweight,0.336914063,0.01171875,25.00195313,8.572265625,18.72558594,2.818359375,3.458007813,15.109375,6.952148438,2.940429688,268.4101563,0,6,10,1,5,0,175.26,30,4,5,0.027591705,0.212463379,91.88737869,11.57313347,60.83408928,18.42658234,12.62670708,55.70486832,6.346885681,29.83562469,722.2343483,13,11,18,2,5,2,193.04,32,2,11
Red,LightHeavyweight,0,1.046875,12.26586914,2.824707031,6.955322266,4.608642578,0.701904297,1.914794922,3.802490234,6.548583984,229.7299805,3,3,7,6,0,2,185.42,36,-1,5,0.00112915,0,36.69148254,6.356735229,27.34669495,5.62701416,3.717773438,27.74401855,6.980789185,1.966674805,163.2099152,4,5,13,4,5,0,190.5,34,5,8
Blue,Welterweight,0.751953125,0.069335938,40.14282227,4.429199219,20.73828125,14.74194336,4.662597656,18.22070313,10.43286133,11.48925781,314.767334,0,6,8,5,2,1,180.34,29,-1,5,0.0625,0.0625,33.3125,10.75,17.6875,6.875,8.75,21.5625,3.75,8,314.4375,0,4,4,1,1,0,185.42,32,4,3
Blue,Welterweight,0.546875,0,19.1953125,0.81640625,14.8828125,3.72265625,0.58984375,12.09765625,4.2421875,2.85546875,56.90234375,0,3,6,3,4,0,187.96,31,3,2,0,0.15625,61.265625,1.984375,46.078125,12.265625,2.921875,49.953125,3.875,7.4375,104.5,0,5,6,1,2,1,193.04,24,1,3
Blue,Middleweight,0.03515625,1.6796875,33.2578125,9.5703125,28.36328125,1.46875,3.42578125,17.34375,4.0703125,11.84375,374.4179688,1,5,6,3,0,3,198.12,32,-1,3,0.032226563,0.946777344,46.63928223,3.438964844,27.18823242,17.94494629,1.506103516,23.27258301,21.89794922,1.46875,177.3214111,1,3,8,6,2,4,195.58,33,-2,2
Red,Lightweight,0.001953125,0.155273438,84.71386719,7.000976563,72.95605469,8.05078125,3.70703125,71.42773438,11.56445313,1.721679688,138.8242188,0,4,7,4,1,1,177.8,31,4,4,0.078125,0.009765625,44.89648438,2.353515625,19.85742188,15.4296875,9.609375,36.29101563,3.01953125,5.5859375,118.7714844,0,4,7,3,2,2,185.42,30,4,3
Red,Bantamweight,0.375,1.0625,36.375,0.25,30.9375,3.4375,2,17.1875,1,18.1875,178.4375,0,2,2,3,1,0,175.26,29,-1,1,0.375,0.125,31.875,5.5,16.125,13.125,2.625,14.5,10.25,7.125,208.5,0,3,3,1,2,1,172.72,23,3,0
Red,LightHeavyweight,0.205078125,0.138671875,38.72460938,1.5,22.66992188,10.38085938,5.673828125,19.515625,15.55859375,3.650390625,79.3203125,3,4,6,4,1,0,187.96,43,2,5,0.81312561,0.195495605,12.50585938,0.001144409,9.409637451,1.886749268,1.209472656,6.720657349,0.959037781,4.826164246,14.39648438,4,3,12,6,9,2,187.96,36,3,0
Red,Featherweight,0.5,0.78125,22.90625,1.40625,15.75,5.5,1.65625,10.4375,6.84375,5.625,113.90625,0,3,5,1,1,1,177.8,26,3,3,0.3125,0.8125,72.375,7.625,50.6875,9.5,12.1875,37.875,13,21.5,253.4375,1,4,4,1,0,1,167.64,26,-1,3
Blue,Bantamweight,0.875,0.375,49.75,1.125,29.5,6.5,13.75,42.625,3.625,3.5,41.375,0,1,2,2,1,0,177.8,32,-1,1,0.53125,0.25,40.20703125,1.01953125,25.17578125,10.96484375,4.06640625,24.19921875,6.390625,9.6171875,107.8945313,0,2,4,5,2,0,182.88,31,-1,2
Red,Middleweight,0.0390625,1.064453125,43.75683594,6.791015625,22.83691406,18.62304688,2.296875,4.875976563,7.567382813,31.31347656,355.0068359,0,4,8,3,4,0,180.34,35,-1,4,0.164916992,0.017028809,24.99859619,0.38293457,12.33129883,9.314819336,3.352478027,22.96893311,0.698730469,1.330932617,18.01025391,4,8,11,4,4,1,187.96,35,8,6
Red,Heavyweight,0.5,0,25.375,1.125,22.625,2,0.75,13,4.5,7.875,88.5,0,2,3,1,3,0,190.5,28,1,0,0.50994873,0.220214844,5.533294678,1.710784912,3.760009766,1.163208008,0.610076904,2.904205322,1.39541626,1.233673096,39.54400635,1,4,10,6,6,4,193.04,34,4,0
Red,Heavyweight,1.249023438,0,64.27246094,0.84375,44.86914063,16.21191406,3.19140625,54.52832031,5.41015625,4.333984375,63.88769531,3,9,10,1,8,0,195.58,29,9,2,0.831054688,0.0078125,42.84375,9.586914063,34.04882813,6.880859375,1.9140625,12.93066406,10.50976563,19.40332031,249.4501953,4,7,10,1,8,0,195.58,31,7,2
Red,Middleweight,0,0.470703125,41.453125,5.87890625,31.86914063,5.877929688,3.706054688,26.04296875,2.416992188,12.99316406,293.40625,1,3,7,4,1,2,193.04,30,-1,4,0.313476563,1.63671875,29.21386719,5.118652344,11.38671875,10.96728516,6.859863281,16.59912109,10.67724609,1.9375,154.1611328,0,4,7,5,3,0,187.96,32,1,4
Red,Bantamweight,0.75,0.4375,23.8125,3.0625,16.25,2.75,4.8125,11.5625,4,8.25,128.75,1,4,4,1,2,1,170.18,27,-1,1,0.125,0.5,31.5,4.5,15.9375,6,9.5625,20.625,3.8125,7.0625,146.8125,0,4,4,1,1,1,167.64,31,-1,2
