Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_SIG_STR_landed,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_wins,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_SIG_STR_landed,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_wins,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Blue,Middleweight,0,0.75,34.5625,2.1875,28.8125,2.875,2.875,6.015625,1.96875,26.578125,170.53125,0,2,5,2,3,1,195.58,30,1,1,0.25,0,12.5234375,6.21875,8.109375,2.296875,2.1171875,8.0234375,2.515625,1.984375,118.7890625,0,2,4,4,1,0,198.12,37,-1,3
Red,Flyweight,1.375,1.875,26.75,3.375,18.625,8,0.125,8.25,1.5,17,283,0,4,4,0,3,0,172.72,31,4,1,0.2578125,0.564453125,19.63037109,4.021972656,16.58740234,1.376953125,1.666015625,14.12109375,0.926757813,4.582519531,327.5029297,0,3,8,4,0,3,170.18,33,-1,5
Blue,Welterweight,0.500366211,1.017150879,37.22491455,0.338439941,25.3682251,8.399475098,3.457214355,30.47650146,1.903686523,4.844726563,82.8046875,4,5,8,7,2,4,182.88,32,-1,2,0.289306641,0,46.18139648,0.58984375,24.52001953,14.46264648,7.198730469,44.86206055,0.982177734,0.337158203,17.41918945,2,7,9,4,5,0,190.5,36,1,4
Red,Bantamweight,0.625,0.015625,59.4921875,6.7890625,29.2109375,19.3515625,10.9296875,33.8203125,19.609375,6.0625,166.4140625,0,3,5,3,0,0,167.64,38,3,5,0.7734375,1.0859375,36.984375,2.048828125,18.24804688,10.71484375,8.021484375,21.875,11.15625,3.953125,58.71875,0,3,6,4,2,3,177.8,26,-1,1
Red,Heavyweight,0.375,0,57.75,1,47.125,4.5,6.125,49.5,2.5,5.75,70.75,0,4,4,0,1,0,198.12,31,4,3,0.0625,0,22.421875,4.65625,18.1953125,2.921875,1.3046875,5.6015625,4.5234375,12.296875,213.0234375,0,4,5,3,2,0,203.2,28,-1,2
Red,WomenStrawweight,0.0390625,0,109.328125,1.0703125,60.6875,27.1484375,21.4921875,94.421875,13.2890625,1.6171875,56.21875,0,1,3,5,0,0,162.56,34,1,3,0,0.009765625,40.82226563,6.921875,33.20507813,3.65625,3.9609375,21.18554688,9.63671875,10,335.0878906,0,1,4,6,0,0,160.02,33,-1,4
Blue,LightHeavyweight,0.875,0.125,55.625,1.375,28.625,12.25,14.75,39.5,13.75,2.375,59.625,0,4,4,0,2,1,195.58,29,4,1,0.0625,0,54.9375,0.5625,34.5,8.9375,11.5,35.75,7.4375,11.75,155.375,1,3,3,2,2,0,190.5,29,3,1
Red,Lightweight,0.15625,0.21875,28.65625,1,16.9375,6.34375,5.375,25.1875,1.3125,2.15625,82.40625,0,2,4,2,1,2,185.42,31,2,1,0.0625,0,37.40625,4.4375,19.15625,13.375,4.875,34.8125,2.1875,0.40625,43.1875,0,3,3,3,2,0,185.42,25,3,1
Red,Featherweight,0,1.25,14.75,2.875,9.375,1.5,3.875,9,0.125,5.625,384.375,0,1,2,2,0,1,182.88,31,-1,1,0.125,0.875,29.25,2.5,22.25,6.25,0.75,22.75,1.375,5.125,135.875,0,4,4,0,0,2,177.8,25,4,2
Blue,Welterweight,0.286132813,0.040161133,45.96008301,1.108398438,21.00738525,7.963806152,16.9888916,34.25891113,5.614746094,6.086425781,23.91662598,0,3,9,6,3,1,187.96,34,2,5,0.421875,0,17.6875,0.234375,11.515625,1.65625,4.515625,14.09375,1.765625,1.828125,27.890625,1,4,5,2,2,0,187.96,26,1,3
Red,Welterweight,0.015625,0.7109375,10.26464844,2.948242188,9.000976563,0.98828125,0.275390625,3.6015625,0.669921875,5.993164063,186.5175781,0,4,8,3,0,7,182.88,30,4,1,0.255859375,0.421875,59.9765625,4.375,32.53125,12.2890625,15.15625,41.20507813,12.15625,6.615234375,243.3925781,0,6,8,2,2,1,187.96,27,-1,5
Blue,Heavyweight,0.525382996,0.0078125,55.2833786,0.280029297,33.28804016,19.50165558,2.493682861,49.2853775,0.378204346,5.619796753,25.87412262,5,9,14,4,9,0,195.58,35,9,5,0.392578125,0,18.85308838,0.9949646,12.61816406,4.027770996,2.20715332,11.97006226,0.871826172,6.011199951,21.95947266,1,6,12,4,10,0,200.66,34,2,2
Red,Lightweight,0.21875,0.001953125,71.015625,2.889648438,47.20214844,14.47070313,9.342773438,52.26757813,6.209960938,12.53808594,258.5927734,0,3,6,5,2,1,177.8,30,-2,3,0.15637207,1.004272461,39.51342773,4.383666992,22.42553711,8.500732422,8.587158203,15.05932617,4.256103516,20.19799805,439.3187256,0,5,9,5,1,3,182.88,29,1,5
Blue,Middleweight,0.03515625,0.06640625,45.53125,4.30859375,35.42578125,5.359375,4.74609375,38.6015625,1.8515625,5.078125,188.6054688,0,2,5,4,2,0,185.42,31,1,3,0.070465565,0.002264023,17.17197943,0.076229811,8.835149765,4.948714495,3.388115168,13.12089801,2.842127562,1.208953857,11.63533258,0,4,12,11,7,0,187.96,38,1,5
Red,Welterweight,0.0078125,1.018554688,28.78515625,1.448242188,22.83398438,5.165039063,0.786132813,27.41210938,0.061523438,1.311523438,255.6923828,1,4,8,3,1,3,182.88,36,-1,4,0.5,1.108398438,32.88867188,0.236328125,25.42578125,1.71484375,5.748046875,25.72753906,1.817382813,5.34375,126.953125,0,3,7,4,1,3,185.42,29,-2,3
Blue,Welterweight,0.046875,0.40625,10.328125,1.765625,6.609375,2.265625,1.453125,5.921875,1.25,3.15625,51.078125,0,2,4,3,2,2,193.04,29,1,0,0.255874634,0.001037598,58.4858017,1.178970337,40.30889893,11.5381012,6.638801575,49.42259979,0.84400177,8.219200134,42.1985321,0,4,10,8,5,1,190.5,35,2,4
Red,Welterweight,0.375,0.265625,14.421875,4.140625,7.71875,4.546875,2.15625,9.84375,1.34375,3.234375,173.078125,0,1,4,3,1,0,182.88,32,1,3,0.15625,0.390625,61.0625,1.046875,45.828125,8.46875,6.765625,55.484375,4.421875,1.15625,51.75,0,2,4,3,0,1,182.88,28,2,3
Blue,Bantamweight,0,0.375,48.75,1.125,29.625,3.625,15.5,45.25,3.5,0,4.75,0,2,2,2,0,0,177.8,29,-2,2,0.001953125,0.958007813,36.3125,3.506835938,26.9140625,7.607421875,1.791015625,17.10351563,1.58203125,17.62695313,213.9609375,0,4,6,5,2,2,172.72,27,1,2
Blue,Bantamweight,1.25,0.37109375,59.52050781,1.608398438,38.69628906,8.200195313,12.62402344,44.62988281,7.322265625,7.568359375,81.56542969,0,4,7,4,2,3,165.1,32,-1,2,0.6328125,0,23.9609375,1.5703125,18.9609375,2.9609375,2.0390625,21.4375,1.8359375,0.6875,7.09375,3,6,6,2,4,0,165.1,27,6,2
Red,LightHeavyweight,0.4296875,1.01171875,41.109375,1.869140625,28.72265625,8.458984375,3.927734375,32.40429688,7.708984375,0.99609375,50.02148438,0,3,7,3,5,1,193.04,30,-1,1,0.255130768,0.068733215,79.22290421,4.607646942,32.35725021,21.94915771,24.91649628,57.06581879,9.730232239,12.42685318,119.9836617,12,13,17,2,5,5,213.36,31,3,7
Blue,Featherweight,0,0.875,53.125,8.5,39.5,5.875,7.75,39.625,3.75,9.75,281.5,0,4,4,0,0,3,185.42,28,4,1,0.707157172,0.015701339,31.17119962,0.094784394,21.50351405,3.838385887,5.829299685,25.66104141,3.087134153,2.423024062,10.85031086,0,3,15,14,7,0,180.34,32,-1,7
Blue,Welterweight,0.34375,0.01953125,93.23828125,11.80859375,66.6640625,17.91015625,8.6640625,42.07421875,18.0546875,33.109375,745.0820313,1,9,9,0,1,1,193.04,31,9,7,0.980957031,0.625,54.27294922,2.326171875,40.21289063,10.32177734,3.73828125,23.25683594,4.362304688,26.65380859,201.4833984,5,3,9,3,5,1,187.96,36,1,3
Red,Bantamweight,0,0.00390625,47.734375,2.10546875,32.44140625,5.02734375,10.265625,43.796875,2.828125,1.109375,27.3203125,1,4,7,2,3,0,170.18,29,1,4,0,0,49.75,3.875,31.125,12.375,6.25,32.5,12.125,5.125,150.375,0,3,3,1,0,0,162.56,29,3,3
Red,Welterweight,0.1875,1.5625,4.25,1.3125,4.125,0,0.125,1.4375,0.125,2.6875,100.9375,0,3,4,1,0,4,187.96,27,3,0,0.000988245,0.006378733,30.81545322,2.984228656,21.8941669,7.912354209,1.008932114,6.968958221,1.185240328,22.66125467,491.3202606,2,6,17,11,5,0,182.88,37,6,12
Red,WomenFlyweight,0.5,0.25,90.25,0.25,72.875,9.5,7.875,75.5,9.125,5.625,128.125,0,2,2,2,0,0,170.18,24,-1,2,0,0.015625,46.15625,4.6328125,26.0234375,10.5859375,9.546875,25.5234375,5.859375,14.7734375,338.25,1,2,4,4,1,0,167.64,35,-1,3
Blue,LightHeavyweight,1.083206177,0.125,58.35655212,2.664627075,38.06948853,15.40815735,4.87890625,24.52626038,22.94192505,10.8883667,147.9760132,0,4,12,5,10,0,193.04,35,-1,2,0.40625,0.56640625,40.61132813,2.806640625,32.7890625,5.0546875,2.767578125,31.53710938,3.087890625,5.986328125,227.1582031,0,4,6,4,1,2,198.12,35,1,3
Red,Heavyweight,0.046875,0.0625,21.0546875,2.5,11.515625,2.59375,6.9453125,13.4921875,2.21875,5.34375,260.5390625,0,2,5,3,3,1,190.5,33,2,1,0.031509399,0.065236092,31.4629097,1.015875816,16.84336376,5.288859367,9.330686569,28.28251362,1.656540871,1.523855209,33.1687603,0,4,12,9,5,5,213.36,31,-1,2
Red,Lightweight,1.1875,0,28.3125,0,18.5625,6.25,3.5,23.5625,2,2.75,24.5,0,3,4,1,3,0,180.34,34,3,1,0.625,0.25,43.625,0.125,27.875,10.125,5.625,38.375,3.875,1.375,18.25,0,1,2,2,1,0,177.8,32,-1,1
Blue,Lightweight,0.265625,0.546875,44.78125,2.796875,34.171875,6.953125,3.65625,25.34375,1.640625,17.796875,144.515625,0,3,5,2,3,1,187.96,34,2,1,0.001953125,0.001953125,26.1171875,8.51953125,20.25,2.991210938,2.875976563,19.07910156,1.892578125,5.145507813,217.1416016,0,6,9,2,1,0,185.42,32,3,7
Blue,Bantamweight,0,1.024414063,47.4765625,7.116210938,25.54492188,15.57910156,6.352539063,25.10058594,8.881835938,13.49414063,143.9169922,0,4,8,3,1,3,180.34,29,4,4,0.265625,0,46.265625,2.484375,20.453125,11.40625,14.40625,43.15625,2.59375,0.515625,19.53125,0,5,6,1,1,0,172.72,29,5,5
Red,Featherweight,0.017578125,0.001953125,17.70898438,1.166015625,12.06542969,4.17578125,1.467773438,10.13671875,1.775390625,5.796875,107.7617188,0,6,8,3,3,1,185.42,30,6,4,0.1640625,0.501953125,51.82324219,6.004882813,38.52636719,8.180664063,5.116210938,48.6171875,1.765625,1.440429688,152.5390625,0,2,6,5,2,0,187.96,28,1,4
Blue,WomenStrawweight,0,1.125,31.1875,3,16.6875,10.625,3.875,20.0625,2.5625,8.5625,155.9375,0,3,4,1,0,3,162.56,31,3,1,0,0.765625,84.00390625,3.296875,59.46875,11.4375,13.09765625,70.86328125,8.55859375,4.58203125,84.37890625,0,2,4,5,1,1,170.18,31,-2,2
Blue,Lightweight,0.188476563,0.0234375,42.50195313,0.565429688,23.65429688,10.83496094,8.012695313,27.98925781,5.7734375,8.739257813,109.2880859,0,3,7,4,4,1,177.8,34,2,2,0.438476563,0.098632813,30.34863281,0.567382813,13.00683594,13.97363281,3.368164063,26.70703125,1.735351563,1.90625,12.72851563,0,5,9,2,2,3,193.04,31,5,4
Red,Heavyweight,0.728881836,0.125976563,67.73046875,5.573364258,47.25610352,5.735107422,14.73925781,37.36633301,17.8137207,12.55041504,284.6812744,6,7,12,2,10,0,195.58,36,7,2,0.59765625,0.140625,12.81640625,0.125,10.11328125,1.79296875,0.91015625,6.59765625,3.47265625,2.74609375,8.7265625,1,6,7,2,5,1,210.82,32,6,0
Red,Welterweight,1.3828125,0.265625,31.9453125,0.0703125,23.71875,3.640625,4.5859375,15.609375,9.03125,7.3046875,32.875,0,2,5,3,3,1,182.88,29,1,1,0.921875,0.140625,33.9296875,0.4765625,20.94921875,2.20703125,10.7734375,26.9296875,1.57421875,5.42578125,28.03515625,0,4,7,2,4,3,190.5,27,-1,0
Blue,Lightweight,0.500976563,0.758105278,60.57574654,4.581975937,45.29650402,10.38474846,4.894494057,31.6670723,7.854639053,21.05403519,146.8622904,0,4,13,8,3,2,172.72,34,1,8,0.65625,0.046875,69.171875,4.71875,48.5,11.75,8.921875,28.859375,9.078125,31.234375,397.171875,0,3,5,2,1,1,175.26,35,1,3
Blue,Bantamweight,0.3125,0.0625,26.125,0.25,21.3125,4.0625,0.75,17.0625,3.75,5.3125,58.75,0,1,2,3,0,1,170.18,33,1,1,0.010803223,1.008361816,60.51507568,3.959472656,35.76690674,15.09545898,9.652709961,44.06561279,7.439758301,9.00970459,226.2903442,6,7,9,6,2,3,177.8,32,7,4
Red,Middleweight,0.142241955,0.00147438,42.67864323,0.000524521,26.05498219,10.4649291,6.158731937,34.45621014,5.294679165,2.927753925,1.108748913,13,16,17,5,11,3,195.58,43,16,3,1.625,0.25,49.875,0.625,28,9.75,12.125,40.875,7,2,31.75,0,4,4,0,2,0,203.2,29,4,2
Blue,Bantamweight,0,0.75,41,2,26.09375,3.625,11.28125,33.15625,0.59375,7.25,173.90625,0,3,3,3,0,2,185.42,31,-2,1,0.4453125,0,23.1015625,2.8984375,9.5546875,4.1171875,9.4296875,17.46875,2.515625,3.1171875,62.515625,0,2,3,5,2,0,175.26,27,-1,1
Red,Lightweight,0.125,0,61.75,1.75,26.8125,12.625,22.3125,58.125,3.125,0.5,23.4375,0,5,5,0,2,0,185.42,29,5,3,0.00097847,1.070655346,9.866956711,1.880967617,4.598031521,2.103155613,3.165769577,8.608681679,0.458581924,0.799693108,64.06139374,0,4,13,9,0,12,187.96,29,2,1
Blue,Bantamweight,1,0.125,16.375,0.5,9,3.875,3.5,13.375,0,3,11.375,0,3,3,1,2,0,170.18,30,-1,1,0.250488281,0.005859375,50.04492188,1.345703125,31.85522461,5.11328125,13.07641602,40.12744141,1.276611328,8.640869141,138.5695801,0,7,11,2,2,1,167.64,36,-1,8
Red,Featherweight,0.5,0.53125,58.375,1.625,37.5,6.96875,13.90625,53.21875,1.375,3.78125,52.625,0,3,5,1,0,2,182.88,29,3,3,0.517089844,0.016113281,50.58935547,0.293457031,37.91308594,7.263183594,5.413085938,42.76806641,1.629882813,6.19140625,22.0390625,11,7,9,3,3,0,177.8,32,7,6
Red,Welterweight,0.5,0.0625,49.625,1.375,35.0625,6.4375,8.125,40.4375,2.4375,6.75,144.25,0,1,2,3,1,0,193.04,33,-1,1,0.268245935,0.033206463,51.08490145,0.398591042,18.09221113,8.375775218,24.61691511,47.32010031,1.452988625,2.31181252,50.91735518,1,7,14,10,7,1,177.8,35,-1,5
Red,Flyweight,1.516357422,0.136169434,47.61602783,1.692443848,34.93579102,5.901123047,6.77911377,24.85211182,8.294921875,14.46899414,81.04956055,7,4,12,3,7,1,170.18,32,-1,4,0.19140625,0.00390625,44.8203125,7.66796875,24.59765625,15.08984375,5.1328125,27.10546875,10.87890625,6.8359375,296.0898438,2,4,7,2,1,0,162.56,31,4,6
Red,Lightweight,0.801269531,0.0703125,39.50537109,0.296875,28.39697266,8.790527344,2.317871094,30.81542969,5.051757813,3.638183594,31.765625,0,3,6,6,2,3,190.5,31,-3,1,0.1875,1.125,20.5625,6.9375,18.25,0.875,1.4375,6.9375,1.5625,12.0625,376.3125,0,5,5,0,2,2,180.34,32,5,1
Red,Flyweight,0.625,0.00390625,17.13134766,4.065673828,10.11572266,2.891845703,4.123779297,9.668945313,2.318847656,5.143554688,114.2739258,0,3,8,5,4,0,165.1,30,1,4,0.00201416,0.004211426,48.33294678,4.651519775,26.76324463,13.22476196,8.344940186,37.57958984,2.824188232,7.929168701,116.0259399,2,6,13,3,4,1,165.1,34,3,8
Blue,Featherweight,1.0625,1.5,85.3125,9.125,63.125,10.0625,12.125,49.5,13.3125,22.5,321.1875,0,5,5,0,2,0,180.34,30,5,3,0.639648438,0.0234375,18.59887695,1.327392578,15.42211914,0.461181641,2.715576172,7.33203125,0.564941406,10.7019043,65.80786133,3,5,9,4,6,0,167.64,33,2,3
Red,LightHeavyweight,1.163452148,0.001708984,79.92456055,3.912109375,62.92626953,9.807128906,7.191162109,58.36816406,6.158935547,15.39746094,261.2407227,2,6,10,4,5,2,200.66,31,1,3,0.510261536,0.137466431,99.44580841,4.215293884,38.71450043,28.89831543,31.83299255,74.13163757,12.46046448,12.85370636,150.9673233,11,13,16,2,4,5,213.36,31,3,7
Blue,WomenFeatherweight,0.0234375,0.140625,91.265625,4.20703125,46.27539063,19.79492188,25.1953125,75.40429688,7.95703125,7.904296875,184.828125,4,7,9,1,5,2,175.26,30,2,2,0.1875,0,62.125,0.75,37.625,16.875,7.625,40.25,11.5625,10.3125,48.75,3,5,5,0,4,0,172.72,33,5,1
Blue,Welterweight,0.001953125,0.323242188,11.73632813,3.736328125,6.203125,4.422851563,1.110351563,7.552734375,2.15234375,2.03125,122.5791016,1,3,7,4,0,5,190.5,31,2,2,0.041748047,0.532104492,30.10778809,0.609985352,14.03118896,7.119262695,8.957336426,23.0947876,3.252929688,3.760070801,102.8309326,3,5,7,8,4,0,190.5,34,-1,2
Blue,LightHeavyweight,0,0,48.01708984,14.57763672,39.31591797,6.637207031,2.063964844,28.47607422,8.148925781,11.39208984,420.8061523,1,3,8,4,2,0,200.66,29,2,6,0.671875,0.50390625,26.78515625,2.63671875,17.25976563,4.525390625,5,14.93359375,2.25,9.6015625,141.4101563,0,3,7,3,3,2,185.42,35,-1,2
Blue,Lightweight,0.00195694,1.141310692,19.73391342,2.761935234,9.196063042,4.206311226,6.331539154,17.21736336,0.917163849,1.599386215,81.12278748,0,4,12,9,0,11,187.96,29,2,1,5.22E-07,0.611200342,20.70876885,2.172260046,12.0127453,4.362778479,4.333245067,14.00557105,2.119825821,4.583371973,50.63216668,0,7,18,12,3,7,180.34,35,2,8
Blue,Lightweight,0.64453125,0.01953125,37.02929688,1.875,22.99707031,8.095703125,5.936523438,35.1015625,1.084960938,0.842773438,6.618164063,2,5,8,3,4,0,177.8,31,-1,4,0,0.263183594,90.11230469,6.986816406,83.37573242,5.9609375,0.775634766,33.39648438,0.557861328,56.15795898,576.8474121,1,5,10,3,1,4,195.58,26,-1,4
Blue,Lightweight,0,0,50.625,4.875,24.875,13.5,12.25,33.625,15.75,1.25,203.75,0,2,3,1,0,0,177.8,30,2,3,0.00390625,0.00390625,92.0234375,4.14453125,44.87109375,29.56640625,17.5859375,57.55078125,25.34765625,9.125,152.6132813,0,4,5,4,1,1,180.34,32,4,3
Red,Lightweight,1.31640625,0.640625,25.43164063,0.4609375,14.34765625,3.89453125,7.189453125,23.42773438,0.13671875,1.8671875,39.640625,0,4,7,3,5,2,190.5,28,1,0,0.126434326,0.000244141,42.69175339,0.625267029,18.99336243,16.0331459,7.665245056,39.74596024,1.502067566,1.443725586,9.597576141,0,4,13,6,6,0,190.5,32,4,7
Red,Bantamweight,0.0078125,0.005371094,44.53808594,0.454101563,37.38183594,3.965332031,3.190917969,41.14306641,2.665527344,0.729492188,11.43164063,0,4,8,4,0,0,175.26,25,1,8,0.546875,0.21875,30.3125,1.2421875,22.078125,6.0078125,2.2265625,24.984375,3.6640625,1.6640625,28.8125,0,2,5,3,4,1,180.34,31,2,0
Blue,Middleweight,0,0.5,28.125,2.375,20.625,2.75,4.75,11.03125,1.9375,15.15625,103.0625,0,2,4,2,3,0,195.58,30,1,1,0.25,1.125,37.4375,3.125,31.5625,4.8125,1.0625,14.3125,10.9375,12.1875,93.3125,0,2,4,1,1,3,195.58,30,2,0
Blue,Middleweight,0.046875,0.6640625,27.67578125,0.4375,15.734375,7.27734375,4.6640625,19.4296875,7.56640625,0.6796875,87.86328125,0,2,6,3,1,3,190.5,34,2,2,0.3125,0.14453125,42.74609375,8.033203125,18.94921875,17.33398438,6.462890625,14.0078125,17.3203125,11.41796875,411.5625,0,2,5,5,0,0,190.5,37,-1,5
Blue,Welterweight,0.03125,0.421875,9.529296875,0.896484375,8.001953125,0.9765625,0.55078125,6.203125,0.33984375,2.986328125,91.03515625,0,4,7,3,0,6,182.88,30,4,1,0.329101563,0.352783203,19.02685547,1.966064453,13.9309082,4.230224609,0.865722656,10.49584961,3.520263672,5.010742188,99.09350586,0,3,9,4,4,3,193.04,30,-1,2
Blue,WomenStrawweight,0,0.375,73.4375,0.5625,38.375,11.5625,23.5,64.3125,4.5,4.625,101.125,0,3,3,2,0,1,162.56,33,-2,2,0.03125,1.2109375,31.0859375,5.515625,28.1640625,2.703125,0.21875,24.234375,3.9453125,2.90625,210.6015625,1,2,5,3,0,1,160.02,30,1,4
Blue,Lightweight,0.375,0.0546875,23.55078125,1.94140625,13.52734375,4.6484375,5.375,20.6875,1.5390625,1.32421875,40.70703125,0,3,6,3,2,3,180.34,32,3,1,0.25390625,0.599609375,19.44140625,4.3671875,10.796875,6.40625,2.23828125,9.8203125,7.052734375,2.568359375,185.765625,1,4,7,3,1,4,177.8,29,-1,2
Red,WomenFlyweight,0.000976563,0,92.42773438,0.0625,37.99609375,25.88769531,28.54394531,74.73242188,17.62792969,0.067382813,78.45703125,8,8,9,2,2,0,165.1,31,8,7,0,1.125,74.4375,2.25,55.71875,7.65625,11.0625,27.9375,2.34375,44.15625,300.6875,1,2,4,2,0,2,167.64,30,1,2
Blue,WomenFlyweight,0,1.53125,49.75,2.03125,29.859375,13.48828125,6.40234375,42.37109375,1.94140625,5.4375,170.3203125,0,2,3,6,0,0,167.64,32,-2,2,0.0625,0.25,65.3125,1.6875,42.5,14.1875,8.625,62.4375,2.75,0.125,3.3125,0,3,4,1,0,0,172.72,29,1,4
Blue,LightHeavyweight,0.166412354,0.25,74.71310425,2.32925415,49.13897705,17.8163147,7.7578125,29.05252075,23.8838501,21.7767334,215.9520264,0,4,11,5,9,0,193.04,34,-1,2,0.189453125,0.064453125,23.09960938,1.240234375,9.78515625,9.634765625,3.6796875,18.88671875,4.20703125,0.005859375,14.45117188,0,3,6,4,3,0,200.66,38,3,1
Red,Middleweight,0.5625,0.5,36.875,7,28,8.1875,0.6875,22.625,7.125,7.125,255,0,2,3,2,2,0,190.5,31,2,1,0,0,76.9765625,1.5234375,34.90234375,26.96484375,15.109375,43.5625,31.05859375,2.35546875,188.7382813,1,3,7,2,2,0,190.5,30,3,5
Red,Featherweight,0.578125,0.734375,32.09375,0.578125,24.0625,6.453125,1.578125,26.5,4.3125,1.28125,13.921875,0,6,6,1,3,3,175.26,27,-1,0,0.377494812,0.149414063,134.2859116,0.285217285,102.3275299,27.15942383,4.798957825,104.2973175,11.47406006,18.514534,73.16144562,3,12,15,3,8,2,175.26,27,-1,5
Blue,Welterweight,0.25,0.125,10.03125,0.3125,7.125,1.78125,1.125,5,1.71875,3.3125,20.78125,2,1,1,5,0,0,190.5,29,-1,1,0.25,0,25.6953125,0.91015625,15.359375,6.171875,4.1640625,16.6640625,2.83984375,6.19140625,68.83203125,1,3,6,3,3,0,180.34,32,3,3
Red,Flyweight,0.1875,0.375,25.8125,0.40625,15.0625,7.4375,3.3125,16.46875,8.375,0.96875,47.34375,0,2,4,2,1,2,165.1,30,2,1,0,0.162109375,12.6171875,10.19628906,6.283203125,1.240234375,5.09375,11.62402344,0.326171875,0.666992188,276.9560547,1,3,6,5,0,2,165.1,33,1,4
Blue,Welterweight,1,1.216796875,40.77734375,0.47265625,35.8515625,2.4296875,2.49609375,28.45507813,2.634765625,9.6875,183.90625,0,3,6,4,1,2,185.42,28,-2,3,0.5,0.78515625,27.01171875,3.181640625,23.8046875,2.232421875,0.974609375,15.16210938,3.26171875,8.587890625,160.3027344,0,3,7,3,0,4,185.42,24,2,2
Red,LightHeavyweight,0.5625,0.8125,13.0625,2.375,6.625,3.25,3.1875,8.625,3.5,0.9375,61.875,0,2,3,2,1,2,200.66,27,2,0,0.790374756,0.002456665,35.89820099,1.115539551,22.78081512,6.167984009,6.949401855,33.78813934,0.99130249,1.118759155,23.35632324,3,3,9,9,7,0,193.04,37,-1,2
Blue,Lightweight,0,0.125,18.75,1.125,13.5,4,1.25,13.5,2.75,2.5,66.375,0,1,1,3,0,1,180.34,28,-1,0,0,0,64.3125,3,45.03125,4.15625,15.125,56.5625,3.5,4.25,100.96875,0,1,1,5,0,0,170.18,37,-3,1
Blue,Welterweight,0.6875,0.0390625,56.4765625,5.6171875,38.328125,6.8203125,11.328125,36.1484375,3.109375,17.21875,383.1640625,1,8,8,0,1,1,193.04,31,8,6,0.001596451,0.188973725,106.9127662,5.27987045,58.78516221,33.6918081,14.43579584,68.98688227,31.87010455,6.055779338,229.1287819,4,5,17,8,4,3,177.8,34,-2,10
Red,Bantamweight,0,0.09375,43.125,15.375,36.07421875,3.43359375,3.6171875,36.90625,5.6796875,0.5390625,276.65625,0,2,6,3,0,4,172.72,34,2,2,1.5,0.7421875,84.04101563,3.216796875,53.39257813,14.40039063,16.24804688,62.25976563,10.64453125,11.13671875,161.1308594,0,4,6,4,1,3,165.1,32,-1,2
Blue,Heavyweight,0.1953125,0.28125,12.6328125,0.25,9.2265625,2.5859375,0.8203125,10.1953125,1.9453125,0.4921875,9.453125,1,6,6,2,4,1,210.82,32,6,0,0.125,0,43.84375,7.3125,35.390625,5.84375,2.609375,10.203125,9.046875,24.59375,426.046875,0,4,5,2,2,0,203.2,27,-1,2
Blue,Bantamweight,0.546875,0.171875,49.96875,2.09765625,23.49609375,11.4296875,15.04296875,40.75,5.3125,3.90625,36.4375,0,3,5,4,2,2,177.8,25,-1,1,0,0.5,25.625,3.125,12.5,8,5.125,11.75,7.875,6,239.5,0,1,2,2,0,0,172.72,38,-1,2
Red,Flyweight,0,0.671875,21.8203125,4.3671875,13.7109375,6.2421875,1.8671875,10.6640625,2.96875,8.1875,220.9921875,0,1,4,4,0,4,180.34,29,1,0,0.125,0.875,63.75,0.75,42.75,10,11,52.625,6.5,4.625,207.75,0,2,3,1,0,1,170.18,28,2,2
Blue,Welterweight,0.92578125,0,53.45898438,1.53515625,40.08398438,4.939453125,8.435546875,46.09570313,0.857421875,6.505859375,75.5546875,0,6,8,2,4,0,185.42,32,-1,4,0.500061035,0.156738281,23.60404205,3.652645111,15.05078888,6.210193634,2.34305954,10.26940918,3.51374054,9.820892334,142.0779076,0,7,14,5,5,1,203.2,31,1,8
Red,Featherweight,0.06262207,0.586380005,59.25601196,5.820812225,44.97975159,12.91352844,1.362731934,43.07173157,12.87469482,3.309585571,131.7290154,0,6,14,5,3,1,180.34,34,1,10,0.00402832,1.069458008,30.32727051,2.501098633,11.37023926,12.08117676,6.875854492,17.98522949,10.82873535,1.513305664,65.32019043,1,4,9,5,3,3,180.34,36,4,3
Blue,WomenBantamweight,0.25,0,51.3125,0.5,20.0625,20.75,10.5,30.8125,20.5,0,42.5625,1,3,4,1,2,0,180.34,34,1,2,0,0.92578125,54.140625,5.296875,38.9453125,10.39453125,4.80078125,37.765625,11.9453125,4.4296875,218.359375,1,4,6,3,0,2,170.18,30,1,4
