Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,WomenBantamweight,0.1328125,0.5,4.57421875,29.9921875,5.62890625,10.1484375,408.2148438,4,3,4,2,0,175.26,37,3,3,1.01171875,0.0703125,2.103515625,43.70214844,4.478515625,3.952148438,92.9140625,5,8,1,6,2,175.26,31,2,2
Blue,Welterweight,0.000976563,0.661621094,4.368164063,4.776367188,2.076171875,4.015625,187.2895508,1,3,4,0,6,190.5,31,2,2,0.000494123,0.003189366,3.492114328,6.984479111,5.592620164,30.83062734,424.1601303,2,6,11,6,0,182.88,37,6,12
Red,LightHeavyweight,1.041603088,0.0625,1.832313538,31.26313019,11.97096252,11.94418335,77.98800659,0,4,5,11,0,193.04,35,-1,2,0.127565384,0.034366608,6.303823471,60.53290939,20.36511612,21.21342659,449.4918308,13,13,2,5,5,213.36,31,3,8
Blue,Featherweight,0.5625,0.4375,1.25,28.875,0.6875,3.5625,97.4375,0,5,0,0,2,177.8,25,5,3,0,0,1.9375,31.71875,2.46875,0.71875,19.96875,2,1,5,0,0,185.42,37,-1,1
Red,WomenStrawweight,0,0.504882813,3.9609375,10.59277344,7.318359375,9,253.5439453,0,1,6,0,1,160.02,33,-1,4,0.015625,0.60546875,7.7578125,31.1171875,3.97265625,4.953125,205.3007813,1,2,4,0,1,160.02,30,1,4
Red,LightHeavyweight,0.01953125,0.15625,1.53515625,32.640625,1.99609375,13.49609375,83.2578125,3,5,3,3,3,195.58,34,-1,0,0.203125,0.283203125,1.903320313,25.26855469,2.043945313,2.993164063,116.0791016,0,4,5,1,2,198.12,36,1,3
Blue,Flyweight,0.50100708,0.002105713,8.325759888,28.78979492,1.412094116,4.464584351,263.01297,2,6,3,4,1,165.1,34,3,9,0.12890625,0.282226563,4.510986328,14.56054688,1.463378906,6.791259766,364.2514648,0,4,4,0,3,170.18,34,-1,6
Red,Heavyweight,0.762691498,0.00390625,0.140014648,34.64268875,3.189102173,4.309898376,18.43706131,5,9,4,10,0,195.58,35,9,5,0.298828125,0.0703125,0.0625,4.798828125,2.236328125,2.373046875,4.36328125,1,6,2,6,1,210.82,32,6,0
Red,Lightweight,0.59375,0,0,23.78125,1,1.375,12.25,0,3,2,3,0,180.34,34,3,1,0.109375,0.000976563,1.444824219,34.63378906,10.10498047,6.269042969,159.7963867,0,3,6,2,1,177.8,30,-2,3
Red,Welterweight,0.25,0.554199219,0.118164063,36.86376953,1.908691406,2.671875,129.4765625,0,4,4,1,3,185.42,29,-2,4,0.000488281,1.03928145,9.214133121,14.36291093,0.829299949,1.07516104,127.4466521,2,7,9,1,10,182.88,41,5,9
Blue,Featherweight,0.28125,0.21875,3.0625,66.15625,7.25,1.71875,55.65625,1,3,2,2,2,182.88,32,3,0,0.25,0.265625,0.8125,38.609375,0.6875,1.890625,26.3125,0,3,2,0,2,182.88,30,3,3
Blue,Welterweight,0.0625,0.0625,1.484375,12.9375,4.390625,9.828125,208.171875,0,2,3,1,1,198.12,28,1,2,1.19140625,0.1328125,0.53515625,81.3046875,11.515625,7.65234375,31.9375,0,2,4,3,1,182.88,30,1,1
Red,Bantamweight,1.125,0.185546875,1.304199219,31.31494141,4.161132813,6.784179688,51.28271484,0,4,4,3,3,165.1,32,-1,2,0,0.512207031,7.058105469,51.05029297,15.94091797,7.247070313,154.4584961,0,4,3,1,3,180.34,29,4,5
Red,WomenStrawweight,0,0.1875,0.28125,77.65625,4.75,2.3125,50.5625,0,4,2,0,1,162.56,33,-2,3,0,0.375,7.25,4.75,3.375,44.25,529.625,1,4,0,1,2,167.64,28,4,1
Red,WomenFlyweight,0,0.765625,2.515625,56.18554688,6.470703125,2.71875,95.16015625,0,3,6,0,0,167.64,32,-2,3,0,0.5625,8.125,46.46875,9.171875,26.078125,397.34375,2,2,2,0,2,167.64,31,1,3
Blue,Bantamweight,0.25,0.25,3.625,52.5,12.125,10,100.875,0,4,0,2,0,170.18,26,4,2,0.1328125,0,1.2421875,30.078125,4.796875,0.2578125,94.765625,0,5,2,1,0,172.72,29,5,5
Red,Lightweight,1.350112475,0.126743798,1.09119909,82.69616713,6.564610491,6.677409451,35.54333294,1,8,8,10,6,185.42,36,4,7,0.016662598,0.773071289,0.342346191,94.17156982,2.724731445,6.076965332,5.688964844,2,11,1,3,6,193.04,35,3,4
Blue,WomenStrawweight,0,0.125,0.25,25.875,8.75,2.5,59.375,0,1,2,0,0,167.64,25,1,2,0,0,0.51953125,43.078125,15.76953125,1.78125,41.94140625,1,3,4,0,0,162.56,33,3,5
Red,Bantamweight,1,0.5625,0.25,10.1875,0,3,43.1875,0,4,1,2,1,170.18,31,-1,1,0.595703125,0.001953125,3.833984375,15.05273438,5.439453125,10.91796875,148.0449219,3,4,2,2,0,162.56,32,4,6
Red,WomenFlyweight,0.078125,1.5,1.78125,41.359375,8.3828125,8.6328125,161.765625,0,2,3,1,1,165.1,33,1,3,0.03125,0.125,0.84375,55.71875,5.375,4.0625,26.65625,0,3,2,0,0,172.72,30,1,4
Blue,Featherweight,0.625,0,1,36.875,0.25,5.125,8.875,0,2,1,2,0,182.88,31,2,1,0.00201416,0.534729004,3.750549316,30.49261475,10.41436768,9.256652832,108.6600952,1,4,5,4,3,180.34,37,4,3
Blue,Lightweight,0.25,0.15625,1.625,19.53125,0.6875,4.53125,47.125,1,4,1,1,2,190.5,39,1,2,0.00390625,0.3359375,1.2265625,46.3125,3.359375,3.3984375,48.875,0,3,3,2,0,177.8,29,3,4
Blue,Lightweight,0,0.0625,5.5625,13.75,2.875,8.25,314.1875,0,1,3,0,1,180.34,29,-1,1,0.3125,0.125,1.5625,34.1875,2.9375,13.6875,78.625,0,2,2,2,0,177.8,32,-1,1
Blue,LightHeavyweight,0.21484375,0.505859375,0.934570313,31.70214844,6.354492188,0.498046875,25.01074219,1,3,4,5,1,193.04,30,-1,1,0.581726074,0.000854492,1.956054688,38.68408203,4.579467773,7.698730469,130.6203613,3,6,5,5,2,200.66,32,1,3
Blue,Lightweight,0,0,2.5,56.5,5.75,0.375,73.625,0,1,3,0,0,185.42,30,-1,1,0.03125,0,0.828125,29.515625,0.4375,0.03125,9.546875,0,3,3,0,0,167.64,35,1,4
Red,Welterweight,0,0.131591797,5.993408203,57.19824219,0.778930664,38.07897949,450.9237061,1,5,4,1,4,195.58,26,-1,4,0.000798225,1.094486862,3.139935225,51.99344113,26.93505228,5.527889669,125.064391,4,5,9,4,3,177.8,34,-2,10
Red,Lightweight,0.250488281,0.879052639,11.79098797,43.33353615,11.92731953,10.52701759,276.9311452,0,4,8,3,2,172.72,34,1,9,0.000489235,1.035327673,1.440483809,14.80434084,3.729290962,0.399846554,38.53069687,0,4,9,0,13,187.96,29,2,1
Blue,LightHeavyweight,0.06275177,0.757396698,0.964366913,49.59587955,3.053890228,2.808349609,52.80719852,1,3,11,3,4,195.58,38,-2,3,0,0.000488281,4.063476563,16.09667969,7.321777344,2.684082031,109.628418,0,3,6,2,0,193.04,38,-1,4
Red,WomenBantamweight,0,0,1.46875,27.8203125,2.7265625,0.515625,77.9140625,1,3,4,1,0,162.56,35,3,3,0,0,1.125,88.5,7.125,5.375,23.25,0,2,2,0,0,172.72,31,-2,2
Red,Middleweight,0.071120977,0.00073719,0.00026226,30.22810507,5.147339582,1.463876963,0.554374456,13,16,6,11,3,195.58,44,16,3,0.5078125,0,0.09375,11.8515625,6.921875,6.09375,29.1875,0,2,4,3,0,195.58,35,-1,1
Blue,Featherweight,1.03125,0.75,4.5625,47.75,9.15625,12.75,164.59375,0,6,0,3,0,180.34,30,6,3,0.258544922,0.008056641,0.146728516,30.8840332,4.314941406,3.095703125,11.01953125,11,7,3,4,0,177.8,32,7,6
Red,Welterweight,0.00390625,0.509277344,2.224121094,23.20605469,0.030761719,0.655761719,171.3461914,1,4,4,1,3,182.88,36,-1,4,0.00390625,0.125,1.7265625,18.8984375,11.33203125,0.22265625,118.9609375,1,4,3,0,3,182.88,28,4,2
Blue,WomenStrawweight,0.500976563,0.020629883,4.670776367,37.09375,13.78076172,19.57373047,195.4735107,1,3,4,2,2,157.48,27,-1,6,0.375,0.1953125,1.8125,60.7109375,1.8125,6.625,96.6328125,3,3,2,1,3,165.1,26,-1,2
Blue,Lightweight,0.316406727,0.016741216,2.159790874,10.14087394,1.133883119,8.855678737,98.32426879,0,4,12,2,4,177.8,37,1,8,0.25402841,0.008154154,0.15527907,16.37905267,1.551268667,1.577416837,85.10974342,11,3,14,6,4,177.8,40,3,1
Blue,Lightweight,0.700224951,0.253487596,2.18239818,36.39233426,10.12922098,7.354818903,49.08666589,1,8,8,10,6,185.42,36,4,6,0.322265625,0.009765625,4.4375,72.55078125,0.542480469,0.921386719,10.30908203,2,5,3,4,0,177.8,32,-1,5
Red,Middleweight,0,0,2.26171875,53.78125,29.52929688,1.177734375,112.3691406,1,3,2,2,0,190.5,30,3,6,0.196411133,0.000732422,3.893432617,5.094238281,1.312011719,1.032958984,57.49694824,0,5,5,6,1,195.58,35,2,2
Blue,Featherweight,0.5,0.5,0.1875,46.875,3.5625,2.4375,12.9375,0,3,1,1,1,190.5,28,3,2,0.016326904,0.015655518,0.3722229,42.13449097,4.653778076,1.343383789,18.77615356,0,6,6,4,0,177.8,35,-1,6
Red,LightHeavyweight,0.25,0,1,10.625,21.75,4.0625,53.0625,0,2,2,2,0,190.5,25,-1,1,0.008148193,0.90838623,3.056793213,7.65802002,0.521911621,5.244506836,91.73098755,1,5,5,4,4,193.04,39,5,2
Blue,Middleweight,0,0.875,2.09375,4.5078125,0.984375,13.2890625,90.265625,0,3,2,3,2,195.58,30,1,1,0.625488281,0.290527344,2.755859375,40.53076172,9.893066406,5.4453125,67.77099609,0,5,3,4,4,182.88,39,5,1
Blue,Welterweight,0.078125,0,1.8125,22.24609375,7.66796875,1.41015625,87.0078125,0,2,4,4,0,180.34,27,2,1,0.164550781,0.176391602,1.983032227,6.747924805,6.260131836,14.50537109,142.5467529,0,3,5,4,3,193.04,31,-1,2
Blue,Welterweight,0.625,0.0625,0.15625,5,0.859375,1.65625,11.390625,2,1,5,1,0,190.5,30,-1,1,0.5,0.078613281,7.489379883,35.40185547,2.53515625,13.99926758,287.9783936,1,3,6,0,2,190.5,34,3,6
Red,Heavyweight,0.0703125,0.9453125,3.640625,9.15625,1.9609375,0.96875,50.15625,0,2,2,1,5,203.2,41,2,0,0.059143066,0.515625,1.174499512,5.668212891,4.482849121,6.372375488,70.70349121,1,4,6,6,0,203.2,38,1,3
Blue,Heavyweight,0.25,0.125,3.96875,11.75,5.03125,7.75,163.59375,0,2,2,1,0,193.04,37,-1,3,0.015625,0.25,4.421875,27.953125,3.3125,20.09375,381.90625,0,3,3,2,0,198.12,33,-1,2
Blue,Lightweight,0.521972656,1.127347946,2.125967979,73.91133976,8.786382675,2.780938148,65.20427608,0,4,5,8,3,182.88,30,4,5,0.188747406,0.074707031,0.642608643,192.6486588,9.737030029,9.757266998,44.58072281,4,13,3,8,2,175.26,27,-1,5
Blue,LightHeavyweight,0.359375,0.125,0,7.6875,2.578125,1.78125,4.03125,1,2,4,3,0,193.04,29,-2,0,0.78125,0.25,4,35.3125,12.0625,3.5625,139,0,2,3,2,0,190.5,31,2,1
Blue,LightHeavyweight,0.142578125,0.61328125,1.158203125,11.3671875,4.521484375,2.537109375,100.6796875,0,5,4,3,3,195.58,27,-1,0,0.062866211,0.296920776,4.828155518,22.32466888,0.984207153,0.909866333,61.58158875,1,4,7,5,4,203.2,36,4,2
Blue,Middleweight,0.8125,0.125,0.3125,51.9375,4.5,1,15.875,0,5,0,2,0,203.2,29,5,3,1.04699707,0.001098633,0.050292969,29.43896484,5.388061523,4.706054688,29.88830566,1,5,4,3,2,180.34,27,5,5
Blue,Welterweight,0,0.25,6.125,61.3125,2.8515625,2.03125,84.859375,0,4,3,1,0,182.88,30,-1,4,0.25,0,0.125,30.625,1.625,0.625,8.5,0,3,1,1,0,193.04,31,3,2
Blue,Flyweight,0.0625,1.4375,0.875,28.3125,3.25,2.3125,122.875,0,2,1,0,2,170.18,28,2,2,0,0.581054688,13.59814453,20.81201172,1.163085938,0.333496094,316.9780273,1,3,5,0,2,165.1,34,1,5
Blue,Lightweight,0.5,0,0.125,50.375,9.5,0.625,19.5,0,1,2,2,0,177.8,30,1,0,0.563217163,0.00012207,0.812633514,78.37298012,5.251033783,0.721862793,56.29878807,0,4,6,7,0,190.5,33,4,7
Blue,Lightweight,0,0,3,40.5625,2.625,0.1875,23.9375,0,1,3,0,0,185.42,29,1,2,0.000701904,0,1.111690104,63.21137387,1.04406786,0.015278816,13.28480053,1,3,13,4,0,175.26,34,3,7
Blue,WomenStrawweight,0,0.1875,3.5625,24.78125,21.34375,17.34375,219.125,0,2,2,0,2,157.48,33,2,2,0,0,1.0390625,44.15625,18.5390625,1.5625,28.8828125,1,3,3,0,0,162.56,33,3,5
Red,Featherweight,0.016773224,0.03125,1.451702118,76.02261543,1.019182205,2.131147385,44.54355049,1,4,9,4,0,185.42,32,-1,7,1.25,0.03125,0.75,20.34375,1.09375,5.40625,38.625,0,2,2,1,0,177.8,34,2,3
Blue,Middleweight,0,0.75,2.1875,6.015625,1.96875,26.578125,170.53125,0,2,2,3,1,195.58,30,1,1,0.25,0,6.21875,8.0234375,2.515625,1.984375,118.7890625,0,2,4,1,0,198.12,37,-1,3
Red,Flyweight,1.375,1.875,3.375,8.25,1.5,17,283,0,4,0,3,0,172.72,31,4,1,0.2578125,0.564453125,4.021972656,14.12109375,0.926757813,4.582519531,327.5029297,0,3,4,0,3,170.18,33,-1,5
Blue,Welterweight,0.500366211,1.017150879,0.338439941,30.47650146,1.903686523,4.844726563,82.8046875,4,5,7,2,4,182.88,32,-1,2,0.289306641,0,0.58984375,44.86206055,0.982177734,0.337158203,17.41918945,2,7,4,5,0,190.5,36,1,4
Red,Bantamweight,0.625,0.015625,6.7890625,33.8203125,19.609375,6.0625,166.4140625,0,3,3,0,0,167.64,38,3,5,0.7734375,1.0859375,2.048828125,21.875,11.15625,3.953125,58.71875,0,3,4,2,3,177.8,26,-1,1
Red,Heavyweight,0.375,0,1,49.5,2.5,5.75,70.75,0,4,0,1,0,198.12,31,4,3,0.0625,0,4.65625,5.6015625,4.5234375,12.296875,213.0234375,0,4,3,2,0,203.2,28,-1,2
Red,WomenStrawweight,0.0390625,0,1.0703125,94.421875,13.2890625,1.6171875,56.21875,0,1,5,0,0,162.56,34,1,3,0,0.009765625,6.921875,21.18554688,9.63671875,10,335.0878906,0,1,6,0,0,160.02,33,-1,4
Blue,LightHeavyweight,0.875,0.125,1.375,39.5,13.75,2.375,59.625,0,4,0,2,1,195.58,29,4,1,0.0625,0,0.5625,35.75,7.4375,11.75,155.375,1,3,2,2,0,190.5,29,3,1
Red,Lightweight,0.15625,0.21875,1,25.1875,1.3125,2.15625,82.40625,0,2,2,1,2,185.42,31,2,1,0.0625,0,4.4375,34.8125,2.1875,0.40625,43.1875,0,3,3,2,0,185.42,25,3,1
Red,Featherweight,0,1.25,2.875,9,0.125,5.625,384.375,0,1,2,0,1,182.88,31,-1,1,0.125,0.875,2.5,22.75,1.375,5.125,135.875,0,4,0,0,2,177.8,25,4,2
Blue,Welterweight,0.286132813,0.040161133,1.108398438,34.25891113,5.614746094,6.086425781,23.91662598,0,3,6,3,1,187.96,34,2,5,0.421875,0,0.234375,14.09375,1.765625,1.828125,27.890625,1,4,2,2,0,187.96,26,1,3
Red,Welterweight,0.015625,0.7109375,2.948242188,3.6015625,0.669921875,5.993164063,186.5175781,0,4,3,0,7,182.88,30,4,1,0.255859375,0.421875,4.375,41.20507813,12.15625,6.615234375,243.3925781,0,6,2,2,1,187.96,27,-1,5
Blue,Heavyweight,0.525382996,0.0078125,0.280029297,49.2853775,0.378204346,5.619796753,25.87412262,5,9,4,9,0,195.58,35,9,5,0.392578125,0,0.9949646,11.97006226,0.871826172,6.011199951,21.95947266,1,6,4,10,0,200.66,34,2,2
Red,Lightweight,0.21875,0.001953125,2.889648438,52.26757813,6.209960938,12.53808594,258.5927734,0,3,5,2,1,177.8,30,-2,3,0.15637207,1.004272461,4.383666992,15.05932617,4.256103516,20.19799805,439.3187256,0,5,5,1,3,182.88,29,1,5
Blue,Middleweight,0.03515625,0.06640625,4.30859375,38.6015625,1.8515625,5.078125,188.6054688,0,2,4,2,0,185.42,31,1,3,0.070465565,0.002264023,0.076229811,13.12089801,2.842127562,1.208953857,11.63533258,0,4,11,7,0,187.96,38,1,5
Red,Welterweight,0.0078125,1.018554688,1.448242188,27.41210938,0.061523438,1.311523438,255.6923828,1,4,3,1,3,182.88,36,-1,4,0.5,1.108398438,0.236328125,25.72753906,1.817382813,5.34375,126.953125,0,3,4,1,3,185.42,29,-2,3
Blue,Welterweight,0.046875,0.40625,1.765625,5.921875,1.25,3.15625,51.078125,0,2,3,2,2,193.04,29,1,0,0.255874634,0.001037598,1.178970337,49.42259979,0.84400177,8.219200134,42.1985321,0,4,8,5,1,190.5,35,2,4
Red,Welterweight,0.375,0.265625,4.140625,9.84375,1.34375,3.234375,173.078125,0,1,3,1,0,182.88,32,1,3,0.15625,0.390625,1.046875,55.484375,4.421875,1.15625,51.75,0,2,3,0,1,182.88,28,2,3
Blue,Bantamweight,0,0.375,1.125,45.25,3.5,0,4.75,0,2,2,0,0,177.8,29,-2,2,0.001953125,0.958007813,3.506835938,17.10351563,1.58203125,17.62695313,213.9609375,0,4,5,2,2,172.72,27,1,2
Blue,Bantamweight,1.25,0.37109375,1.608398438,44.62988281,7.322265625,7.568359375,81.56542969,0,4,4,2,3,165.1,32,-1,2,0.6328125,0,1.5703125,21.4375,1.8359375,0.6875,7.09375,3,6,2,4,0,165.1,27,6,2
Red,LightHeavyweight,0.4296875,1.01171875,1.869140625,32.40429688,7.708984375,0.99609375,50.02148438,0,3,3,5,1,193.04,30,-1,1,0.255130768,0.068733215,4.607646942,57.06581879,9.730232239,12.42685318,119.9836617,12,13,2,5,5,213.36,31,3,7
Blue,Featherweight,0,0.875,8.5,39.625,3.75,9.75,281.5,0,4,0,0,3,185.42,28,4,1,0.707157172,0.015701339,0.094784394,25.66104141,3.087134153,2.423024062,10.85031086,0,3,14,7,0,180.34,32,-1,7
Blue,Welterweight,0.34375,0.01953125,11.80859375,42.07421875,18.0546875,33.109375,745.0820313,1,9,0,1,1,193.04,31,9,7,0.980957031,0.625,2.326171875,23.25683594,4.362304688,26.65380859,201.4833984,5,3,3,5,1,187.96,36,1,3
Red,Bantamweight,0,0.00390625,2.10546875,43.796875,2.828125,1.109375,27.3203125,1,4,2,3,0,170.18,29,1,4,0,0,3.875,32.5,12.125,5.125,150.375,0,3,1,0,0,162.56,29,3,3
Red,Welterweight,0.1875,1.5625,1.3125,1.4375,0.125,2.6875,100.9375,0,3,1,0,4,187.96,27,3,0,0.000988245,0.006378733,2.984228656,6.968958221,1.185240328,22.66125467,491.3202606,2,6,11,5,0,182.88,37,6,12
Red,WomenFlyweight,0.5,0.25,0.25,75.5,9.125,5.625,128.125,0,2,2,0,0,170.18,24,-1,2,0,0.015625,4.6328125,25.5234375,5.859375,14.7734375,338.25,1,2,4,1,0,167.64,35,-1,3
Blue,LightHeavyweight,1.083206177,0.125,2.664627075,24.52626038,22.94192505,10.8883667,147.9760132,0,4,5,10,0,193.04,35,-1,2,0.40625,0.56640625,2.806640625,31.53710938,3.087890625,5.986328125,227.1582031,0,4,4,1,2,198.12,35,1,3
Red,Heavyweight,0.046875,0.0625,2.5,13.4921875,2.21875,5.34375,260.5390625,0,2,3,3,1,190.5,33,2,1,0.031509399,0.065236092,1.015875816,28.28251362,1.656540871,1.523855209,33.1687603,0,4,9,5,5,213.36,31,-1,2
Red,Lightweight,1.1875,0,0,23.5625,2,2.75,24.5,0,3,1,3,0,180.34,34,3,1,0.625,0.25,0.125,38.375,3.875,1.375,18.25,0,1,2,1,0,177.8,32,-1,1
Blue,Lightweight,0.265625,0.546875,2.796875,25.34375,1.640625,17.796875,144.515625,0,3,2,3,1,187.96,34,2,1,0.001953125,0.001953125,8.51953125,19.07910156,1.892578125,5.145507813,217.1416016,0,6,2,1,0,185.42,32,3,7
Blue,Bantamweight,0,1.024414063,7.116210938,25.10058594,8.881835938,13.49414063,143.9169922,0,4,3,1,3,180.34,29,4,4,0.265625,0,2.484375,43.15625,2.59375,0.515625,19.53125,0,5,1,1,0,172.72,29,5,5
Red,Featherweight,0.017578125,0.001953125,1.166015625,10.13671875,1.775390625,5.796875,107.7617188,0,6,3,3,1,185.42,30,6,4,0.1640625,0.501953125,6.004882813,48.6171875,1.765625,1.440429688,152.5390625,0,2,5,2,0,187.96,28,1,4
Blue,WomenStrawweight,0,1.125,3,20.0625,2.5625,8.5625,155.9375,0,3,1,0,3,162.56,31,3,1,0,0.765625,3.296875,70.86328125,8.55859375,4.58203125,84.37890625,0,2,5,1,1,170.18,31,-2,2
Blue,Lightweight,0.188476563,0.0234375,0.565429688,27.98925781,5.7734375,8.739257813,109.2880859,0,3,4,4,1,177.8,34,2,2,0.438476563,0.098632813,0.567382813,26.70703125,1.735351563,1.90625,12.72851563,0,5,2,2,3,193.04,31,5,4
Red,Heavyweight,0.728881836,0.125976563,5.573364258,37.36633301,17.8137207,12.55041504,284.6812744,6,7,2,10,0,195.58,36,7,2,0.59765625,0.140625,0.125,6.59765625,3.47265625,2.74609375,8.7265625,1,6,2,5,1,210.82,32,6,0
Red,Welterweight,1.3828125,0.265625,0.0703125,15.609375,9.03125,7.3046875,32.875,0,2,3,3,1,182.88,29,1,1,0.921875,0.140625,0.4765625,26.9296875,1.57421875,5.42578125,28.03515625,0,4,2,4,3,190.5,27,-1,0
Blue,Lightweight,0.500976563,0.758105278,4.581975937,31.6670723,7.854639053,21.05403519,146.8622904,0,4,8,3,2,172.72,34,1,8,0.65625,0.046875,4.71875,28.859375,9.078125,31.234375,397.171875,0,3,2,1,1,175.26,35,1,3
Blue,Bantamweight,0.3125,0.0625,0.25,17.0625,3.75,5.3125,58.75,0,1,3,0,1,170.18,33,1,1,0.010803223,1.008361816,3.959472656,44.06561279,7.439758301,9.00970459,226.2903442,6,7,6,2,3,177.8,32,7,4
Red,Middleweight,0.142241955,0.00147438,0.000524521,34.45621014,5.294679165,2.927753925,1.108748913,13,16,5,11,3,195.58,43,16,3,1.625,0.25,0.625,40.875,7,2,31.75,0,4,0,2,0,203.2,29,4,2
Blue,Bantamweight,0,0.75,2,33.15625,0.59375,7.25,173.90625,0,3,3,0,2,185.42,31,-2,1,0.4453125,0,2.8984375,17.46875,2.515625,3.1171875,62.515625,0,2,5,2,0,175.26,27,-1,1
Red,Lightweight,0.125,0,1.75,58.125,3.125,0.5,23.4375,0,5,0,2,0,185.42,29,5,3,0.00097847,1.070655346,1.880967617,8.608681679,0.458581924,0.799693108,64.06139374,0,4,9,0,12,187.96,29,2,1
Blue,Bantamweight,1,0.125,0.5,13.375,0,3,11.375,0,3,1,2,0,170.18,30,-1,1,0.250488281,0.005859375,1.345703125,40.12744141,1.276611328,8.640869141,138.5695801,0,7,2,2,1,167.64,36,-1,8
Red,Featherweight,0.5,0.53125,1.625,53.21875,1.375,3.78125,52.625,0,3,1,0,2,182.88,29,3,3,0.517089844,0.016113281,0.293457031,42.76806641,1.629882813,6.19140625,22.0390625,11,7,3,3,0,177.8,32,7,6
Red,Welterweight,0.5,0.0625,1.375,40.4375,2.4375,6.75,144.25,0,1,3,1,0,193.04,33,-1,1,0.268245935,0.033206463,0.398591042,47.32010031,1.452988625,2.31181252,50.91735518,1,7,10,7,1,177.8,35,-1,5
Red,Flyweight,1.516357422,0.136169434,1.692443848,24.85211182,8.294921875,14.46899414,81.04956055,7,4,3,7,1,170.18,32,-1,4,0.19140625,0.00390625,7.66796875,27.10546875,10.87890625,6.8359375,296.0898438,2,4,2,1,0,162.56,31,4,6
Red,Lightweight,0.801269531,0.0703125,0.296875,30.81542969,5.051757813,3.638183594,31.765625,0,3,6,2,3,190.5,31,-3,1,0.1875,1.125,6.9375,6.9375,1.5625,12.0625,376.3125,0,5,0,2,2,180.34,32,5,1
Red,Flyweight,0.625,0.00390625,4.065673828,9.668945313,2.318847656,5.143554688,114.2739258,0,3,5,4,0,165.1,30,1,4,0.00201416,0.004211426,4.651519775,37.57958984,2.824188232,7.929168701,116.0259399,2,6,3,4,1,165.1,34,3,8
Blue,Featherweight,1.0625,1.5,9.125,49.5,13.3125,22.5,321.1875,0,5,0,2,0,180.34,30,5,3,0.639648438,0.0234375,1.327392578,7.33203125,0.564941406,10.7019043,65.80786133,3,5,4,6,0,167.64,33,2,3
Red,LightHeavyweight,1.163452148,0.001708984,3.912109375,58.36816406,6.158935547,15.39746094,261.2407227,2,6,4,5,2,200.66,31,1,3,0.510261536,0.137466431,4.215293884,74.13163757,12.46046448,12.85370636,150.9673233,11,13,2,4,5,213.36,31,3,7
Blue,WomenFeatherweight,0.0234375,0.140625,4.20703125,75.40429688,7.95703125,7.904296875,184.828125,4,7,1,5,2,175.26,30,2,2,0.1875,0,0.75,40.25,11.5625,10.3125,48.75,3,5,0,4,0,172.72,33,5,1
Blue,Welterweight,0.001953125,0.323242188,3.736328125,7.552734375,2.15234375,2.03125,122.5791016,1,3,4,0,5,190.5,31,2,2,0.041748047,0.532104492,0.609985352,23.0947876,3.252929688,3.760070801,102.8309326,3,5,8,4,0,190.5,34,-1,2
Blue,LightHeavyweight,0,0,14.57763672,28.47607422,8.148925781,11.39208984,420.8061523,1,3,4,2,0,200.66,29,2,6,0.671875,0.50390625,2.63671875,14.93359375,2.25,9.6015625,141.4101563,0,3,3,3,2,185.42,35,-1,2
Blue,Lightweight,0.00195694,1.141310692,2.761935234,17.21736336,0.917163849,1.599386215,81.12278748,0,4,9,0,11,187.96,29,2,1,5.22E-07,0.611200342,2.172260046,14.00557105,2.119825821,4.583371973,50.63216668,0,7,12,3,7,180.34,35,2,8
Blue,Lightweight,0.64453125,0.01953125,1.875,35.1015625,1.084960938,0.842773438,6.618164063,2,5,3,4,0,177.8,31,-1,4,0,0.263183594,6.986816406,33.39648438,0.557861328,56.15795898,576.8474121,1,5,3,1,4,195.58,26,-1,4
Blue,Lightweight,0,0,4.875,33.625,15.75,1.25,203.75,0,2,1,0,0,177.8,30,2,3,0.00390625,0.00390625,4.14453125,57.55078125,25.34765625,9.125,152.6132813,0,4,4,1,1,180.34,32,4,3
Red,Lightweight,1.31640625,0.640625,0.4609375,23.42773438,0.13671875,1.8671875,39.640625,0,4,3,5,2,190.5,28,1,0,0.126434326,0.000244141,0.625267029,39.74596024,1.502067566,1.443725586,9.597576141,0,4,6,6,0,190.5,32,4,7
Red,Bantamweight,0.0078125,0.005371094,0.454101563,41.14306641,2.665527344,0.729492188,11.43164063,0,4,4,0,0,175.26,25,1,8,0.546875,0.21875,1.2421875,24.984375,3.6640625,1.6640625,28.8125,0,2,3,4,1,180.34,31,2,0
Blue,Middleweight,0,0.5,2.375,11.03125,1.9375,15.15625,103.0625,0,2,2,3,0,195.58,30,1,1,0.25,1.125,3.125,14.3125,10.9375,12.1875,93.3125,0,2,1,1,3,195.58,30,2,0
