Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_DISTANCE_landed,B_avg_CLINCH_landed,B_avg_GROUND_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_DISTANCE_landed,R_avg_CLINCH_landed,R_avg_GROUND_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Blue,Middleweight,0,0,3.375,28.5,14.75,7,122.125,0,3,1,0,0,195.58,26,1,4,0,1,3.921875,3.4375,2.984375,19.6875,316.25,0,1,3,1,2,193.04,29,1,1
Blue,Welterweight,1.2578125,0,0.875,22.5859375,3.4296875,3.7890625,45.4140625,0,6,1,5,0,190.5,33,1,2,0.25,0.036132813,3.249511719,58.31103516,7.77734375,2.544921875,38.734375,1,5,3,3,1,193.04,26,1,5
Red,Welterweight,0.750190735,0.626037598,2.636463165,19.12068558,8.731433868,16.60193634,156.9104729,2,4,9,4,0,190.5,36,-4,5,0.030349731,0.571298599,1.775735855,15.75028419,2.322284698,0.33455658,27.74587059,1,8,4,5,5,185.42,33,4,6
Red,Middleweight,0.375,0,0,5.3125,3.5,1.1875,3.125,0,3,2,3,0,190.5,30,-1,0,0,0,8.75,22,6.875,9.375,317.625,1,3,1,2,0,190.5,28,3,1
Blue,Middleweight,0.531495214,1.55E-05,0.660134792,89.84971821,3.587781727,4.206078589,35.40894318,1,4,7,9,0,190.5,37,4,9,0.15625,1.25,2.28125,27.125,4.96875,39.96875,222.0625,1,5,1,2,3,195.58,31,-1,0
Red,Featherweight,0.12890625,0.22265625,4.03515625,26.52734375,8.51953125,1.42578125,179.2460938,1,4,2,2,2,180.34,34,4,3,0.039916992,0.390625,0.563476563,38.75708008,4.584960938,6.232543945,128.5831299,0,8,3,5,2,175.26,24,-1,4
Red,Lightweight,0.0625,0.3125,0.3125,58.25,1.0625,0,24.625,0,5,0,0,2,193.04,29,5,3,0.0078125,0.2734375,4.5546875,33.796875,3.390625,1.671875,144.3984375,0,5,2,0,3,182.88,27,1,3
Red,Middleweight,1.09375,0,3.03125,19.890625,7.1875,22.359375,231.5625,0,2,4,2,0,180.34,38,-1,1,0.284454346,0.002166748,0.1484375,3.695556641,0.774353027,2.244537354,2.989379883,3,4,8,3,0,187.96,45,2,5
Red,Bantamweight,0.141113281,0.217285156,8.541503906,31.56884766,21.37353516,1.804443359,93.43481445,3,4,4,0,6,170.18,37,1,3,0,0.125,10,68.5,6.625,6.125,134.25,3,4,0,1,0,172.72,31,4,3
Red,Lightweight,0.0625,0.0625,2.3125,49.8125,2.5625,2,49.8125,0,4,1,1,1,180.34,29,4,2,0.8125,0.300537109,4.123901367,23.65148926,10.65698242,14.96008301,294.1473389,0,4,3,4,3,182.88,27,4,4
Blue,Featherweight,0.03125,0.044433594,1.532226563,35.70092773,8.116943359,1.353759766,70.75415039,0,2,7,0,2,185.42,27,-2,4,0.127449036,0.208007813,0.54598999,27.2845993,2.766426086,0.339897156,29.20514679,0,2,8,1,7,185.42,32,2,2
Blue,Welterweight,0.375,0,1,50.1328125,2.9453125,4.015625,17.3359375,0,2,5,2,0,182.88,29,-1,1,0.3125,0.5703125,2.9375,41.5703125,14.34375,3.53125,149.6640625,0,3,3,1,1,187.96,31,2,4
Red,Middleweight,0,0,0.375,15.625,13,13,67.375,1,3,1,3,0,195.58,37,-1,0,0.5,0.532470703,1.097900391,25.93243408,8.888366699,0.34375,78.85394287,0,4,7,1,1,190.5,29,2,5
Red,WomenBantamweight,0,0.5,0.5,34.9375,9.0625,2,183.125,0,1,4,0,0,167.64,29,-2,0,0.25,0,2.75,8.8125,2.6875,4.0625,170.6875,1,1,3,1,0,167.64,35,1,1
Blue,Lightweight,0.0625,1.5,2.1875,23.3125,12.5,13.3125,231.4375,0,2,2,1,1,177.8,32,2,1,0.004394531,0.008178711,5.996459961,40.50244141,4.935058594,2.088745117,131.5407715,0,2,8,1,1,182.88,36,2,4
Blue,Featherweight,0.51611805,0.009771347,7.13240242,36.61330032,4.153171539,4.147079945,135.8397899,0,3,11,5,0,180.34,30,-1,5,0.345703125,0.267578125,3.703125,44.09960938,13.07226563,0.310546875,46.29101563,6,7,2,2,3,177.8,29,7,3
Blue,Bantamweight,0,0.375,9.5,38.625,6.71875,0.15625,113.625,0,2,2,0,4,172.72,31,2,1,0,1.125,5.875,10.875,9.875,12.25,342.375,0,4,0,1,2,180.34,26,4,1
Red,Middleweight,0.563415527,0.074508667,1.542062759,15.0092907,1.707046509,1.432624817,32.28901672,1,4,8,5,3,187.96,37,4,4,0.40625,0,1.15625,13.78125,16.0625,2.375,31.875,0,3,2,3,0,193.04,32,-1,1
Red,Lightweight,0.640625,0.25,0.5,45.09375,1.65625,0.421875,35.5,0,2,4,0,2,190.5,28,-3,1,0.254394531,0.01953125,1.803710938,27.82177734,9.987792969,4.525390625,91.81982422,0,5,3,2,2,177.8,37,1,5
Red,LightHeavyweight,0,0,6.96875,42.46875,7.53125,12.09375,307.59375,1,3,1,1,0,200.66,26,2,4,0.322998047,0.01965332,2.924316406,29.30511475,1.930419922,3.950073242,165.8505859,3,2,8,6,0,193.04,34,-1,1
Blue,Heavyweight,0.564453125,0,4.451171875,26.80273438,5.15625,17.68945313,278.2988281,0,3,2,5,0,203.2,33,3,3,0.28125,0.5625,3.1640625,60.26171875,9.888671875,2.85546875,67.66601563,2,6,2,4,2,195.58,38,-1,2
Red,Welterweight,0.040130615,0.784181595,1.877708435,23.01091385,10.64710617,3.693035126,83.58298111,0,7,7,9,2,190.5,35,1,2,0.0625,1.028025627,7.409039497,4.452598572,2.150393486,28.6206131,596.1714687,1,5,6,1,7,182.88,38,5,8
Red,Middleweight,0.851640701,0.024436951,0.000143051,3.965082169,3.369879723,3.228270531,6.799560547,5,3,7,11,2,187.96,39,3,0,0.03125,0.59375,5.375,14.96875,1.15625,6.5,218.34375,0,5,1,1,3,182.88,36,5,1
Red,LightHeavyweight,0,0.015625,8.03125,17.09375,8.296875,11.890625,219.109375,0,3,3,2,0,193.04,35,-1,2,0.0703125,0.5078125,0.0078125,29.640625,8.8671875,2.34375,13.9609375,0,2,4,2,0,190.5,39,2,2
Blue,Heavyweight,0.008300781,0.087554932,0.508026123,36.04043579,2.009307861,5.763366699,27.40032959,0,4,6,4,4,213.36,28,-1,2,0.29296875,0,0.390625,8.4453125,3.1171875,0.7109375,27.61328125,1,2,6,3,0,208.28,36,-1,0
Blue,Welterweight,0.25,0.375,1.171875,8.625,0.71875,1.890625,107.28125,0,4,2,0,4,182.88,27,4,1,0.4375,0,1.40625,51.03125,3.46875,0.5625,14.25,0,5,1,3,0,185.42,24,-1,2
Red,Lightweight,0,0.625,4,7.875,4.875,3.625,298,0,4,0,0,2,177.8,28,4,2,0.0625,0.0625,7.625,14.53125,2.5625,8.65625,175.53125,0,3,2,1,0,185.42,29,3,2
Red,Heavyweight,0.197036743,0.00415802,0.048835754,13.75379562,6.890769958,0.786010742,62.23524094,5,7,5,9,2,195.58,37,1,3,0.5703125,0,1.3359375,30.53125,1.8046875,5.6640625,43.046875,0,3,3,3,0,203.2,35,1,2
Red,LightHeavyweight,0,0,10.125,32.5,13.375,2.5,246.375,0,2,1,0,0,190.5,36,1,3,0.28125,0.8125,0.53125,5.875,9.34375,5.59375,84.875,0,3,2,2,2,195.58,24,-1,0
Red,Flyweight,0.3125,2.25,3.0625,27.4375,5.5625,4.9375,94.875,0,2,2,0,1,162.56,36,-1,2,0.0625,0,4.15625,49.8125,5.46875,1.875,61.28125,1,4,1,2,0,167.64,25,4,3
Blue,Lightweight,0,0.625,8.875,20.5,6.25,8,193.5,0,1,2,0,2,185.42,37,1,0,0.125,0.625,6.125,17.125,0.75,5.5,343,0,1,2,0,1,185.42,32,1,1
Blue,Lightweight,0.045898438,0.0078125,2.008544922,42.87072754,0.066162109,2.19921875,59.12243652,0,4,4,5,0,190.5,30,4,5,0.046875,0.1953125,0.3203125,42.9921875,3.671875,0.125,17,3,5,3,2,2,182.88,29,-1,1
Red,LightHeavyweight,0.1875,0.0234375,2.015625,16.23046875,4.9140625,15.8515625,225.7734375,0,4,2,4,1,203.2,33,4,2,0.041046143,0.549865723,5.861175537,68.52655029,30.84185791,3.414825439,336.8692932,9,12,1,4,5,213.36,28,3,6
Red,Flyweight,0.125,0.125,6.375,27.375,22.125,2.75,187.875,0,4,0,0,0,162.56,29,4,4,0.033203125,0.546875,12.77734375,47.55517578,22.73632813,4.746826172,412.7324219,9,9,2,1,3,167.64,29,2,7
Red,Middleweight,0.517578125,0.016601563,8.878295898,26.75390625,7.797485352,16.26782227,261.1096191,0,4,5,1,1,195.58,33,-2,7,0.5234375,0,1.3203125,33.578125,6.703125,8.375,168.90625,1,4,2,3,0,185.42,25,2,3
Blue,Lightweight,0,0.6875,2.3125,14.75,3.40625,4.21875,106.46875,0,4,2,0,1,195.58,23,-1,3,0.194335938,0.34765625,3.842773438,15.734375,3.82421875,9.426757813,212.6064453,1,2,6,1,1,180.34,30,2,3
Blue,Lightweight,0.015625,0.5859375,3.890625,15.421875,3.21875,8.25,256.6328125,1,2,2,0,4,190.5,28,2,2,0.015625,0.546875,5.109375,43.59375,3.78125,3.34375,228.796875,0,5,1,0,3,182.88,26,1,3
Blue,WomenBantamweight,0,0.8125,2.75,22.25,16.125,2.875,128.75,0,1,2,0,2,170.18,27,1,1,0,0,0.5,30.125,10.625,0.25,89.625,1,3,1,1,0,162.56,32,3,2
Blue,Welterweight,0.625,0,1.125,38.0625,1.4375,1.1875,25.75,0,2,2,2,0,185.42,29,-1,1,0,0.515625,9.66015625,52.859375,4.125,11.9765625,274.3085938,1,3,3,0,2,190.5,31,3,4
Red,Featherweight,0,0.5625,7.9375,18.5625,2.0625,2.9375,293.5625,0,2,2,0,0,175.26,31,1,3,0.08984375,0.00390625,1.64453125,48.21484375,1.68359375,1.953125,15.34765625,0,6,3,4,0,177.8,32,-1,2
Red,LightHeavyweight,0.000282288,0,3.589183807,18.68600464,3.245197296,4.741668701,117.0524788,4,5,5,6,0,190.5,36,5,8,0.04296875,0.2734375,3.26953125,31.2265625,4.8046875,10.296875,147.5664063,1,5,2,2,3,193.04,36,5,1
Red,Bantamweight,0.5,1.377929688,9.037353516,20.5012207,6.316650391,3.168701172,209.9311523,1,2,7,0,3,170.18,34,-1,3,0.3203125,0,2.625,33.3828125,10.640625,0.828125,110.1484375,3,3,2,3,0,167.64,31,3,2
Red,Heavyweight,0.047185898,0.256881714,5.678462029,9.153256416,1.418606758,7.163552284,190.8920002,1,4,9,7,4,193.04,36,4,1,0,0,1.421875,1.671875,3.375,16.734375,107.25,0,2,2,5,0,200.66,31,2,0
Blue,Heavyweight,0.40612793,0.125,0.48046875,48.56604004,5.051269531,1.916748047,27.98596191,4,9,3,8,0,195.58,32,9,3,0.203125,0.7578125,0.13671875,22.890625,1.4609375,0.85546875,16.8984375,0,4,3,3,2,198.12,34,-1,1
Blue,Featherweight,0.21875,0.3125,0.125,16.46875,1.875,0.5,10.25,0,3,3,2,1,182.88,27,-1,0,0.25,0,2.875,15.875,3.125,2.625,93.375,0,2,2,1,0,175.26,32,-1,1
Red,Heavyweight,0.376404285,0.06676054,2.744253457,8.066483945,6.266702771,4.036133766,124.0875813,5,4,10,5,8,200.66,36,2,2,0.731445313,0.001953125,0.305664063,18.59179688,1.473632813,1.620117188,30.109375,1,4,5,5,0,182.88,41,-1,1
Blue,Welterweight,0.00390625,0.03125,9.769287109,33.2421875,8.879394531,8.537109375,255.986084,0,7,3,3,1,203.2,28,1,6,0.1875,0,3.0625,27.78125,7.375,3.71875,187.125,0,2,3,2,0,180.34,38,-1,1
Red,Lightweight,0.625,0.125,2.5,37.75,5.875,12.375,207.375,0,4,0,1,1,182.88,26,4,2,0,0.25,3.625,8.375,2.75,31.625,277.375,0,2,1,0,2,185.42,21,2,0
Red,Middleweight,0,0.5,3,8.625,2.375,3.375,178.75,1,1,2,0,1,200.66,26,1,1,0,0.125,6.75,25.5,5.625,11.625,242.875,0,2,1,0,1,177.8,38,2,2
Red,Lightweight,0,0,1.125,35.25,2.875,0.125,61.625,1,3,1,0,0,180.34,29,3,3,0.08984375,0,1.296333313,29.0558548,3.640686035,1.955688477,78.45446777,1,3,8,4,0,175.26,31,3,5
Blue,Welterweight,0.004151344,0.169689178,0.424106598,82.32816029,6.519688606,0.147140503,9.050739288,2,5,8,2,8,193.04,30,5,3,0.984375,0,0.109375,18.65625,1.28125,4.34375,16.015625,2,7,0,6,0,187.96,27,7,1
Blue,Welterweight,0,0,3.5,18.25,5,8.5,281.5,0,3,1,0,0,187.96,34,3,3,0.063476563,0.45703125,2.57421875,17.171875,1.705078125,2.041015625,118.9052734,0,2,5,2,4,187.96,31,1,0
Red,LightHeavyweight,0.5703125,0.556640625,3.419921875,13.921875,2.41796875,0.609375,109.2890625,0,2,4,2,2,187.96,32,2,2,0,0,9.9375,36.9375,12.0625,20.1875,450.1875,1,2,1,1,0,200.66,26,2,3
Blue,LightHeavyweight,0.75,0.0625,0.1875,3.9375,0,0.625,5.5625,0,2,2,3,1,185.42,32,-1,0,0.515625,0,0.765625,30.421875,3.09375,0.4375,14.375,0,2,3,3,0,193.04,30,-1,1
Red,Featherweight,0.25,1.9375,3.9375,7.3125,5.1875,4.4375,204.75,0,4,1,1,2,182.88,30,-1,1,0.0078125,1.528320313,9.531982422,14.59082031,7.98046875,15.81347656,378.6569824,0,5,4,2,0,180.34,31,1,7
Red,Lightweight,0.000267029,0.934575081,1.197143555,16.8523798,1.350820541,0.686450005,113.6693411,0,7,7,2,6,180.34,32,2,6,0.063247681,0.408238888,1.990633965,24.01332617,6.855381012,1.320299149,57.49667883,2,6,8,5,0,182.88,34,6,9
Blue,Middleweight,0.062990427,3.10E-05,0.320269585,81.69943643,3.175563455,2.412157178,26.81788635,1,4,7,9,0,190.5,36,4,8,0.137935638,0.011795044,0.004196167,54.64968109,4.357433319,1.422031403,3.869991302,13,16,3,11,3,195.58,40,16,2
Red,Middleweight,0.188598633,0.552490234,3.174072266,43.22949219,4.564697266,0.932617188,99.01306152,1,5,4,2,4,198.12,34,-1,4,0.125,0.5625,1.546875,9.953125,0.546875,16.5,311.6875,0,2,3,1,1,193.04,30,1,2
Blue,Bantamweight,0.505859375,0.064453125,4.654296875,23.62695313,5.017578125,2.6796875,107.6191406,0,2,6,1,1,172.72,37,-1,2,0.30859375,0.07421875,0.81640625,10.76953125,3.67578125,1.640625,12.23046875,0,2,5,3,0,177.8,34,-1,1
Blue,Lightweight,0.125,0.125,6.25,14.0625,3.125,1.3125,76.0625,0,3,2,1,0,185.42,29,3,1,0,0,7.8125,32.5546875,6.1640625,1.8125,270.828125,1,3,3,1,0,177.8,29,3,4
Blue,Middleweight,0,0,2.75,15,17.5,9,216.25,0,2,1,0,0,195.58,26,1,3,0,0.75,3,23.75,11.875,4.25,221.5,1,1,2,0,2,193.04,26,-1,0
Red,Featherweight,0,0.25,9.625,9.5,0.875,15.5,586.5,0,2,1,0,1,175.26,37,1,2,0.197265625,0.337890625,5.61328125,21.90234375,6.375,4.171875,231.9511719,1,7,3,1,2,167.64,29,-1,4
Red,Middleweight,0,1.03125,2.8125,2.875,1.09375,4.84375,206.03125,0,1,3,1,1,193.04,37,1,1,0.28125,0.1875,2.71875,8.125,9.875,3.4375,153.21875,0,3,1,2,1,195.58,32,2,2
Red,Welterweight,0.5,0.625,6.625,16.875,9.375,1.5,280.875,0,3,1,1,1,193.04,28,-1,1,0.060699463,0.142597198,1.55147171,30.50056839,1.644569397,0.669113159,22.49174118,1,8,4,5,4,185.42,32,4,6
Blue,Welterweight,0.5,1.125,3.125,33,9.25,12.75,209.5,0,2,1,0,1,193.04,24,2,2,0.25,0,5.625,16.75,2.375,2.875,308.125,0,2,1,1,0,182.88,28,2,2
Red,Middleweight,0.5,0.033203125,1.755859375,10.44238281,2.439453125,10.81835938,190.2080078,0,1,6,1,1,177.8,33,1,1,0,1.064941406,2.195800781,47.86486816,10.7767334,0.6875,156.7078857,0,4,7,0,1,190.5,29,2,5
Blue,Welterweight,1.515625,0,1.75,26.171875,3.859375,5.578125,90.828125,0,5,1,4,0,190.5,32,1,2,0.021057129,0.250732422,11.2857666,55.69433594,8.247009277,8.433776855,556.2756348,3,6,3,5,0,175.26,32,4,7
Red,Welterweight,0.75,0,0.5625,50.59375,4.40625,4.03125,83.46875,0,2,3,0,0,187.96,28,-1,3,0.027587891,1.189941406,1.026611328,7.54864502,3.07598877,6.307678223,49.29760742,0,4,6,4,2,187.96,40,-1,3
Red,Lightweight,0.125,0,0,13.9375,0.8125,0.25,0.875,0,2,3,1,0,177.8,33,-1,1,0.008789063,0.016357422,1.992919922,30.00488281,6.870117188,1.177490234,80.08154297,0,2,8,1,1,182.88,35,2,3
Red,LightHeavyweight,0.125,0,0,12.5,2.75,3.75,9.625,0,1,3,1,0,187.96,35,-1,0,0.375,0.046875,2.03125,14.4609375,4.828125,3.703125,56.546875,0,4,2,4,1,203.2,32,4,1
Red,Flyweight,0,0.0625,13.25,22,3.875,4.75,215.5,0,2,2,0,0,162.56,32,2,3,0.032226563,0.067382813,2.424316406,39.2734375,8.187011719,5.866699219,163.4150391,2,4,2,3,1,165.1,31,3,6
Red,Heavyweight,0,0.25,5.734375,8.328125,3.9375,6.8125,319.765625,0,3,1,1,0,190.5,29,3,5,0.388793945,0.000976563,6.771728516,22.08764648,16.80578613,1.596130371,248.96521,1,3,8,7,0,185.42,39,2,0
Blue,Flyweight,0,0.375,3.5625,36.4375,2.9375,4.375,171.1875,0,2,2,1,0,167.64,23,2,2,0,2.5,4.125,1.375,0.5,17.625,650.875,0,3,1,0,2,160.02,22,-1,1
Blue,Lightweight,0.125,0.375,1.375,13.75,4.125,1.375,45.125,0,2,2,1,1,187.96,31,2,0,0.25,0.375,10.5,15.5,6.375,1.375,488,1,3,1,0,2,177.8,26,-1,1
Red,Middleweight,0.125,0.25,0.875,6.5,0.625,6.75,89.875,0,1,3,0,0,195.58,34,-2,1,0.03515625,0.033203125,10.7565918,37.5078125,8.594970703,1.535644531,190.2192383,0,3,5,0,1,195.58,33,-2,7
Blue,Flyweight,0,0.375,7.5625,11.9375,6.875,4.6875,256.1875,0,2,2,0,1,165.1,31,1,2,0,0.5,10.40625,13.625,11.8125,40.375,434.0625,0,2,2,2,0,165.1,27,1,2
Red,LightHeavyweight,0.008926392,0.148468018,7.505172729,33.71336365,2.86491394,4.76991272,175.4242554,1,5,4,3,1,187.96,32,5,9,0.951049805,0.007904053,1.679260254,13.22631836,6.868164063,4.145111084,122.6310425,1,3,5,9,0,198.12,31,1,2
Blue,Heavyweight,0.40625,0.515625,0.2734375,10.78125,2.921875,1.7109375,26.796875,0,3,3,3,1,198.12,34,-1,1,0.125,0.1171875,0.3359375,26.890625,51.9375,2.546875,283.78125,1,4,2,4,1,198.12,38,1,1
Blue,LightHeavyweight,0.00402832,0.118347168,1.429870605,9.534072876,8.862243652,1.93359375,75.91517639,1,3,8,2,4,195.58,35,-2,3,0.509796143,0.144897461,0.878707886,8.737472534,1.89616394,1.373046875,22.6612854,0,4,8,4,0,187.96,34,1,5
Red,Welterweight,0.005859375,0.32421875,0.041015625,39.19921875,9.79296875,4.669921875,9.337890625,0,3,3,2,3,195.58,32,3,2,0.50038147,0.252075195,5.272926331,25.24137115,8.462867737,13.20387268,223.8209457,2,4,9,3,0,190.5,35,-4,5
Blue,Lightweight,0.508789063,0.0390625,0.607421875,20.64355469,3.975585938,9.05078125,118.6396484,0,4,3,2,2,177.8,37,1,4,0.1796875,0,0.592666626,35.11170959,5.28137207,0.911376953,94.90893555,1,3,7,4,0,175.26,31,3,5
Red,Heavyweight,0.320556641,0.000976563,0.5,7.506103516,0.536132813,1.983642578,4.329101563,0,5,4,8,0,208.28,37,5,1,0.548339844,0.004394531,0.391113281,13.71582031,1.468261719,7.596679688,35.65039063,0,3,4,6,1,200.66,33,1,1
Red,LightHeavyweight,0.375,0.25,1.125,26.625,15.125,0.25,104,0,2,2,2,0,187.96,32,-2,0,0.5,0.125,0.375,5.875,0,1.25,10.125,0,2,2,2,1,185.42,32,-1,0
Red,Lightweight,0.062988281,0.0390625,2.488769531,10.80957031,2.424804688,1.044433594,23.24462891,0,2,6,3,0,182.88,30,2,3,0.125,0,0.375,35.625,11,5.625,90.875,0,2,2,1,0,177.8,31,2,1
Blue,Welterweight,0.875,0,0.8125,31.0625,1.9375,1.125,11.5,0,4,1,3,0,185.42,24,-1,1,0.75,0,0,32.265625,4.890625,8.03125,20.671875,0,2,4,2,0,182.88,29,-1,1
Red,Heavyweight,0.394073486,0.00831604,0.097671509,21.50759125,12.78153992,1.572021484,124.4704819,5,7,4,9,2,195.58,36,1,3,0.12890625,0,8.90234375,48.60546875,9.3125,30.37890625,554.5976563,0,3,2,4,0,203.2,33,3,3
Red,Welterweight,0.66796875,0.513671875,1.759765625,42.51660156,5.046875,12.16113281,91.29492188,2,5,4,4,0,190.5,31,-1,2,0.586669922,0,0.325256348,62.68902588,12.17565918,9.060241699,58.09222412,3,4,4,6,0,187.96,33,3,5
Red,Lightweight,0.121398926,0.285194397,2.10294342,57.00113678,3.289138794,1.338226318,44.98348236,0,8,3,5,4,185.42,32,4,6,0.204345703,0.18863678,5.823417664,43.32093048,6.373382568,21.13975525,571.4840851,1,5,5,3,2,177.8,31,-2,8
Red,Featherweight,0.28125,0.03125,4.65625,15.1875,0.40625,2.75,121.1875,0,6,1,2,1,185.42,27,6,3,0.250488281,1.087768555,2.527709961,8.822509766,9.396972656,8.721435547,90.71679688,0,4,6,0,7,187.96,26,2,1
Blue,Middleweight,0.126831055,0.149017334,3.084125519,16.01858139,2.414093018,1.865249634,60.57803345,1,4,8,4,3,187.96,36,4,4,0.6875,0.014709473,4.93371582,26.03259277,2.231781006,4.562286377,101.2001953,1,3,7,2,2,193.04,32,-1,5
Blue,Lightweight,0.008302689,0.339378357,0.848213196,16.65632057,8.039377213,0.294281006,18.10147858,2,5,8,2,8,193.04,30,5,2,0.146972656,0,0.817871094,59.89477539,2.455322266,0.786865234,28.57446289,1,4,5,3,0,185.42,29,-1,5
Blue,Heavyweight,0.140625,0,1.671875,33.0625,3.609375,7.328125,83.09375,0,2,3,2,0,203.2,35,1,2,0.812255859,0.25,0.9609375,75.13208008,10.10253906,3.833496094,55.97192383,4,9,2,8,0,195.58,31,9,3
Red,Lightweight,0.06640625,0.16015625,5.204345703,26.19897461,0.593505859,2.468505859,163.5085449,0,3,6,2,0,180.34,36,1,5,0.0625,0.518737793,11.24645996,20.69262695,13.69689941,7.458251953,385.1865845,0,4,6,1,1,172.72,31,1,7
Blue,Middleweight,0.5625,0,3.8125,29.8125,3.5,7,89.5625,0,6,0,5,0,185.42,38,6,1,0.0625,1.1875,3.75,7.9375,2.3125,5,283.6875,0,5,0,1,3,182.88,36,5,1
Blue,Featherweight,0.96875,0,0.21875,34.3125,2.5625,6.6875,30.03125,1,6,0,5,0,187.96,27,6,1,0.546875,0.515625,1.390625,69.578125,2.15625,6.125,163.25,7,7,0,2,0,177.8,29,7,5
Blue,Middleweight,0.3125,1.5,0.5625,10.25,0.9375,6.9375,112.125,0,4,1,1,3,195.58,31,-1,0,0.21875,0.32421875,4.76171875,15.859375,2.625,26.2734375,160.6484375,4,9,0,4,2,198.12,31,9,3
Red,Welterweight,0.5,0.75,1.34375,16.25,1.4375,2.78125,80.5625,0,4,1,0,4,182.88,27,4,1,0.125,1.056051254,6.818078995,5.905197144,0.300786972,17.2412262,534.3429375,1,5,6,1,7,182.88,38,5,7
Red,Featherweight,1.032236099,0.019542694,2.26480484,28.22660065,6.306343079,8.294159889,142.6795797,0,3,10,5,0,180.34,29,-1,5,0.079833984,0.78125,0.126953125,35.51416016,3.169921875,3.465087891,50.16625977,0,7,3,5,2,175.26,24,-1,3
Red,Lightweight,0,1.375,4.625,19.5,6.8125,8.4375,212.9375,0,4,1,0,1,195.58,23,-1,3,0,0.625,3.5,16.125,0.75,4.125,158.5,1,2,1,0,2,190.5,35,1,1
Blue,Lightweight,0.28125,0.5,0,12.1875,1.3125,0.84375,57,0,2,4,0,2,190.5,28,-3,0,0.56640625,0,0.5,53.01953125,3.837890625,4.314453125,18.2578125,0,3,4,3,0,172.72,30,2,3
Blue,Lightweight,0.533203125,1.73828125,0.955078125,36.49023438,2.19140625,11.46289063,81.046875,1,6,1,2,3,193.04,31,3,3,0.091796875,0.015625,1.017089844,48.74145508,0.132324219,0.3984375,1.244873047,0,4,3,5,0,190.5,29,4,5
Blue,Lightweight,0.00012207,0.50970459,7.812561035,46.6517334,7.03527832,5.35760498,352.9890137,0,4,6,1,1,177.8,33,4,6,0.000980377,0.18347168,1.995136261,12.72583389,1.246112823,8.545215607,85.78365707,0,3,7,3,7,180.34,31,3,1
Red,Welterweight,0.314453125,0.00390625,3.560791016,4.818603516,3.502197266,2.031494141,180.78125,0,4,4,3,1,180.34,35,1,5,0.0625,0.1875,3.75,28.75,7.875,7.375,246,0,4,1,0,0,187.96,32,4,4
Red,Featherweight,0.55859375,0.09375,5.309570313,20.328125,2.259765625,12.80761719,211.2314453,3,5,3,5,0,167.64,30,2,3,0.01953125,0.535522461,11.05104828,47.92646027,10.52936554,26.61102295,445.2301102,7,5,5,3,2,172.72,34,3,8
Blue,Lightweight,0.03125,0.171875,5.78125,27.84375,6.4375,6.5,260.265625,1,2,2,0,3,190.5,28,2,2,0.000534058,0.869150162,2.394287109,26.7047596,2.701641083,1.372900009,80.33868217,0,7,6,2,6,180.34,32,2,6
Blue,Welterweight,0,0.375,3.375,31.75,0.875,2.875,168.625,1,3,1,0,2,182.88,33,-1,1,0.125,0.125,2.875,18.25,3.25,4.5,86.375,0,2,1,2,0,185.42,28,1,1
Red,Welterweight,0.062988281,0.018310547,1.7890625,23.1796875,12.20947266,0.889160156,110.6689453,0,4,6,2,0,182.88,32,4,5,0.50390625,0.265625,1.81640625,21.18554688,5.064453125,3.115234375,78.82421875,0,4,4,2,1,190.5,31,2,3
Red,Welterweight,0.625,0.140625,0.875,32.140625,4.6875,5.0625,70.328125,0,3,2,1,1,187.96,31,2,4,0.066894531,0.661621094,3.321533203,50.8815918,1.839599609,3.037841797,166.0556641,5,7,3,0,2,177.8,32,7,8
Blue,Lightweight,0,0.4375,6,21.1875,4.3125,0,174.9375,0,1,3,0,1,182.88,30,-2,1,0.388671875,0.6953125,0.685546875,19.46875,5.6484375,8.853515625,121.2128906,1,2,5,1,1,180.34,29,2,3
Red,Welterweight,0.015625,0.140625,1.4375,33.1875,5.671875,7.375,148.703125,1,5,1,1,2,180.34,24,5,3,0.0078125,0.0625,5.538574219,27.484375,6.758789063,13.07421875,177.972168,0,7,3,3,1,203.2,28,1,5
Red,Featherweight,0.126495361,0.816477776,1.981267929,31.02665234,2.710762024,0.640598297,29.99335766,2,6,7,5,0,182.88,33,6,9,0.2578125,0.4453125,2.0703125,10.0546875,4.0390625,1.8515625,78.4921875,1,4,2,2,2,180.34,33,4,2
Blue,LightHeavyweight,0.03125,0,1.53125,43.84375,4.1875,0.875,27.75,0,2,3,2,0,193.04,30,-1,1,0.063476563,0.27734375,0.907226563,3.040039063,0.052734375,3.405273438,45.95214844,0,3,6,2,3,190.5,43,-3,0
