Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Blue,Lightweight,0.829101563,0.16015625,0.365234375,24.83691406,3.973632813,8.797363281,12.66015625,0,4,4,6,2,190.5,29,1,0,0.161132813,0.004882813,4.71875,50.74926758,18.27392578,12.98413086,5.154541016,2,5,4,4,0,177.8,32,-1,5
Red,LightHeavyweight,2.1796875,0.0625,0,17.765625,8.3203125,19.4375,36.015625,1,2,4,3,0,193.04,29,-2,1,0.125,0,0.5,41.21875,12.78125,1.21875,42.03125,0,2,3,2,0,190.5,25,-1,1
Red,Welterweight,0.082275391,0.088195801,1.491516113,25.23272705,6.057556152,6.466430664,110.2733765,0,3,6,4,3,193.04,31,-1,2,0,0,2.5,21,7.125,8.75,75.25,0,1,3,0,0,187.96,34,1,1
Blue,Welterweight,0.171875,0.256835938,6.117675781,28.81591797,7.581054688,9.296875,342.9633789,0,3,3,2,4,180.34,33,3,3,0.0078125,0.35546875,3.474121094,6.000488281,2.494140625,1.137695313,224.7587891,0,4,4,0,7,182.88,31,4,1
Blue,Middleweight,0.75390625,0,0.046875,12.6328125,1.82421875,6.4765625,19.09375,0,2,4,4,0,195.58,35,-1,1,0,0.9375,6.046875,55.453125,16.71875,11.21875,251.1328125,0,4,2,3,2,195.58,31,1,2
Red,Lightweight,0.59375,0.8125,2.625,26.515625,7.75,8.390625,125.890625,0,1,5,1,1,180.34,27,-1,0,0.53125,0,4.21875,19.078125,17.6875,13.4375,155.09375,0,3,3,2,0,185.42,26,3,2
Red,WomenStrawweight,0,0.5625,0.125,56.9375,20.0625,15.5625,33.1875,0,1,2,0,0,167.64,26,1,3,0,0.08203125,7.3046875,16.80078125,5.09765625,2.625,213.1835938,2,2,4,0,1,160.02,31,1,4
Blue,Lightweight,0.75,0,0.0625,22.4375,4,13.8125,31.75,0,2,2,3,0,177.8,30,1,0,0.675056238,0.063371899,1.045599545,51.7045829,15.53084479,14.73366585,21.27166647,1,8,9,10,6,185.42,36,4,7
Red,Middleweight,0,0.51953125,6.90625,13.43164063,1.947265625,3.741210938,279.8652344,1,5,4,0,5,200.66,29,1,2,0.634033203,0.008300781,0.27722168,20.25268555,5.539672852,13.27172852,3.436401367,1,3,7,4,0,200.66,35,-2,1
Red,LightHeavyweight,0.071289063,1.306640625,1.579101563,12.58398438,5.862304688,4.266601563,121.8398438,0,5,4,3,4,195.58,27,-1,0,0.004074097,0.954193115,5.028396606,17.67483521,3.990478516,0.046905518,76.36549377,1,5,5,4,5,193.04,39,5,2
Red,Heavyweight,0.625,0.0625,3.484375,19.1875,7.96875,3.109375,81.796875,0,3,2,2,0,193.04,38,-1,3,0.03125,0,7.828125,14.09765625,1.9609375,6.15234375,458.5117188,0,4,3,2,0,203.2,28,-1,3
Red,Lightweight,0,0.4375,4.5,27.75,4.5625,6.5625,180.0625,0,4,1,0,3,177.8,32,-1,1,0.125,0.328125,5.265625,8.171875,4.046875,0.53125,269.34375,0,5,1,1,2,177.8,27,1,3
Red,Lightweight,0.260986328,0.563673973,5.06298399,111.6370101,13.3333106,6.76900959,140.102138,1,4,5,8,3,182.88,30,4,6,0.002929688,0.821289063,9.744140625,78.05566406,8.498046875,2.465820313,663.1933594,2,11,0,2,3,177.8,30,11,6
Blue,Lightweight,0.094238281,0.01171875,0.282714844,27.32714844,7.417480469,14.00634766,91.14404297,0,3,4,4,1,177.8,35,2,3,0.281608582,6.10E-05,0.406316757,25.49834061,14.50828648,8.666311264,28.14939404,0,4,7,7,0,190.5,33,4,7
Blue,Lightweight,0.1328125,0.7734375,1.3984375,44.5859375,12.4765625,6.828125,78.7578125,0,4,2,3,1,187.96,34,2,2,0.453125,0,0.1171875,10.078125,3.34375,6.8984375,7.7109375,0,6,1,5,0,185.42,31,1,2
Red,Middleweight,0.76171875,0.666015625,2.359375,16.43359375,9.569335938,11.91601563,66.21582031,0,2,3,1,4,190.5,35,2,3,0.017578125,0.033203125,3.154296875,33.71289063,9.1796875,5.873046875,191.3027344,0,2,4,2,0,185.42,31,1,4
Red,Welterweight,0.375,0.5390625,1.2109375,11.4296875,3.1796875,3.3984375,81.3046875,0,7,1,3,1,185.42,32,-1,3,0.583984375,0,1.384765625,45.21289063,9.360351563,25.67480469,50.92675781,0,4,3,5,0,180.34,31,1,3
Blue,Welterweight,0.001037836,0.542422295,3.856026649,89.13637686,28.5929184,6.769452095,194.7626848,2,5,9,2,9,193.04,34,5,3,0.750183105,0.508575439,0.169219971,15.18411255,7.699737549,11.72860718,41.90234375,4,5,7,3,4,182.88,32,-1,2
Blue,Lightweight,0,0,5.4375,25.4375,12.75,16.125,129.375,0,2,1,0,0,177.8,31,2,4,0,0.03125,9.28125,22.875,9,4.0625,318.59375,0,2,3,0,1,180.34,29,-1,2
Blue,Middleweight,0.875,0,0.125,31,24.875,2,6.75,0,4,0,4,0,182.88,28,4,0,1.361328125,0,7.587890625,48.82714844,14.02734375,13.71777344,185.4238281,2,8,2,7,0,185.42,42,8,2
Blue,Bantamweight,0.375,0.5,2.625,52.25,11.375,18.875,73.5,0,4,0,2,1,177.8,27,4,1,0.125244141,0.002929688,0.672851563,16.4276123,2.556640625,7.038208008,69.28479004,0,7,3,2,1,167.64,37,-1,8
Blue,Heavyweight,0.17388916,0,4.201599121,25.28234863,5.566955566,6.202209473,276.9468384,5,6,3,8,0,203.2,36,3,4,0.250488281,0.669921875,2.762207031,20.97485352,2.420898438,3.006835938,192.0039063,8,4,2,3,4,182.88,40,4,4
Red,Bantamweight,0,0.5,0.25,20.625,6.1875,10.5625,47.0625,0,1,3,0,1,182.88,29,-1,1,0.5,0.875,1.5,22.546875,5.3125,5.640625,123.953125,0,3,3,0,3,185.42,31,-2,1
Red,Welterweight,0.0390625,0,1.40625,31.26367188,7.31640625,9.58203125,108.5039063,0,2,4,4,0,180.34,27,2,2,0.98046875,0.53515625,0.119140625,45.23730469,5.301757813,7.693359375,35.25878906,0,5,2,6,3,190.5,27,-1,0
Red,LightHeavyweight,0.3359375,0.251953125,3.318359375,20.12988281,3.762695313,6,93.70507813,0,3,4,3,2,185.42,36,-1,2,0.03125,0,3.78125,29.25,6.46875,9.25,124.1875,1,3,3,2,0,190.5,29,3,1
Red,WomenFlyweight,0,1.0078125,3.81640625,14.51171875,7.29296875,8.2734375,348.125,1,2,4,1,0,167.64,35,-1,4,0.5,0.78125,5.0625,28.4296875,7.9140625,8.515625,326.671875,3,3,2,1,2,167.64,31,1,3
Red,Lightweight,0.125,0,0.4375,14.875,2.75,5.75,43.1875,0,3,3,1,0,177.8,30,-2,2,0.328125,0.0234375,2.359375,43.75,12.375,5.4609375,207.0859375,0,3,3,1,1,175.26,35,1,3
Red,Welterweight,0.049583435,0,0.635164261,34.32318497,14.85484505,0.632123947,88.252882,5,5,7,6,0,187.96,37,3,7,0.015625,0.017578125,12.44140625,50.0078125,9.740234375,23.66992188,547.171875,1,6,1,2,2,182.88,31,3,5
Red,Lightweight,0.158203363,0.008370608,2.079895437,33.09535044,8.114403054,8.855464399,170.1621344,0,4,12,2,4,177.8,37,1,9,1.30E-07,0.652800085,1.543065012,5.003186326,1.09069462,2.333311267,38.65804167,0,7,13,3,8,180.34,35,2,8
Red,Featherweight,0.015930176,0.133367538,6.032047629,31.98263133,7.256071925,12.01234126,113.7848455,8,5,7,4,2,172.72,37,3,10,0.094373703,0.537353516,0.321304321,157.0818825,36.53985596,2.949739456,25.2903614,5,13,4,8,2,175.26,27,-1,5
Blue,Flyweight,0.6875,0.9375,2.6875,12.3125,7.5,0.5625,147,0,4,1,3,0,172.72,31,4,1,0.53125,0.71875,0.4375,20.9375,4.75,2.75,68.4375,0,3,1,1,2,170.18,29,2,2
Red,WomenBantamweight,0,0.5,0.5625,68.8125,10.375,12.8125,16.625,0,3,2,0,1,172.72,31,-2,2,0,0.462890625,6.6484375,21.47265625,10.69726563,6.900390625,291.6796875,1,4,4,0,2,170.18,30,1,4
Blue,Welterweight,0.627929688,0.2109375,3.6875,24.765625,12.64453125,8.078125,226.1962891,0,7,2,2,1,187.96,27,-1,6,0.000399113,1.047243431,5.069967613,39.44629055,21.67295203,11.10894896,179.0321955,4,5,9,4,4,177.8,34,-2,10
Blue,Lightweight,0.658203125,0.3203125,0.73046875,36.67382813,7.947265625,8.594726563,22.3203125,0,4,4,5,2,190.5,29,1,0,0.219238281,0.049316406,0.283691406,18.50341797,14.98681641,12.18408203,73.36425781,0,5,3,2,3,193.04,32,5,4
Blue,Heavyweight,0.651367188,0.00390625,0.820800781,15.78417969,3.876953125,0.574707031,24.69335938,0,2,7,5,0,195.58,36,-3,0,0.03515625,0.47265625,1.8203125,11.39453125,12.65234375,0.99609375,66.578125,0,2,3,1,5,203.2,42,2,0
Red,Heavyweight,0.05078125,0.189453125,0.034179688,40.76660156,5.62890625,14.15625,4.474609375,0,4,5,3,2,198.12,37,-1,1,0.000192419,4.06E-06,1.066453941,24.89818827,19.44189779,12.81365474,30.63401879,5,7,13,9,2,195.58,40,1,5
Red,Featherweight,0.5,0,0.5,20.75,21.125,4.5,66.375,0,2,2,0,0,182.88,28,-1,2,0.08203125,0.250976563,3.002441406,51.76318359,8.590332031,14.55810547,76.26953125,0,2,5,2,0,187.96,29,1,5
Red,Middleweight,0.000244141,0.40637207,7.305664063,12.06811523,4.099121094,5.712524414,281.7346191,1,3,5,0,3,198.12,34,3,6,0,0.625,4.25,32.1875,6.5,11.875,170.9375,0,1,3,0,1,187.96,25,1,1
Red,Featherweight,0.28125,0.125,3.890625,16.96875,8.328125,3.125,365.75,0,4,1,2,1,177.8,28,4,3,1.125,0.015625,1.875,10.875,6.640625,6.90625,20.3125,0,2,2,2,0,177.8,34,2,3
Red,WomenBantamweight,0.1328125,0.5,4.57421875,25.6953125,11.125,8.94921875,408.2148438,4,3,4,2,0,175.26,37,3,3,1.01171875,0.0703125,2.103515625,29.13769531,9.897460938,13.09765625,92.9140625,5,8,1,6,2,175.26,31,2,2
Blue,Welterweight,0.000976563,0.661621094,4.368164063,7.1015625,3.211425781,0.555175781,187.2895508,1,3,4,0,6,190.5,31,2,2,0.000494123,0.003189366,3.492114328,29.44708345,10.4561771,3.504466057,424.1601303,2,6,11,6,0,182.88,37,6,12
Red,LightHeavyweight,1.041603088,0.0625,1.832313538,29.53474426,10.20407867,15.43945313,77.98800659,0,4,5,11,0,193.04,35,-1,2,0.127565384,0.034366608,6.303823471,38.67862511,28.47457886,34.95824814,449.4918308,13,13,2,5,5,213.36,31,3,8
Blue,Featherweight,0.5625,0.4375,1.25,23.625,8.125,1.375,97.4375,0,5,0,0,2,177.8,25,5,3,0,0,1.9375,30.46875,3.15625,1.28125,19.96875,2,1,5,0,0,185.42,37,-1,1
Red,WomenStrawweight,0,0.504882813,3.9609375,21.10253906,3.828125,1.98046875,253.5439453,0,1,6,0,1,160.02,33,-1,4,0.015625,0.60546875,7.7578125,36.58203125,2.8515625,0.609375,205.3007813,1,2,4,0,1,160.02,30,1,4
Red,LightHeavyweight,0.01953125,0.15625,1.53515625,28.3671875,9.41796875,10.34765625,83.2578125,3,5,3,3,3,195.58,34,-1,0,0.203125,0.283203125,1.903320313,19.89453125,5.52734375,4.883789063,116.0791016,0,4,5,1,2,198.12,36,1,3
Blue,Flyweight,0.50100708,0.002105713,8.325759888,16.88162231,9.612380981,8.172470093,263.01297,2,6,3,4,1,165.1,34,3,9,0.12890625,0.282226563,4.510986328,17.79370117,3.188476563,1.833007813,364.2514648,0,4,4,0,3,170.18,34,-1,6
Red,Heavyweight,0.762691498,0.00390625,0.140014648,24.14402008,13.25082779,4.746841431,18.43706131,5,9,4,10,0,195.58,35,9,5,0.298828125,0.0703125,0.0625,8.056640625,0.896484375,0.455078125,4.36328125,1,6,2,6,1,210.82,32,6,0
Red,Lightweight,0.59375,0,0,15.78125,5.125,5.25,12.25,0,3,2,3,0,180.34,34,3,1,0.109375,0.000976563,1.444824219,32.10107422,11.73535156,7.171386719,159.7963867,0,3,6,2,1,177.8,30,-2,3
Red,Welterweight,0.25,0.554199219,0.118164063,27.21289063,2.857421875,11.37402344,129.4765625,0,4,4,1,3,185.42,29,-2,4,0.000488281,1.03928145,9.214133121,15.65587896,0.389650647,0.221842304,127.4466521,2,7,9,1,10,182.88,41,5,9
Blue,Featherweight,0.28125,0.21875,3.0625,65.6875,5.8125,3.625,55.65625,1,3,2,2,2,182.88,32,3,0,0.25,0.265625,0.8125,27.25,3.984375,9.953125,26.3125,0,3,2,0,2,182.88,30,3,3
Blue,Welterweight,0.0625,0.0625,1.484375,20.46875,3.796875,2.890625,208.171875,0,2,3,1,1,198.12,28,1,2,1.19140625,0.1328125,0.53515625,84.859375,9.8203125,5.79296875,31.9375,0,2,4,3,1,182.88,30,1,1
Red,Bantamweight,1.125,0.185546875,1.304199219,27.34814453,5.600097656,9.312011719,51.28271484,0,4,4,3,3,165.1,32,-1,2,0,0.512207031,7.058105469,30.77246094,27.28955078,16.17626953,154.4584961,0,4,3,1,3,180.34,29,4,5
Red,WomenStrawweight,0,0.1875,0.28125,50.1875,8.28125,26.25,50.5625,0,4,2,0,1,162.56,33,-2,3,0,0.375,7.25,39.75,9.375,3.25,529.625,1,4,0,1,2,167.64,28,4,1
Red,WomenFlyweight,0,0.765625,2.515625,34.4296875,18.74414063,12.20117188,95.16015625,0,3,6,0,0,167.64,32,-2,3,0,0.5625,8.125,52.859375,11.828125,17.03125,397.34375,2,2,2,0,2,167.64,31,1,3
Blue,Bantamweight,0.25,0.25,3.625,55.875,15.875,2.875,100.875,0,4,0,2,0,170.18,26,4,2,0.1328125,0,1.2421875,14.2265625,9.203125,11.703125,94.765625,0,5,2,1,0,172.72,29,5,5
Red,Lightweight,1.350112475,0.126743798,1.09119909,60.40916579,16.06168958,19.4673317,35.54333294,1,8,8,10,6,185.42,36,4,7,0.016662598,0.773071289,0.342346191,63.63824463,17.16253662,22.17248535,5.688964844,2,11,1,3,6,193.04,35,3,4
Blue,WomenStrawweight,0,0.125,0.25,21.875,7.125,8.125,59.375,0,1,2,0,0,167.64,25,1,2,0,0,0.51953125,29.52734375,17.40625,13.6953125,41.94140625,1,3,4,0,0,162.56,33,3,5
Red,Bantamweight,1,0.5625,0.25,8.5,1.9375,2.75,43.1875,0,4,1,2,1,170.18,31,-1,1,0.595703125,0.001953125,3.833984375,20.79882813,8.044921875,2.56640625,148.0449219,3,4,2,2,0,162.56,32,4,6
Red,WomenFlyweight,0.078125,1.5,1.78125,30.109375,12.5703125,15.6953125,161.765625,0,2,3,1,1,165.1,33,1,3,0.03125,0.125,0.84375,46.75,11.59375,6.8125,26.65625,0,3,2,0,0,172.72,30,1,4
Blue,Featherweight,0.625,0,1,36.25,3.375,2.625,8.875,0,2,1,2,0,182.88,31,2,1,0.00201416,0.534729004,3.750549316,25.18511963,13.04058838,11.93792725,108.6600952,1,4,5,4,3,180.34,37,4,3
Blue,Lightweight,0.25,0.15625,1.625,13.125,5.78125,5.84375,47.125,1,4,1,1,2,190.5,39,1,2,0.00390625,0.3359375,1.2265625,22.93359375,4.875,25.26171875,48.875,0,3,3,2,0,177.8,29,3,4
Blue,Lightweight,0,0.0625,5.5625,17.75,6,1.125,314.1875,0,1,3,0,1,180.34,29,-1,1,0.3125,0.125,1.5625,37.9375,8.0625,4.8125,78.625,0,2,2,2,0,177.8,32,-1,1
Blue,LightHeavyweight,0.21484375,0.505859375,0.934570313,21.86132813,8.729492188,7.963867188,25.01074219,1,3,4,5,1,193.04,30,-1,1,0.581726074,0.000854492,1.956054688,37.46313477,6.903564453,6.595581055,130.6203613,3,6,5,5,2,200.66,32,1,3
Blue,Lightweight,0,0,2.5,47.125,14,1.5,73.625,0,1,3,0,0,185.42,30,-1,1,0.03125,0,0.828125,21.796875,5.71875,2.46875,9.546875,0,3,3,0,0,167.64,35,1,4
Red,Welterweight,0,0.131591797,5.993408203,81.68786621,9.98046875,4.387817383,450.9237061,1,5,4,1,4,195.58,26,-1,4,0.000798225,1.094486862,3.139935225,42.89258111,26.34590405,15.21789792,125.064391,4,5,9,4,3,177.8,34,-2,10
Red,Lightweight,0.250488281,0.879052639,11.79098797,42.14825201,13.19237423,10.44724703,276.9311452,0,4,8,3,2,172.72,34,1,9,0.000489235,1.035327673,1.440483809,12.79901576,3.051577806,3.082884789,38.53069687,0,4,9,0,13,187.96,29,2,1
Blue,LightHeavyweight,0.06275177,0.757396698,0.964366913,41.81397057,5.483944893,8.160203934,52.80719852,1,3,11,3,4,195.58,38,-2,3,0,0.000488281,4.063476563,19.68652344,4.672363281,1.743652344,109.628418,0,3,6,2,0,193.04,38,-1,4
Red,WomenBantamweight,0,0,1.46875,15.484375,8.53125,7.046875,77.9140625,1,3,4,1,0,162.56,35,3,3,0,0,1.125,70.625,9.75,20.625,23.25,0,2,2,0,0,172.72,31,-2,2
Red,Middleweight,0.071120977,0.00073719,0.00026226,21.02749109,9.232464552,6.579365969,0.554374456,13,16,6,11,3,195.58,44,16,3,0.5078125,0,0.09375,20.265625,1.6484375,2.953125,29.1875,0,2,4,3,0,195.58,35,-1,1
Blue,Featherweight,1.03125,0.75,4.5625,49.5625,10.03125,10.0625,164.59375,0,6,0,3,0,180.34,30,6,3,0.258544922,0.008056641,0.146728516,27.95654297,6.631591797,3.706542969,11.01953125,11,7,3,4,0,177.8,32,7,6
Red,Welterweight,0.00390625,0.509277344,2.224121094,17.91699219,5.082519531,0.893066406,171.3461914,1,4,4,1,3,182.88,36,-1,4,0.00390625,0.125,1.7265625,16.2109375,8.5234375,5.71875,118.9609375,1,4,3,0,3,182.88,28,4,2
Blue,WomenStrawweight,0.500976563,0.020629883,4.670776367,44.79931641,21.65270996,3.99621582,195.4735107,1,3,4,2,2,157.48,27,-1,6,0.375,0.1953125,1.8125,56.234375,9.2265625,3.6875,96.6328125,3,3,2,1,3,165.1,26,-1,2
Blue,Lightweight,0.316406727,0.016741216,2.159790874,14.19070089,3.228806108,2.710928798,98.32426879,0,4,12,2,4,177.8,37,1,8,0.25402841,0.008154154,0.15527907,15.63730773,3.347101539,0.5233289,85.10974342,11,3,14,6,4,177.8,40,3,1
Blue,Lightweight,0.700224951,0.253487596,2.18239818,33.81833158,15.12337916,4.9346634,49.08666589,1,8,8,10,6,185.42,36,4,6,0.322265625,0.009765625,4.4375,52.49853516,13.54785156,7.968261719,10.30908203,2,5,3,4,0,177.8,32,-1,5
Red,Middleweight,0,0,2.26171875,32.95117188,28.98242188,22.5546875,112.3691406,1,3,2,2,0,190.5,30,3,6,0.196411133,0.000732422,3.893432617,5.21472168,0.683349609,1.541137695,57.49694824,0,5,5,6,1,195.58,35,2,2
Blue,Featherweight,0.5,0.5,0.1875,36.1875,9.75,6.9375,12.9375,0,3,1,1,1,190.5,28,3,2,0.016326904,0.015655518,0.3722229,24.29418945,10.98971558,12.8477478,18.77615356,0,6,6,4,0,177.8,35,-1,6
Red,LightHeavyweight,0.25,0,1,25.4375,9.5625,1.4375,53.0625,0,2,2,2,0,190.5,25,-1,1,0.008148193,0.90838623,3.056793213,11.34967041,1.980957031,0.093811035,91.73098755,1,5,5,4,4,193.04,39,5,2
Blue,Middleweight,0,0.875,2.09375,14.90625,1.4375,2.4375,90.265625,0,3,2,3,2,195.58,30,1,1,0.625488281,0.290527344,2.755859375,33.68798828,17.88964844,4.291503906,67.77099609,0,5,3,4,4,182.88,39,5,1
Blue,Welterweight,0.078125,0,1.8125,14.52734375,8.6328125,8.1640625,87.0078125,0,2,4,4,0,180.34,27,2,1,0.164550781,0.176391602,1.983032227,20.4654541,5.115112305,1.932861328,142.5467529,0,3,5,4,3,193.04,31,-1,2
Blue,Welterweight,0.625,0.0625,0.15625,5.5625,1.390625,0.5625,11.390625,2,1,5,1,0,190.5,30,-1,1,0.5,0.078613281,7.489379883,26.41479492,10.10046387,15.42102051,287.9783936,1,3,6,0,2,190.5,34,3,6
Red,Heavyweight,0.0703125,0.9453125,3.640625,7.7890625,2.3046875,1.9921875,50.15625,0,2,2,1,5,203.2,41,2,0,0.059143066,0.515625,1.174499512,8.942565918,6.450866699,1.130004883,70.70349121,1,4,6,6,0,203.2,38,1,3
Blue,Heavyweight,0.25,0.125,3.96875,14.375,5.9375,4.21875,163.59375,0,2,2,1,0,193.04,37,-1,3,0.015625,0.25,4.421875,28.421875,9.34375,13.59375,381.90625,0,3,3,2,0,198.12,33,-1,2
Blue,Lightweight,0.521972656,1.127347946,2.125967979,70.2740202,8.666621208,6.53801918,65.20427608,0,4,5,8,3,182.88,30,4,5,0.188747406,0.074707031,0.642608643,173.163765,34.07971191,4.899478912,44.58072281,4,13,3,8,2,175.26,27,-1,5
Blue,LightHeavyweight,0.359375,0.125,0,9.53125,1.640625,0.875,4.03125,1,2,4,3,0,193.04,29,-2,0,0.78125,0.25,4,41,9.09375,0.84375,139,0,2,3,2,0,190.5,31,2,1
Blue,LightHeavyweight,0.142578125,0.61328125,1.158203125,10.16796875,4.724609375,3.533203125,100.6796875,0,5,4,3,3,195.58,27,-1,0,0.062866211,0.296920776,4.828155518,14.91390228,5.669822693,3.635017395,61.58158875,1,4,7,5,4,203.2,36,4,2
Blue,Middleweight,0.8125,0.125,0.3125,27.5,9.375,20.5625,15.875,0,5,0,2,0,203.2,29,5,3,1.04699707,0.001098633,0.050292969,31.35876465,6.049682617,2.124633789,29.88830566,1,5,4,3,2,180.34,27,5,5
Blue,Welterweight,0,0.25,6.125,43.359375,13.2734375,9.5625,84.859375,0,4,3,1,0,182.88,30,-1,4,0.25,0,0.125,21.5,4.125,7.25,8.5,0,3,1,1,0,193.04,31,3,2
Blue,Flyweight,0.0625,1.4375,0.875,22.875,5.5,5.5,122.875,0,2,1,0,2,170.18,28,2,2,0,0.581054688,13.59814453,12.14160156,2.620117188,7.546875,316.9780273,1,3,5,0,2,165.1,34,1,5
Blue,Lightweight,0.5,0,0.125,31.875,6,22.625,19.5,0,1,2,2,0,177.8,30,1,0,0.563217163,0.00012207,0.812633514,44.99668121,26.01657295,13.33262253,56.29878807,0,4,6,7,0,190.5,33,4,7
Blue,Lightweight,0,0,3,28.9375,7.6875,6.75,23.9375,0,1,3,0,0,185.42,29,1,2,0.000701904,0,1.111690104,36.38892144,12.97899985,14.90279925,13.28480053,1,3,13,4,0,175.26,34,3,7
Blue,WomenStrawweight,0,0.1875,3.5625,35.90625,20.1875,7.375,219.125,0,2,2,0,2,157.48,33,2,2,0,0,1.0390625,43.0546875,14.8125,6.390625,28.8828125,1,3,3,0,0,162.56,33,3,5
Red,Featherweight,0.016773224,0.03125,1.451702118,38.31556129,27.29837036,13.55901337,44.54355049,1,4,9,4,0,185.42,32,-1,7,1.25,0.03125,0.75,14.75,6.28125,5.8125,38.625,0,2,2,1,0,177.8,34,2,3
Blue,Middleweight,0,0.75,2.1875,28.8125,2.875,2.875,170.53125,0,2,2,3,1,195.58,30,1,1,0.25,0,6.21875,8.109375,2.296875,2.1171875,118.7890625,0,2,4,1,0,198.12,37,-1,3
Red,Flyweight,1.375,1.875,3.375,18.625,8,0.125,283,0,4,0,3,0,172.72,31,4,1,0.2578125,0.564453125,4.021972656,16.58740234,1.376953125,1.666015625,327.5029297,0,3,4,0,3,170.18,33,-1,5
Blue,Welterweight,0.500366211,1.017150879,0.338439941,25.3682251,8.399475098,3.457214355,82.8046875,4,5,7,2,4,182.88,32,-1,2,0.289306641,0,0.58984375,24.52001953,14.46264648,7.198730469,17.41918945,2,7,4,5,0,190.5,36,1,4
Red,Bantamweight,0.625,0.015625,6.7890625,29.2109375,19.3515625,10.9296875,166.4140625,0,3,3,0,0,167.64,38,3,5,0.7734375,1.0859375,2.048828125,18.24804688,10.71484375,8.021484375,58.71875,0,3,4,2,3,177.8,26,-1,1
Red,Heavyweight,0.375,0,1,47.125,4.5,6.125,70.75,0,4,0,1,0,198.12,31,4,3,0.0625,0,4.65625,18.1953125,2.921875,1.3046875,213.0234375,0,4,3,2,0,203.2,28,-1,2
Red,WomenStrawweight,0.0390625,0,1.0703125,60.6875,27.1484375,21.4921875,56.21875,0,1,5,0,0,162.56,34,1,3,0,0.009765625,6.921875,33.20507813,3.65625,3.9609375,335.0878906,0,1,6,0,0,160.02,33,-1,4
Blue,LightHeavyweight,0.875,0.125,1.375,28.625,12.25,14.75,59.625,0,4,0,2,1,195.58,29,4,1,0.0625,0,0.5625,34.5,8.9375,11.5,155.375,1,3,2,2,0,190.5,29,3,1
Red,Lightweight,0.15625,0.21875,1,16.9375,6.34375,5.375,82.40625,0,2,2,1,2,185.42,31,2,1,0.0625,0,4.4375,19.15625,13.375,4.875,43.1875,0,3,3,2,0,185.42,25,3,1
Red,Featherweight,0,1.25,2.875,9.375,1.5,3.875,384.375,0,1,2,0,1,182.88,31,-1,1,0.125,0.875,2.5,22.25,6.25,0.75,135.875,0,4,0,0,2,177.8,25,4,2
Blue,Welterweight,0.286132813,0.040161133,1.108398438,21.00738525,7.963806152,16.9888916,23.91662598,0,3,6,3,1,187.96,34,2,5,0.421875,0,0.234375,11.515625,1.65625,4.515625,27.890625,1,4,2,2,0,187.96,26,1,3
Red,Welterweight,0.015625,0.7109375,2.948242188,9.000976563,0.98828125,0.275390625,186.5175781,0,4,3,0,7,182.88,30,4,1,0.255859375,0.421875,4.375,32.53125,12.2890625,15.15625,243.3925781,0,6,2,2,1,187.96,27,-1,5
Blue,Heavyweight,0.525382996,0.0078125,0.280029297,33.28804016,19.50165558,2.493682861,25.87412262,5,9,4,9,0,195.58,35,9,5,0.392578125,0,0.9949646,12.61816406,4.027770996,2.20715332,21.95947266,1,6,4,10,0,200.66,34,2,2
Red,Lightweight,0.21875,0.001953125,2.889648438,47.20214844,14.47070313,9.342773438,258.5927734,0,3,5,2,1,177.8,30,-2,3,0.15637207,1.004272461,4.383666992,22.42553711,8.500732422,8.587158203,439.3187256,0,5,5,1,3,182.88,29,1,5
Blue,Middleweight,0.03515625,0.06640625,4.30859375,35.42578125,5.359375,4.74609375,188.6054688,0,2,4,2,0,185.42,31,1,3,0.070465565,0.002264023,0.076229811,8.835149765,4.948714495,3.388115168,11.63533258,0,4,11,7,0,187.96,38,1,5
Red,Welterweight,0.0078125,1.018554688,1.448242188,22.83398438,5.165039063,0.786132813,255.6923828,1,4,3,1,3,182.88,36,-1,4,0.5,1.108398438,0.236328125,25.42578125,1.71484375,5.748046875,126.953125,0,3,4,1,3,185.42,29,-2,3
Blue,Welterweight,0.046875,0.40625,1.765625,6.609375,2.265625,1.453125,51.078125,0,2,3,2,2,193.04,29,1,0,0.255874634,0.001037598,1.178970337,40.30889893,11.5381012,6.638801575,42.1985321,0,4,8,5,1,190.5,35,2,4
Red,Welterweight,0.375,0.265625,4.140625,7.71875,4.546875,2.15625,173.078125,0,1,3,1,0,182.88,32,1,3,0.15625,0.390625,1.046875,45.828125,8.46875,6.765625,51.75,0,2,3,0,1,182.88,28,2,3
Blue,Bantamweight,0,0.375,1.125,29.625,3.625,15.5,4.75,0,2,2,0,0,177.8,29,-2,2,0.001953125,0.958007813,3.506835938,26.9140625,7.607421875,1.791015625,213.9609375,0,4,5,2,2,172.72,27,1,2
