Winner,weight_class,B_avg_KD,B_avg_SUB_ATT,B_avg_TD_att,B_avg_HEAD_landed,B_avg_BODY_landed,B_avg_LEG_landed,B_avg_CTRL_time.seconds.,B_total_title_bouts,B_longest_win_streak,B_losses,B_win_by_KO.TKO,B_win_by_Submission,B_Reach_cms,B_age,B_current_streak,B_win_by_Decision,R_avg_KD,R_avg_SUB_ATT,R_avg_TD_att,R_avg_HEAD_landed,R_avg_BODY_landed,R_avg_LEG_landed,R_avg_CTRL_time.seconds.,R_total_title_bouts,R_longest_win_streak,R_losses,R_win_by_KO.TKO,R_win_by_Submission,R_Reach_cms,R_age,R_current_streak,R_win_by_Decision
Red,Bantamweight,0,0.625,1.875,14.375,3,5,87.625,0,1,3,0,1,187.96,25,-1,0,0.25,0,1.125,17.1875,9.3125,6.4375,94.0625,0,3,2,0,0,172.72,34,-1,3
Red,Bantamweight,0.125,0.5,1.25,6.625,7.125,3.625,78.125,0,1,2,0,1,167.64,30,-1,1,0.25,0,4,21.875,7,17.125,119.625,0,3,1,1,0,167.64,30,-1,2
Blue,Heavyweight,0.5,0,0.625,27.3125,7.25,7.53125,36.65625,0,2,2,3,0,195.58,35,-1,1,0.6875,1.8671875,2.125,16.484375,1.8515625,0.625,164.5625,2,2,3,1,2,195.58,37,2,2
Red,Heavyweight,0.8125,0.125,1.5625,27,4.125,1.75,173,0,4,1,3,0,182.88,39,-1,1,0.498046875,0,0.6875,35.73828125,18.42382813,0.3828125,40.77539063,3,9,1,7,0,195.58,29,9,2
Blue,Lightweight,0.50390625,0.328125,1.912109375,48.84960938,24.73632813,5.609375,126.7460938,0,4,3,2,1,182.88,29,1,4,0.626464844,0.651855469,7.729492188,36.52441406,6.213378906,4.1640625,88.68505859,2,8,3,1,0,177.8,34,-1,8
Red,Welterweight,0.50390625,0.138671875,1.858398438,10.4765625,9.483886719,3.325195313,61.53466797,0,6,4,2,1,180.34,28,-1,5,0.8828125,0.078125,0.8515625,8.560546875,2.748046875,1.525390625,61.5234375,0,3,3,3,2,187.96,37,-1,2
Red,Featherweight,0.875,0,0,50.25,25,8.125,13.125,0,3,1,1,0,175.26,21,-1,2,0.625,1.625,6.25,54.375,9,8.375,298.875,1,3,1,0,1,167.64,26,-1,2
Red,Lightweight,0.00390625,0.310546875,7.001953125,85.91210938,11.1015625,4.4140625,117.6484375,0,4,3,1,1,177.8,31,4,4,0.15625,0.145507813,7.397460938,23.09765625,7.583984375,12.07910156,243.9628906,0,3,4,1,2,177.8,28,-2,4
Red,LightHeavyweight,0,0.1875,5.298828125,21.82128906,8.434570313,2.807617188,460.9199219,2,3,5,0,1,185.42,36,-1,5,0.656738281,0.797851563,1.778808594,43.72802734,9.4921875,15.31152344,341.9086914,5,8,1,3,5,213.36,25,3,3
Red,Heavyweight,0.063980103,0.00012207,1.599441528,11.29704285,12.45121765,5.521102905,242.4798889,0,3,6,6,0,208.28,37,2,4,0.765625,0.125,0.78125,16.3828125,1.234375,1.046875,70.546875,1,2,3,5,0,185.42,36,2,0
Red,Middleweight,0.04699707,1.321044922,0.06652832,11.69238281,1.481811523,1.831298828,168.2860107,0,4,5,4,3,190.5,29,-1,1,0.031387329,0.001983643,4.497253418,26.40643311,4.249359131,6.722259521,114.3447266,1,4,5,8,0,190.5,34,4,5
Blue,Featherweight,0,0.75,0.625,2.25,0.375,1,18.5,0,1,3,0,2,182.88,25,1,0,0.125,0.0234375,2.4296875,41.5,8.3046875,11.140625,57.375,0,1,6,0,1,172.72,33,-1,1
Red,Featherweight,0.5,1.8125,4.046875,20.0625,4.8125,1.75,280.046875,0,5,1,2,0,180.34,28,1,4,0.75,0,1.8125,7.0625,2.0625,5.1875,49.8125,1,2,1,2,0,167.64,27,2,2
Red,Bantamweight,0,0.5,2.75,20.9375,5.5,4.25,168.875,0,2,2,1,1,167.64,30,2,1,0.125,0.625,2.625,25.5625,5.375,3.25,162.3125,2,1,2,0,2,170.18,33,1,1
Red,Heavyweight,0.039794922,0.880859375,4.843139648,9.040039063,3.652832031,2.440307617,94.17602539,1,4,5,5,4,193.04,33,4,0,0.09375,0.28125,1.03125,5.84375,2.15625,4.96875,85.625,0,3,2,2,1,200.66,30,1,1
Red,Heavyweight,0.25,0.25,2.625,13.25,1.375,0.25,200.375,0,1,2,0,1,200.66,26,1,1,0.515625,0.0625,0,14.5,2.484375,3.671875,22.0625,0,5,2,4,0,208.28,34,5,1
Red,Bantamweight,0.125,0,2.375,13,9,19,36.5,0,3,1,1,0,177.8,29,3,2,0.375,0.125,0.875,23.875,9,9.875,43.625,0,2,2,1,1,172.72,34,-1,0
Red,Welterweight,0.05859375,0.768554688,2.692016602,26.34484863,2.815429688,3.373291016,274.4970703,1,4,4,4,2,187.96,33,4,4,0.48046875,0.01171875,3.1875,19.4375,2.58203125,4.6796875,116.3125,0,6,2,3,0,180.34,27,-1,3
Blue,Welterweight,0.673828125,0.0234375,2.14453125,12.45117188,1.63671875,5.916015625,55.8203125,0,5,1,5,0,175.26,29,4,4,0.6875,0.21875,0.15625,29.984375,10.53125,21.078125,48.71875,2,5,2,3,0,190.5,28,-1,2
Red,Welterweight,0.020019531,0.309570313,2.127929688,70.62890625,32.66113281,4.052246094,142.359375,1,3,5,4,2,193.04,29,2,1,0.055183411,0.424926758,7.146266937,52.66817856,14.85316467,11.25341415,620.4686966,12,10,2,5,2,193.04,31,2,10
Blue,Middleweight,0,0.3125,1.0625,42.578125,8.03125,15.515625,40.609375,0,3,2,0,1,190.5,26,2,3,0,0.125,4.75,29.25,11.25,13.125,127.875,0,2,1,0,1,187.96,34,2,2
Blue,Middleweight,0.0625,0,7.8125,36.625,9.625,9.125,250.3125,0,2,1,1,0,187.96,25,2,3,0,0,6.375,35.75,12.875,23.875,301.5,0,1,2,0,0,185.42,32,-1,2
Blue,Lightweight,0.023925781,0.063644409,6.700286865,26.2538147,8.501419067,2.29296875,149.8937225,2,6,5,5,0,182.88,31,6,7,0.53125,0,1.15625,25.25,9.15625,6.75,144,0,2,3,2,0,177.8,34,-1,1
Red,LightHeavyweight,0.46875,0.0625,0.013671875,19.81640625,6.125,12.13671875,69.97070313,0,3,4,3,1,187.96,32,-1,2,0.833007813,0.0625,0.095703125,35.73046875,3.911132813,4.708007813,29.52929688,1,1,7,3,0,187.96,36,-1,1
Blue,Heavyweight,0.625,0.25,1.125,17,0.25,1.5,108,0,3,1,2,0,182.88,38,-1,1,0.1328125,0.400878906,0.128417969,24.80224609,3.895996094,8.311523438,9.405273438,0,4,3,4,4,213.36,25,-1,1
Red,Bantamweight,0.03125,0.8125,0.5,8.4375,5.90625,6.09375,16.8125,0,3,2,1,2,162.56,30,-1,1,0.25,0.25,5.25,35.125,9.75,6.5,82.625,2,1,2,0,1,170.18,33,1,1
Red,LightHeavyweight,0.8203125,0.5546875,3,37.6796875,10.5234375,6.6953125,202.28125,3,4,2,1,0,187.96,42,2,5,0.659667969,0.068115234,0.531738281,8.325195313,6.259277344,4.409912109,23.04101563,4,8,3,4,1,187.96,34,8,5
Red,Welterweight,0.000244141,0.242919922,1.167724609,8.581298828,3.748535156,0.645141602,28.83044434,0,2,8,0,3,182.88,29,-1,2,0,0.25,5.5625,50.375,13.4375,17.5625,44.9375,1,3,2,0,2,190.5,28,3,1
Blue,Welterweight,0.1875,0,1.265625,8.53125,2.890625,0.359375,67.609375,0,3,3,2,0,187.96,30,3,2,0.010025024,0.046933174,2.383088112,21.3475771,8.644622803,0.077683449,175.8468771,1,5,6,6,3,185.42,35,2,6
Red,Featherweight,0,0.9375,2.71875,30.09375,2.84375,5.8125,137.71875,0,4,1,0,3,182.88,24,4,2,0.875,0.125,0.625,17,2.875,3.375,16.125,0,3,1,3,0,177.8,29,-1,0
Red,Bantamweight,1,0.375,0.875,16,3.375,2,48.875,0,4,0,2,0,177.8,22,4,2,0.125,0.125,1,50.625,11.5,16.75,98.625,1,4,0,0,1,177.8,26,4,3
Blue,Lightweight,0.5,0.5,4.15625,17.6875,3.8125,7.90625,258.09375,0,3,2,1,0,180.34,33,1,3,0,1.375,1.125,2.625,1.125,0,88.375,0,3,1,0,3,185.42,24,3,0
Blue,LightHeavyweight,0.5625,0.0625,0.0625,19.0625,14.75,1,59.6875,0,2,2,2,0,190.5,36,2,1,0.004516602,0,4.426940918,29.38677979,8.508056641,8.87109375,193.8396606,4,5,3,5,0,190.5,33,5,7
Blue,Welterweight,0,0.587280273,5.357055664,8.920959473,3.036193848,0.664306641,128.947998,1,5,4,1,6,182.88,35,5,4,4.58E-05,1.016220093,7.019821167,41.12944031,7.465515137,3.610610962,411.0067902,1,8,3,1,3,187.96,34,8,10
Blue,Lightweight,0.0078125,0.62109375,5.00390625,95.82421875,12.203125,3.828125,143.296875,0,4,3,1,1,177.8,31,4,3,0.0703125,1.136535645,5.591323853,25.00804138,8.058242798,2.156280518,236.5414124,0,3,6,1,3,180.34,29,-1,7
Red,LightHeavyweight,0.25,0.015625,0.557617188,7.530273438,0.568359375,0.553710938,17.25390625,1,2,4,3,0,187.96,42,1,4,0.142578125,0.00390625,2.662109375,9.48828125,2.923828125,7.15625,140.3046875,1,5,3,3,0,187.96,29,5,4
Red,Lightweight,0.001953125,1.646484375,4.000976563,22.61132813,5.138427734,6.499511719,188.2714844,0,4,4,2,3,172.72,29,-1,4,0.0078125,0.65625,3.82421875,60.69921875,34.47265625,9.21875,183.4921875,0,3,3,1,1,182.88,28,1,4
Red,Heavyweight,0.5,0.25,4.375,12.125,2.5,0,125.75,0,1,2,1,0,198.12,31,-1,1,0.079589844,0.76171875,1.686279297,7.080078125,2.305664063,3.880615234,50.35205078,1,4,5,5,3,193.04,33,4,0
Red,Middleweight,0.062774658,0.003967285,7.994506836,44.81286621,8.498718262,7.444519043,228.6894531,1,4,4,8,0,190.5,33,4,5,0.252502441,0.781982422,0.004577637,9.638549805,1.54699707,2.837890625,25.5859375,4,3,6,7,2,187.96,35,3,0
Blue,Featherweight,0,0.599609375,4.88671875,21.24023438,4.96484375,4.923828125,128.9707031,0,4,4,1,1,172.72,28,1,4,1.0625,0,3.1875,24.4375,10.5625,19,199.125,0,1,2,0,0,170.18,30,1,3
Blue,Lightweight,0.75,0.75,4.5,33.25,13.875,2,132,0,2,2,1,1,180.34,28,-1,0,0.599197388,7.63E-06,0.262947083,13.37981415,3.889816284,0.677345276,23.39579773,0,5,7,6,0,180.34,29,1,4
Red,Lightweight,0.062744141,0.7421875,2.688720703,22.94287109,0.639892578,0.515625,75.15405273,0,3,4,2,7,180.34,28,3,0,0.068359375,1.251220703,3.46875,9.552246094,5.100830078,4.097412109,72.35131836,0,7,3,2,4,180.34,29,2,4
Blue,Middleweight,0.4375,0.1875,1.3125,37.375,4.4375,0.4375,30.6875,0,4,1,1,0,185.42,33,-1,3,0.25390625,0.546875,6.474609375,19.546875,12.86914063,13.43945313,69.64453125,0,4,3,3,0,187.96,31,1,4
Blue,Heavyweight,0.32421875,0.03125,1.34765625,22.1953125,0.5234375,1.65625,140.8007813,2,7,1,7,0,195.58,30,7,1,0.99609375,0,0.375,39.4765625,11.84765625,0.765625,18.55078125,2,9,0,7,0,195.58,28,9,2
Red,Middleweight,0.093994141,0.642089844,0.133056641,19.38476563,2.963623047,1.662597656,133.5720215,0,4,4,4,3,190.5,28,-1,1,0.05078125,0.010803223,4.224182129,22.44232178,2.524475098,0.77545166,268.5697632,1,4,4,4,0,190.5,31,4,6
Red,Heavyweight,1.03125,0.125,0,20,1.96875,6.34375,24.125,0,5,1,4,0,208.28,34,5,1,0.53125,0.25,0.5625,10.765625,2.46875,1.09375,93.09375,1,2,3,4,0,185.42,36,2,0
Red,Welterweight,0,0.125,8.21875,14.78125,4.125,3.46875,251.125,0,2,3,0,1,182.88,31,1,2,0.5,2.9375,1.75,7.25,3.3125,2.1875,120.6875,0,2,2,0,2,190.5,24,1,1
Red,Featherweight,0,0.5,5.375,19.625,4.125,1.125,173.375,1,1,2,1,0,187.96,27,1,1,0,0.875,3.4375,32.1875,1.6875,8.625,206.4375,0,4,1,0,2,182.88,23,4,2
Red,Welterweight,0.5625,0.375,2.125,15.0625,4.1875,0.5625,94.25,0,4,1,1,2,190.5,31,-1,1,0.515625,0.03125,4.486328125,16.72070313,3.578125,4.51953125,246.25,0,3,3,2,1,180.34,32,1,4
Blue,Lightweight,0,0,4.4453125,28.7109375,11.46875,5.703125,123.375,1,3,3,0,0,175.26,28,3,4,0.0625,0.3984375,4.9453125,12.6796875,2.95703125,1.578125,63.9921875,0,7,2,1,4,180.34,35,7,2
Blue,LightHeavyweight,0.921875,0.21875,0.75,31.5625,4.3125,10.46875,36.8125,0,5,1,3,2,200.66,25,1,1,0.671875,0.2578125,6.15625,48.77734375,7.0078125,7.09375,486.4375,3,2,4,5,0,193.04,31,-1,0
Blue,Welterweight,0,0.625,2.9375,32.3125,2.0625,2.6875,267,0,3,1,2,1,193.04,23,1,1,0.128909111,0.260932922,2.968930244,46.39384747,7.10724926,0.746524811,107.5117893,11,3,9,6,4,177.8,33,3,1
Blue,Welterweight,0.13671875,0.375244141,5.346679688,24.33569336,11.55908203,8.040283203,151.621582,0,3,5,5,1,190.5,31,1,2,0.094238281,0.204589844,1.232421875,12.98242188,2.875,2.094726563,64.0480957,0,5,3,5,2,195.58,33,5,3
Red,Lightweight,0.132843018,1.430053711,1.571411133,71.45623779,15.89355469,4.489868164,113.6236572,1,5,5,1,8,193.04,27,5,2,0.125,1.375,2.3125,35.125,18.5,12.6875,128.25,2,5,0,0,0,177.8,29,5,5
Red,Featherweight,0,0.0625,0.125,73.75,21.125,4.125,30.4375,0,1,3,0,0,177.8,29,-2,2,0.165161133,0.03515625,3.704956055,22.57214355,11.04187012,14.54980469,40.15661621,0,4,5,3,2,177.8,33,-1,4
Red,Lightweight,0.126220703,0.501464844,4.895019531,20.1484375,9.228759766,9.49206543,120.9862061,0,2,7,3,0,180.34,26,-1,3,0.521240234,0.128723145,1.800842285,24.86444092,7.587341309,6.646240234,44.46746826,0,6,6,4,2,185.42,36,-2,3
Blue,Lightweight,0.25,0,0,16.125,9.25,9.625,2.5,0,2,2,1,0,172.72,27,2,1,0.1640625,0.03125,4.162109375,25.32373047,18.11303711,12.65942383,128.5957031,0,2,6,1,0,177.8,28,1,6
Red,Middleweight,0.156494141,0,0.011962891,7.662841797,4.740722656,1.531494141,3.343261719,0,3,7,4,0,182.88,31,-1,2,0.024414063,0.1328125,1.467285156,14.16943359,9.037597656,8.912109375,56.54052734,2,4,8,2,0,190.5,32,-4,2
Blue,Featherweight,0.125,0.375,1.625,10.25,6.75,3.625,7.875,0,2,2,1,1,185.42,29,2,0,0.125,0.03125,0.25,55.96875,8.8125,1.6875,33.75,1,3,3,1,1,172.72,30,3,1
Red,Welterweight,0.571350098,0.537780762,3.440856934,23.32611084,6.10949707,0.09552002,104.6920166,0,4,4,2,5,182.88,30,4,4,0.34765625,0.046875,4.2890625,21.90234375,3.2734375,11.83203125,109.640625,0,4,1,4,0,175.26,29,4,4
Red,Welterweight,0.375,0.4375,0.3125,32.96875,17.0625,37.15625,33.4375,1,5,1,3,0,190.5,28,-1,2,0.110366821,0.849853516,6.292533875,53.33635712,15.70632935,17.50682831,343.9373932,11,9,2,5,2,193.04,31,2,9
Blue,Lightweight,0.3125,0.291015625,9.794921875,13.1953125,1.16796875,17.15820313,238.9257813,0,3,4,1,2,177.8,28,-2,3,0,0.390625,9.02734375,32.4140625,5.838867188,13.12207031,533.7226563,0,3,4,0,4,190.5,31,-1,3
Red,Lightweight,0.134765625,0.271484375,4.275390625,28.56445313,16.96484375,8.603515625,256.5410156,1,2,5,1,2,177.8,32,2,2,0.0625,0,0.3125,19.5,7.3125,1.5,27,0,1,3,2,0,177.8,34,-1,0
Red,Welterweight,0.0703125,0.8828125,2.515625,7.7890625,2.0625,1.1171875,97.8203125,0,2,4,1,1,187.96,31,1,2,0.25,0.03515625,2.00390625,12.76171875,1.3984375,6.2890625,103.9765625,0,3,3,1,0,193.04,30,2,5
Red,Welterweight,0.015625,0.5546875,5.43359375,20.90625,21.93554688,7.30078125,232.1386719,0,6,3,1,1,180.34,28,-1,5,0,0.174560547,5.714111328,13.84191895,5.072387695,1.328613281,122.8959961,1,5,4,1,5,182.88,34,5,4
Red,LightHeavyweight,0.125488281,0.854614258,5.098266602,21.0637207,12.79821777,5.141479492,541.3181152,1,3,6,2,2,200.66,35,-1,4,1.206970215,0.188720703,0.067138672,16.03771973,5.510925293,2.317687988,24.91986084,11,15,0,10,3,195.58,37,15,2
Blue,Middleweight,0,0.625,1.125,18.15625,5.0625,12.03125,81.21875,0,2,2,0,1,190.5,25,2,2,0.4140625,0,0.2890625,13.484375,1.65625,3.84375,24,0,3,4,3,0,195.58,31,-1,1
Blue,Welterweight,0.03125,0.0625,6.97265625,25.44140625,6.15625,8.0390625,423.5,0,3,3,1,1,180.34,32,1,4,0.50390625,0.1328125,10.28125,29.0078125,10.84570313,10.90625,424.5390625,0,3,3,2,0,185.42,38,3,5
Red,Lightweight,0.0625,0.25,6.9375,24.375,3.25,4.8125,319.125,0,1,3,1,0,182.88,33,1,1,0,1.4453125,3.34375,5.6953125,1.6640625,0.8671875,317.6484375,0,5,3,0,0,180.34,32,-2,5
Red,Lightweight,0,0,7.3125,21.375,7.625,12.8125,274.1875,0,3,1,1,0,180.34,33,1,3,0.625,0,1.375,28.3125,13,12.75,80.0625,1,2,2,1,0,185.42,26,-1,2
Red,Welterweight,0,0.5078125,3.7890625,26.69921875,14.9296875,16.23046875,105.140625,1,2,3,1,1,190.5,32,1,4,0.51171875,0.375,1.6953125,21.82421875,2.3203125,2.36328125,54.609375,1,4,4,2,0,187.96,30,4,3
Red,LightHeavyweight,0.505004883,0.563964844,0.009155273,11.27709961,0.093994141,0.67578125,45.171875,3,3,5,7,2,187.96,35,3,0,0.313476563,0.595703125,2.557617188,41.45605469,13.984375,16.62304688,118.8173828,4,7,1,3,4,213.36,25,3,3
Red,Lightweight,0.015625,1.2421875,2.0078125,59.6484375,3.40625,0.65625,178.59375,0,4,2,1,1,177.8,30,4,3,0.015625,1.3125,4.6484375,22.3984375,14.9453125,7.4375,326.984375,0,2,3,1,1,182.88,28,1,3
Red,Middleweight,0.9375,0.125,0.02734375,12.6328125,2.25,4.2734375,73.94140625,0,3,3,3,1,187.96,31,-1,2,0.125549316,0.00793457,2.989013672,43.62573242,9.997436523,3.889038086,185.3789063,1,4,4,8,0,190.5,33,4,4
Red,Welterweight,0,0,5.875,4.0625,4.4375,1.28125,326.625,0,2,3,0,0,177.8,31,1,4,0.0625,0.75,4.625,14.375,6.5625,5.25,171.1875,0,3,2,1,2,193.04,32,3,0
Red,Lightweight,0.25,0.2734375,11.26708984,39.85791016,15.87060547,14.54980469,108.7270508,5,5,3,2,1,172.72,30,3,6,0.25,1.75,3.625,37.25,23,8.375,249.5,1,4,0,0,0,177.8,28,4,4
Red,Lightweight,0.198394775,1.53E-05,0.525894165,18.7596283,5.779632568,1.354690552,42.79159546,0,5,6,6,0,180.34,29,1,4,0.25,0.15625,1.65625,34.71875,16.875,22.75,26.34375,0,4,1,1,2,185.42,29,4,2
Red,LightHeavyweight,0.28515625,0.0078125,5.32421875,16.9765625,4.84765625,10.3125,280.609375,1,5,2,3,0,187.96,29,5,4,0.319335938,0.136230469,1.063476563,8.650390625,3.518554688,4.819824219,43.08203125,4,8,3,3,1,187.96,34,8,5
Blue,Featherweight,0,0.125,0.25,51.5,16.25,1.25,60.875,0,1,3,0,0,177.8,29,-2,1,0.313476563,0.625,2.88671875,29.18652344,7.595703125,12.25585938,98.25878906,0,2,4,1,5,185.42,28,2,1
Red,Welterweight,0.265625,0.5234375,0.625,9.2734375,1.515625,2.703125,86.609375,1,2,4,2,2,190.5,30,-1,0,0.188476563,0.409179688,1.46484375,7.96484375,4.75,4.189453125,115.0961914,0,5,3,4,2,195.58,33,5,3
Red,LightHeavyweight,0.101928711,0.000244141,1.180786133,7.23449707,6.009643555,13.37878418,237.3737793,0,4,6,4,1,198.12,34,4,3,0.34375,0.515625,5.3125,46.5546875,5.015625,6.1875,286.875,3,2,4,4,0,193.04,30,-1,0
Red,Featherweight,0,0.96875,4.90625,23.5,4.125,1.25,231.15625,0,1,5,0,0,172.72,36,-4,1,0,0.1875,12.390625,12.71875,3.96875,4.453125,167.59375,1,2,5,0,2,170.18,31,-1,0
Red,LightHeavyweight,0,0,2.96875,26.203125,9.09375,6.625,83.390625,0,2,4,2,0,190.5,30,2,1,0.25,0.125,1.75,13.875,0.5,1.375,126.125,0,2,1,3,0,190.5,30,1,0
Blue,Middleweight,0,0.375,4.375,27.5,5.375,3.375,158.75,0,4,0,0,2,198.12,28,4,2,0.15625,0.2578125,7.1640625,19.34765625,12.4921875,5.1875,288.0273438,0,4,2,4,0,180.34,34,-1,3
Red,Lightweight,0,0.25,1,31.875,21.125,18,16.5,0,1,2,0,0,190.5,32,-1,2,0.625,0.58203125,2.58984375,7.390625,2.3359375,2.31640625,72.8515625,0,3,4,1,2,177.8,27,-2,2
Blue,Welterweight,0,0.349121094,8.428222656,26.68383789,10.14477539,2.657226563,204.7919922,1,5,4,0,5,182.88,34,5,4,0.5,0.0703125,4.0078125,18.5234375,2.796875,11.578125,207.953125,0,3,2,1,0,193.04,30,2,5
Red,Middleweight,0,0.375,6.59765625,27.64257813,10.86914063,5.615234375,567.8398438,1,3,4,0,1,185.42,35,-1,5,1.41394043,0.377441406,0.134277344,21.07543945,7.021850586,4.635375977,30.83972168,10,14,0,9,3,195.58,37,14,2
Red,LightHeavyweight,0.125000477,0.414079666,1.397070289,7.059161395,2.259195238,0.854524851,56.37097096,10,6,11,7,2,187.96,37,1,5,0.000244141,0.070556641,1.913330078,14.70080566,5.044189453,7.076171875,104.4299316,3,3,5,1,2,195.58,33,3,6
Blue,Lightweight,0.125,0.5,6.875,28.75,3.5,1.625,159.25,0,1,3,1,0,182.88,32,1,0,0,0.375,2.5,17.375,1.625,3,68.75,1,0,4,0,0,182.88,33,-4,0
Blue,CatchWeight,0.274200439,7.63E-05,1.266159058,17.26953125,8.038406372,3.738166809,21.71157074,5,7,5,8,1,193.04,37,7,3,0.666015625,0.125,0.19140625,20.4609375,4.822265625,5.416015625,20.05859375,1,1,6,3,0,187.96,35,-1,1
Red,Heavyweight,0.125,0.25,9,14.875,3.5,0,461.375,0,4,0,1,0,185.42,35,4,2,0,0,1.25,28.625,12.5,12.0625,62.3125,0,2,2,2,0,195.58,34,-1,1
Red,Lightweight,0.000976563,2.286010742,8.251708984,6.555419922,3.594909668,3.982177734,291.102478,0,4,6,1,4,177.8,30,1,4,1.252929688,0.303710938,6.458984375,38.04882813,5.426757813,1.328125,107.3701172,2,8,3,1,0,177.8,33,-1,7
Red,Lightweight,0.008178711,0.265899658,1.068969727,9.393432617,6.934661865,8.401519775,30.55374146,0,3,7,2,2,172.72,36,2,4,0.328125,0.0625,0.32421875,22.64746094,16.22607422,9.318847656,25.19140625,0,2,6,1,0,177.8,28,1,5
Blue,Middleweight,0,1.25,2.25,17.3125,6.125,13.0625,114.4375,0,2,2,0,1,190.5,25,2,2,0,0.25,7.4375,19.5625,6.25,4.9375,345.25,0,2,2,0,1,182.88,30,1,2
Red,Welterweight,0.000976563,0.971679688,1.670898438,24.32519531,5.994140625,2.580566406,66.32177734,0,2,6,0,3,182.88,29,-1,2,0.53125,0.3125,2.40625,8.2421875,3.9921875,3.1015625,59.09375,0,3,3,1,2,187.96,36,-1,2
Blue,Featherweight,0.1875,0.125,0.75,8.875,1.5,1.625,83.5625,0,1,4,0,0,177.8,30,-1,1,0.5,0.09375,1.71875,37,12.21875,14.5625,33.5,0,1,4,0,1,172.72,32,-1,1
Blue,Welterweight,0.142700195,1.075561523,5.881713867,36.65222168,9.218994141,0.191040039,180.3840332,0,4,4,1,5,182.88,30,4,4,0.921875,0.046875,4.75,26.75,6.328125,4.71875,87.25,0,6,1,3,0,180.34,27,-1,2
Red,Heavyweight,0.179748535,0.545349121,3.264442444,9.344497681,6.484584808,2.443939209,182.2104073,4,4,5,3,8,200.66,33,2,2,0.9921875,0,0.75,34.953125,8.6953125,1.53125,19.1015625,1,8,0,6,0,195.58,28,8,2
Red,Welterweight,0.015625,0,1,35.96875,16.59375,3.296875,42.34375,0,2,3,1,0,177.8,33,2,3,0.0234375,0.75,1.390625,28.6484375,3.640625,2.7265625,21.21875,1,4,4,1,0,187.96,30,4,3
Red,Lightweight,0.252441406,1.002929688,6.790039063,16.296875,7.457519531,7.984130859,240.9724121,0,2,6,3,0,180.34,25,-1,3,0.5,0.3125,0.3125,34.4375,13.75,13.5,21.6875,0,4,1,1,2,185.42,29,4,1
Blue,Middleweight,0.125,0.90625,2.71875,17.8125,1.875,2.5,229.625,0,2,3,0,1,187.96,29,2,2,0,0.305419922,2.0234375,0.367675781,1.302246094,0.556152344,34.25146484,0,2,7,2,4,203.2,36,2,0
Blue,Middleweight,0.187988281,0.284179688,0.266113281,19.76953125,4.927246094,3.325195313,133.144043,0,3,4,3,3,190.5,28,-1,1,0.25,1.03125,1.48828125,11.86328125,1.78125,5.7578125,96.29296875,0,3,2,0,5,180.34,32,1,2
Red,Lightweight,0.13671875,2.502441406,1.9375,8.104492188,3.201660156,1.194824219,69.70263672,0,7,2,2,4,180.34,28,2,4,0.265686035,0.860107422,2.142822266,113.9124756,20.78710938,2.979736328,70.24731445,1,5,5,1,7,193.04,27,5,2
Blue,Welterweight,0.6953125,0.09375,2.578125,11.8046875,4.546875,2.6640625,68.28125,0,4,1,4,0,175.26,28,4,3,0.020050049,0.093866348,2.766176224,19.69515419,7.289245605,0.155366898,145.6937542,1,5,5,6,3,185.42,34,2,6
Red,LightHeavyweight,0.009033203,0,4.853881836,42.77355957,4.016113281,1.7421875,378.6793213,3,5,2,5,0,190.5,32,5,7,0.626953125,1.19140625,3.115234375,14.91210938,8.96875,15.24609375,177.6347656,3,6,1,3,4,213.36,24,3,2
Red,Lightweight,0.21875,2.125,0.96875,11.78125,1.5625,4.1875,119.40625,1,2,3,1,0,180.34,26,2,2,0.26953125,0.54296875,3.55078125,33.12890625,6.9296875,1.20703125,179.0820313,1,2,5,1,2,177.8,32,2,1
Red,Middleweight,0.312988281,0,0.023925781,10.32568359,7.481445313,3.062988281,6.686523438,0,3,6,4,0,182.88,30,-1,2,0.875,0.25,0.0546875,11.265625,3.5,5.546875,71.8828125,0,3,3,2,1,187.96,31,-1,2
Red,LightHeavyweight,0.1328125,0.5390625,1.6875,23.2421875,8.90625,3.171875,399.8828125,0,4,3,5,0,187.96,29,4,0,0.84375,0.4375,0.5,13.125,1.625,1.9375,34.625,0,4,1,3,2,200.66,25,1,0
Blue,Welterweight,0.285400391,1.151123047,4.763427734,39.30444336,5.437988281,0.382080078,211.7680664,0,4,4,1,4,182.88,29,4,4,0.670959473,0.500854492,1.039306641,23.60604858,3.198455811,8.930267334,63.84292603,1,7,5,6,1,177.8,28,-1,3
Blue,LightHeavyweight,0.5703125,0.015625,1.6484375,6.953125,0.6953125,1.625,34.21875,1,5,2,3,0,187.96,28,5,3,0.15625,0,0.818359375,14.09570313,9.015625,4.40234375,53.97070313,4,3,3,3,0,185.42,33,3,4
Blue,Middleweight,0.015625,1.1875,6.8984375,20.1875,8.4765625,4.7578125,257.578125,0,2,3,2,0,187.96,31,1,3,0.203125,0.043212891,2.896728516,17.76928711,4.097900391,0.101806641,177.2790527,1,4,3,3,0,190.5,30,4,6
Blue,Welterweight,0.84375,0.09375,1.5,9.5,2.65625,1.4375,72.5,0,5,1,3,0,180.34,26,-1,1,0.047851563,0.127288818,12.40057373,35.50762939,8.002838135,1.5859375,231.7874451,2,6,4,5,0,182.88,30,6,7
