"Winner","B_avg_SUB_ATT","B_avg_TD_att","B_avg_HEAD_landed","B_avg_BODY_landed","B_avg_LEG_landed","B_avg_GROUND_landed","B_avg_CTRL_time.seconds.","B_age","R_avg_SUB_ATT","R_avg_TD_att","R_avg_HEAD_landed","R_avg_BODY_landed","R_avg_LEG_landed","R_avg_GROUND_landed","R_avg_CTRL_time.seconds.","R_age"
"Blue",0.75,2,26.09375,3.625,11.28125,7.25,173.90625,31,0,2.8984375,9.5546875,4.1171875,9.4296875,3.1171875,62.515625,27
"Red",0,1.75,26.8125,12.625,22.3125,0.5,23.4375,29,1.070655346,1.880967617,4.598031521,2.103155613,3.165769577,0.799693108,64.06139374,29
"Blue",0.125,0.5,9,3.875,3.5,3,11.375,30,0.005859375,1.345703125,31.85522461,5.11328125,13.07641602,8.640869141,138.5695801,36
"Red",0.53125,1.625,37.5,6.96875,13.90625,3.78125,52.625,29,0.016113281,0.293457031,37.91308594,7.263183594,5.413085938,6.19140625,22.0390625,32
"Red",0.0625,1.375,35.0625,6.4375,8.125,6.75,144.25,33,0.033206463,0.398591042,18.09221113,8.375775218,24.61691511,2.31181252,50.91735518,35
"Red",0.0703125,0.296875,28.39697266,8.790527344,2.317871094,3.638183594,31.765625,31,1.125,6.9375,18.25,0.875,1.4375,12.0625,376.3125,32
"Blue",1.5,9.125,63.125,10.0625,12.125,22.5,321.1875,30,0.0234375,1.327392578,15.42211914,0.461181641,2.715576172,10.7019043,65.80786133,33
"Red",0.001708984,3.912109375,62.92626953,9.807128906,7.191162109,15.39746094,261.2407227,31,0.137466431,4.215293884,38.71450043,28.89831543,31.83299255,12.85370636,150.9673233,31
"Blue",0.323242188,3.736328125,6.203125,4.422851563,1.110351563,2.03125,122.5791016,31,0.532104492,0.609985352,14.03118896,7.119262695,8.957336426,3.760070801,102.8309326,34
"Blue",0,14.57763672,39.31591797,6.637207031,2.063964844,11.39208984,420.8061523,29,0.50390625,2.63671875,17.25976563,4.525390625,5,9.6015625,141.4101563,35
"Blue",1.141310692,2.761935234,9.196063042,4.206311226,6.331539154,1.599386215,81.12278748,29,0.611200342,2.172260046,12.0127453,4.362778479,4.333245067,4.583371973,50.63216668,35
"Blue",0.01953125,1.875,22.99707031,8.095703125,5.936523438,0.842773438,6.618164063,31,0.263183594,6.986816406,83.37573242,5.9609375,0.775634766,56.15795898,576.8474121,26
"Blue",0,4.875,24.875,13.5,12.25,1.25,203.75,30,0.00390625,4.14453125,44.87109375,29.56640625,17.5859375,9.125,152.6132813,32
"Red",0.640625,0.4609375,14.34765625,3.89453125,7.189453125,1.8671875,39.640625,28,0.000244141,0.625267029,18.99336243,16.0331459,7.665245056,1.443725586,9.597576141,32
"Red",0.005371094,0.454101563,37.38183594,3.965332031,3.190917969,0.729492188,11.43164063,25,0.21875,1.2421875,22.078125,6.0078125,2.2265625,1.6640625,28.8125,31
"Blue",0.5,2.375,20.625,2.75,4.75,15.15625,103.0625,30,1.125,3.125,31.5625,4.8125,1.0625,12.1875,93.3125,30
"Blue",0.6640625,0.4375,15.734375,7.27734375,4.6640625,0.6796875,87.86328125,34,0.14453125,8.033203125,18.94921875,17.33398438,6.462890625,11.41796875,411.5625,37
"Blue",0.421875,0.896484375,8.001953125,0.9765625,0.55078125,2.986328125,91.03515625,30,0.352783203,1.966064453,13.9309082,4.230224609,0.865722656,5.010742188,99.09350586,30
"Blue",0.0546875,1.94140625,13.52734375,4.6484375,5.375,1.32421875,40.70703125,32,0.599609375,4.3671875,10.796875,6.40625,2.23828125,2.568359375,185.765625,29
"Blue",0.25,2.32925415,49.13897705,17.8163147,7.7578125,21.7767334,215.9520264,34,0.064453125,1.240234375,9.78515625,9.634765625,3.6796875,0.005859375,14.45117188,38
"Red",0.5,7,28,8.1875,0.6875,7.125,255,31,0,1.5234375,34.90234375,26.96484375,15.109375,2.35546875,188.7382813,30
"Red",0.734375,0.578125,24.0625,6.453125,1.578125,1.28125,13.921875,27,0.149414063,0.285217285,102.3275299,27.15942383,4.798957825,18.514534,73.16144562,27
"Blue",0.125,0.3125,7.125,1.78125,1.125,3.3125,20.78125,29,0,0.91015625,15.359375,6.171875,4.1640625,6.19140625,68.83203125,32
"Blue",1.216796875,0.47265625,35.8515625,2.4296875,2.49609375,9.6875,183.90625,28,0.78515625,3.181640625,23.8046875,2.232421875,0.974609375,8.587890625,160.3027344,24
"Red",0.8125,2.375,6.625,3.25,3.1875,0.9375,61.875,27,0.002456665,1.115539551,22.78081512,6.167984009,6.949401855,1.118759155,23.35632324,37
"Blue",0.125,1.125,13.5,4,1.25,2.5,66.375,28,0,3,45.03125,4.15625,15.125,4.25,100.96875,37
"Blue",0.0390625,5.6171875,38.328125,6.8203125,11.328125,17.21875,383.1640625,31,0.188973725,5.27987045,58.78516221,33.6918081,14.43579584,6.055779338,229.1287819,34
"Red",0.09375,15.375,36.07421875,3.43359375,3.6171875,0.5390625,276.65625,34,0.7421875,3.216796875,53.39257813,14.40039063,16.24804688,11.13671875,161.1308594,32
"Blue",0.28125,0.25,9.2265625,2.5859375,0.8203125,0.4921875,9.453125,32,0,7.3125,35.390625,5.84375,2.609375,24.59375,426.046875,27
"Blue",0.171875,2.09765625,23.49609375,11.4296875,15.04296875,3.90625,36.4375,25,0.5,3.125,12.5,8,5.125,6,239.5,38
"Blue",0,1.53515625,40.08398438,4.939453125,8.435546875,6.505859375,75.5546875,32,0.156738281,3.652645111,15.05078888,6.210193634,2.34305954,9.820892334,142.0779076,31
"Red",0.586380005,5.820812225,44.97975159,12.91352844,1.362731934,3.309585571,131.7290154,34,1.069458008,2.501098633,11.37023926,12.08117676,6.875854492,1.513305664,65.32019043,36
"Blue",0.609375,0.765625,25.484375,7.5625,8.296875,11.515625,28.4375,26,0.4375,1.125,20.375,2.625,1.25,3.4375,51.3125,31
"Red",0,2.625,29.0546875,11.265625,11.328125,1.8203125,116.015625,27,0.013950385,5.729592718,17.27332633,20.49351665,8.7386536,1.419275612,98.34666356,35
"Blue",0,0.1875,18.53125,1.296875,3.90625,2.1875,16.375,34,0,2.4375,8.21875,4.59375,2.234375,2.96875,118.578125,37
"Red",0,1.989929199,23.23632813,7.055541992,3.414306641,12.0223999,43.91894531,33,0.33984375,1.524414063,25.94970703,2.841796875,5.013671875,5.002441406,74.0078125,39
"Blue",0.581054688,5.51171875,25.37597656,11.77929688,0.583007813,8.890625,128.5419922,38,1.270263672,9.672607422,19.03027344,5.764404297,3.752685547,4.704589844,307.1030273,34
"Red",0.000976563,5.126953125,39.37304688,6.344726563,3.487304688,5.368164063,133.2568359,37,0.21875,0.875,13.59375,3.5,1.15625,0.59375,24.53125,31
"Red",1.514793396,0.928733826,20.62794113,3.967889786,2.320407867,5.616699219,99.61439705,38,0,0.090087891,37.55566406,9.538574219,11.6081543,0.944335938,4.646484375,33
"Blue",0.28515625,1.03515625,35.6171875,1.43359375,1.73046875,4.0859375,53.640625,27,0,1.390625,7.86328125,3.77734375,4.5390625,2.078125,48.453125,37
"Blue",0.157226563,8.978759766,20.82958984,11.20092773,20.84204102,1.998535156,178.9567871,33,0.25,6.39453125,9.8046875,2.83984375,0.63671875,1.40234375,195.3476563,31
"Red",0,3.1875,35.375,13.59375,23.625,0.78125,62.25,32,0.0625,1.903404236,30.63112259,19.59674072,9.118026733,3.262294769,50.08710098,32
"Blue",0.0234375,0.73828125,16.4453125,0.91796875,1.85546875,0.9921875,11.04296875,30,0,0.125,21,7.875,4,0.5,14.75,29
"Red",2.034301758,0.676879883,18.7364502,7.798950195,2.914428711,4.689453125,94.609375,31,1.546142578,0.684692383,61.27648926,13.32507324,17.3449707,8.153930664,7.377929688,34
"Red",0,1.75,53.5,13.25,11.875,11,98.5,29,0,1.979858398,15.47265625,8.111083984,4.828613281,7.044799805,44.83789063,33
"Red",0,0.388671875,44.5859375,11.56054688,11.51367188,3.29296875,56.12695313,30,0.642578125,12.48828125,98.11132813,5.99609375,3.931640625,47.09179688,591.3867188,30
"Red",0.375,11.21875,16.0625,3.4375,2.1875,11.90625,654.84375,35,0.09375,7.4375,42,15.5,7.84375,22.46875,458.34375,35
"Blue",1.43359375,0.9453125,38.703125,3.859375,2.9921875,3.375,152.8125,28,0.01171875,4.359375,8.1875,13.3984375,2.1015625,4.0859375,253,35
"Blue",0.516210556,4.163951874,23.59300804,15.76949692,6.788988113,2.108070374,79.72458076,34,1.130092621,7.654136658,8.965034485,6.689167023,1.423156738,7.806957245,498.739727,39
"Blue",0.126953125,0.001953125,17.34570313,1.5234375,0.34375,1.8359375,6.490234375,42,0.001953125,0.28125,25.26690674,3.526977539,8.508850098,0.192565918,28.92687988,32
"Red",0.281856537,3.550785065,35.45685959,4.242385864,0.928543091,2.084850311,130.3118134,36,0.625610352,2.243865967,22.16946411,14.81976318,1.864990234,4.641418457,149.4631195,40
"Red",0,4,30,11.375,0.375,5.25,157,31,0.5,3.658508301,33.2779541,10.63262939,5.515625,30.5534668,319.9040527,34
"Red",0.010131836,0.032531738,12.40344238,6.678649902,1.626098633,1.802185059,3.979309082,35,0.037109375,0.896484375,43.66796875,10.33007813,1.572265625,0.623046875,26.38476563,36
"Red",0.125,1.939453125,17.23144531,4.014648438,13.65625,2.397460938,62.22265625,40,1.60238266,8.174594879,13.30730629,1.581283569,9.263391495,2.702072144,321.8127041,37
"Red",0.03125,1.625,6.75,6.84375,6.5,4.5,83.125,34,0.00390625,9.0390625,24.5,4.982421875,5.751953125,6.291015625,184.2832031,31
"Blue",0.25,3.9375,9.75,2.875,4.4375,1.5,121.1875,37,3.25e-05,3.531631529,27.18550619,11.5351823,12.50923789,0.631140709,105.0721503,39
"Red",0.2265625,1.31640625,17.3359375,9.44921875,6.06640625,3.07421875,101.359375,26,0.1328125,4.61328125,55.578125,10.109375,5.53515625,2.97265625,161.3164063,35
"Blue",0.890625,2.28125,13.578125,4.609375,2.984375,1.9375,58.3125,41,6.1e-05,0.009552002,18.72900391,3.763244629,3.622924805,0.675628662,4.503417969,44
"Red",0,2,41.875,11.375,6.5,0.375,47.875,28,0,0.234375,9.15625,1.6875,2.796875,1.65625,11.421875,30
"Red",0,1.58203125,36.83789063,19.62817383,6.498046875,0.338378906,11.75463867,33,0,1.96875,15.90625,6.8125,7.8125,1.03125,35.0625,29
"Red",0.8125,2.53125,11.21875,2.53125,2.90625,6.3125,102.15625,28,0,0.75,17.125,0.875,2.125,0.375,36.25,33
"Red",0,0.46875,23.03125,3.3125,9.03125,3.65625,43.78125,25,0.25,0.65234375,33.42578125,13.64355469,4.4765625,8.307617188,72.96679688,36
"Red",0.03125,1.03125,36.90625,12.78125,1.59375,7.9375,42.046875,29,0.222400684,3.344520092,13.0254906,6.725556958,6.666490134,2.166743945,82.26433336,35
"Red",0.25,2.453125,12.421875,11.046875,9.4375,0.4453125,174.921875,27,1.31640625,7.7109375,48.1015625,4.22265625,2.43359375,8.02734375,356.4609375,32
"Blue",0.53125,0.140625,30.4375,6.28125,8.171875,4.609375,65.75,29,0.007818222,1.279876709,8.271209717,1.98661232,0.44613266,0.882850647,32.03384399,33
"Red",0.00390625,8.009765625,52.05273438,5.361328125,9.232421875,2.880859375,104.078125,28,0.125,0.806808472,30.26224518,17.19348145,6.236053467,0.524589539,10.17420197,32
"Red",0.125,0.5,40.625,8.125,1.5,10.625,95.5,32,1.650390625,4.493652344,7.326416016,8.999633789,2.718994141,8.216186523,379.0151367,33
"Red",0.375,4.0625,14.96875,6.125,5.34375,9,177.84375,37,2.125,1.625,8.25,0,0.25,5.375,201.875,26
"Red",0.640625,0.4609375,14.3671875,4.7265625,4.0546875,3.96875,89.8671875,33,0.00390625,3.779296875,52.40429688,19.94140625,9.685546875,4.076171875,50.18554688,29
"Red",0,1.140625,23.921875,3.921875,3.078125,1.375,14.1875,27,0.272338867,3.384887695,32.87158203,6.802246094,10.55822754,14.93798828,133.0991211,32
"Blue",0.0625,1.25,61,11.9375,26.8125,0.5625,24.25,29,0.031311035,0.744445801,43.58837891,18.97943115,13.69549561,2.686767578,37.55230713,34
"Red",0.375,5,23.875,2.625,0.375,7.375,356.625,26,0.484375,2.43359375,28.78515625,12.80078125,9.49609375,1.2734375,51.26171875,31
"Blue",0.3125,2.0625,12.6875,3.1875,0.125,9,257.375,26,0.0625,3.25,13.5,10.6875,9,9,166.25,34
"Blue",0.254695892,4.251935959,96.54804039,13.33324242,7.076038361,5.561876297,125.4085522,29,0,3.28125,68.3125,22.65625,4.015625,2.53125,55.8125,34
"Red",0.031402677,0.189568788,27.0070281,5.676771775,9.658599369,4.846048124,21.70062172,32,0.032226563,0.586914063,54.82617188,11.52636719,5.826171875,0.3828125,20.078125,31
"Red",0.5625,0.1875,20.3125,2.875,5.0625,0.625,9,27,0.75,4.1875,28.6328125,4.2265625,9.6484375,11.953125,261.0703125,28
"Red",0,0.223380208,21.77784288,16.95799971,10.8055985,0.030557632,8.569601059,33,0,0.15625,17.1114502,15.50805664,15.07873535,0.51965332,14.26611328,33
"Blue",0.046875,1.4765625,11.890625,1.8359375,1.7109375,1.984375,21.0859375,29,0.00491333,2.231079102,45.56163025,11.33596802,10.89880371,2.237518311,46.71264648,36
"Blue",0,10.15527344,39.63183594,5.274414063,3.127929688,10.78417969,393.6123047,28,0.633544922,2.227172852,18.39868164,2.923828125,0.375244141,6.978027344,114.9239502,38
"Red",0.130472183,2.031751633,13.68672752,7.577718735,10.66137314,2.047710419,61.3375206,30,0.5,1.84375,39.84375,8.6875,13.1875,18.1875,300.8125,32
"Blue",0.046875,2.654785156,14.84423828,0.922363281,4.431152344,6.403808594,105.6157227,33,0.00390625,2.33203125,24.13085938,7.3515625,0.935546875,11.59375,215.5234375,29
"Blue",0,6.25,50.25,9.125,11.25,44,435.375,29,1.17276001,5.641624451,23.95950317,10.82705688,1.725463867,6.619171143,204.4580307,34
"Blue",1.625,3.0625,13.4375,4.0625,3.8125,3.625,100.3125,28,0.125,0.96875,31.9375,4.59375,4.78125,17.65625,317.34375,28
"Red",0.0625,0.5625,15.875,3.1875,4.625,6.9375,28.3125,31,0.078125,6.203125,30.984375,12.640625,12.828125,8.03125,96.0625,22
"Blue",0.25,5.5,34.75,15.75,5.75,23.5,214,29,0.041809082,8.331665039,43.19110107,11.85009766,22.12908936,3.036621094,178.9984741,31
"Blue",0.0078125,2.2109375,24.8828125,6.0546875,11.53125,2.21875,51.640625,28,0,0.216796875,16.98828125,5.4375,0.446289063,1.303710938,3.799804688,34
"Blue",0.6796875,3.048828125,31.89941406,4.68359375,6.02734375,6.004882813,142.015625,39,0,7.403198242,35.56469727,5.133911133,9.404418945,18.79309082,473.8936768,35
"Red",0.4375,2.484375,32.15625,6.015625,2.453125,3.328125,57.625,31,0.01171875,0.69140625,22.71044922,6.2265625,17.15283203,0.281738281,5.139160156,35
"Blue",0,1.959716797,29.9453125,5.222167969,1.657226563,14.08959961,88.67578125,33,0.5625,0.5,11.453125,2.171875,0.640625,0.984375,18.90625,31
"Blue",0,2.25,24.109375,7.53125,9.65625,0.640625,50.03125,26,0.046875,0.130859375,20.30859375,5.669921875,3.025390625,16.47851563,173.5761719,34
"Blue",2.068603516,1.353759766,34.47290039,11.59790039,3.828857422,8.37890625,125.21875,31,0.646484375,1.47265625,8.40625,1.845703125,1.220703125,3.0625,87.15820313,30
"Red",0.109375,2.8828125,22.0546875,8.296875,3.75,2.6484375,81.4140625,31,0.28125,0.921875,16.6953125,3.7890625,8.37890625,0.734375,64.28125,28
"Red",0.625,0.75,8.25,3.5,5.375,1.875,44.75,26,0.187683105,0.31262207,8.655609131,2.679290771,2.54006958,0.639465332,26.32635498,35
"Blue",0.84375,4.75,28.0625,5.578125,2.3125,13.23046875,438.7851563,26,0.02790077,2.459185436,17.54665266,10.98703331,4.4773072,1.838551223,33.69332711,35
"Blue",0.25,3.78125,21.9375,1.65625,2.25,13.5625,216.5,27,0.138916016,1.002197266,14.74047852,3.162353516,8.751708984,3.026611328,76.64038086,36
"Blue",0.03515625,6.8828125,46.015625,5.48046875,16.33984375,4.2578125,337.34375,30,0.37794745,4.559740901,63.57032442,30.38361621,14.87159169,9.111558676,324.2575638,33
"Blue",0,10.625,38.78125,6.6875,5.21875,27.1875,387.09375,27,0.0625,0.697998047,6.770263672,5.803466797,2.520019531,0.489501953,50.81396484,38
"Red",0,5.17578125,21.65429688,9.0546875,11.43554688,4.3125,109.8476563,41,0,0.082519531,43.63720703,14.39794922,5.443359375,9.0234375,64.80664063,27
"Blue",0.09375,1.953125,19.78125,3.671875,1.421875,1.96875,38.171875,29,0,5.448647976,18.13583422,5.582094193,2.24118042,0.592708588,151.7565598,38
"Blue",1.565242767,3.047740936,4.784252167,1.825244904,2.326156616,2.397544861,160.4911499,28,0.033482432,3.319581747,24.38140178,3.457612216,3.421857595,17.71135747,196.6485376,36
"Blue",0.020263672,0.065063477,17.80688477,10.3572998,3.252197266,1.604370117,7.958618164,35,0.015636444,2.559753418,12.54241943,2.97322464,0.89226532,1.765701294,24.06768799,33
"Blue",0,3.5,22.625,13.25,20.625,1,40.875,29,1.032421112,3.327903748,16.18601608,7.538993835,7.577976227,4.216140747,115.4491615,33
"Blue",0.00390625,0.5625,10.53381348,5.053955078,6.017700195,0.385131836,57.85375977,32,0,0.180175781,55.11132813,7.077148438,5.216308594,1.888671875,3.29296875,32
"Red",0.0625,4.125,19.25,10.5625,14.8125,4.1875,129.9375,35,0.25,4.875,25.5,0.75,1.875,18.125,281.625,31
"Blue",1.75,7.875,16.125,1.125,0,9.25,330.875,29,0.765625,5.6875,22.5,6.609375,3.671875,4.140625,67.75,25
"Blue",0,4.125,17.125,2.5,3.125,0.875,150.125,27,0.6875,3.75,12.4375,1.125,0.0625,6.75,134.875,31
"Blue",0,0.9375,28.0625,1.625,3.0625,7.3125,73.5625,25,0,0.1796875,41.04003906,15.92529297,5.397460938,0.674316406,34.83837891,35
"Blue",0.25,1.75,26.875,14.75,3.5,3.375,109.625,26,0.50390625,4.9921875,30.875,2.8046875,1.75,1.48828125,65.49609375,40
"Red",0.2890625,5.06640625,23.8984375,13.66796875,6.92578125,19.8359375,561.125,37,0,3.046875,32.8046875,20.9296875,23.21875,1.7109375,136.4765625,29
"Blue",1.90625,7.134765625,22.64648438,6.712890625,4.630859375,10.59375,282.2929688,36,1.328125,0.875,19.46875,3.5546875,4.328125,1.359375,42.7265625,33
"Blue",0.078125,11.234375,27.65625,9.640625,9.65625,24.4375,507.328125,31,0.157125801,13.85653248,36.62351586,0.558602586,0.887369215,3.300644159,126.7866084,40
"Red",0,0.8203125,24.71875,9.34375,4.328125,12.3828125,86.6640625,31,0.5625,1.90625,24.796875,3.828125,11.09375,2.703125,104.140625,26
"Blue",0.03125,3.578125,22.421875,20.703125,9.859375,2.125,82.828125,37,0.125,0.25,13.375,10.5,1.25,1,4.625,37
"Blue",0.002197266,0.100585938,18.7175293,5.099365234,2.249267578,6.412109375,24.77661133,26,0.162109375,2.0234375,8.751953125,2.55859375,0.166015625,3.78125,49.08398438,38
"Red",0.375,2.625,51.125,8.875,8.25,5.75,209.25,31,0.04296875,0.579101563,29.98303223,27.39904785,7.745483398,8.515014648,58.19458008,27
"Blue",6.65e-05,0.017120838,11.79035664,13.48169851,12.78262687,3.778636456,75.7930088,39,0.001527309,8.94e-06,17.62038779,4.780365229,0.509449005,0.889266908,0.549972534,41
"Red",0.5703125,2.0703125,58.234375,2.8671875,2.4609375,8.171875,107.28125,27,0.3125,4.6875,50.4375,15.4375,9.1875,5.1875,116.4375,31
"Blue",0,1.75,16.25,1.5,3.5,11.3125,80.125,29,0.20476532,7.349189758,21.61461258,2.162567139,13.52678299,1.404144287,182.6254082,36
"Red",0.06262207,1.488891602,55.17675781,26.9588623,22.39099121,5.373535156,75.10461426,34,0.266735077,4.064095259,30.96526265,8.51214385,5.024682522,18.64409447,176.5696909,36
"Red",0,0.634033203,29.11181641,12.53051758,4.0625,28.21386719,125.6162109,34,0,3.875,11.4375,9.1875,4.46875,1.9375,235.15625,36
"Red",0.5,5.7890625,13.609375,1.6796875,0.2734375,1.8046875,144.6953125,30,0.0234375,2.71875,11.375,9.796875,2.203125,4.171875,238,34
"Blue",0.526367188,4.973632813,28.75146484,8.921875,0.551269531,16.31591797,252.6948242,25,0.000488281,0.250534058,11.98672485,12.06629181,10.33049011,0.887451172,9.195152283,32
"Blue",0.5625,1.84375,18.390625,3.578125,11.7578125,0.46875,115.5625,28,0.444801368,4.689040184,20.05098121,11.45111392,11.33298027,4.333487891,137.5286667,34
"Red",0.001953125,9.25390625,54.74609375,6.689453125,5.974609375,9.736328125,236.5136719,37,0,7.310546875,23.26367188,4.548828125,4.255859375,11.56835938,305.2246094,28
"Red",0.2265625,3.2734375,17.4140625,8.65625,1.4453125,2.6796875,167.640625,33,0.8671875,1.890625,29.40625,2.71875,2.984375,3.75,273.625,28
"Blue",0,0.86505127,30.1373291,5.560180664,15.43078613,2.634338379,95.25811768,30,0.5,1.9609375,30.8359375,5.38671875,1.41796875,11.0625,151.3203125,28
"Blue",0.411132813,4.864257813,33.72363281,15.92089844,3.462890625,2.04296875,162.3740234,30,0.064208984,0.219970703,22.06237793,12.23852539,13.91467285,1.520141602,34.66186523,33
"Blue",1.078125,3.625,10.7265625,1.7890625,2.96484375,7.63671875,261.4609375,28,0.004528046,0.152459621,13.67029953,8.897428989,4.776230335,2.417907715,18.27066517,37
"Blue",0.015625,3.421875,22.765625,4.109375,14.0625,4.4375,75.28125,28,0.375,3.125,22.125,7.5,3.625,11.375,118.75,31
"Blue",0.500675201,1.701511383,5.527645111,1.595279694,0.610965729,2.086845398,79.4731102,36,0.25,0.625,8.25,0.5625,0.25,4.625,36.5625,29
"Red",0.0390625,2.75,18.99414063,5.19140625,8.873046875,1.685546875,13.23632813,30,0.28515625,9.9765625,74.22265625,4.9921875,2.86328125,60.18359375,549.7734375,29
"Blue",0.3984375,5.46875,18.1875,3.625,4.953125,6.2734375,266.0625,29,0.563713074,7.101570129,66.91371918,8.484771729,1.857086182,4.169700623,260.6236267,36
"Red",0.328125,1.7109375,28.4296875,2.46875,4.484375,9.0078125,216.7421875,31,1.6875,7.5,19.125,6.15625,4.625,1.4609375,376.5703125,26
"Blue",0.265625,3.2265625,30.15625,9.21875,6.0703125,4.9453125,150.6328125,35,0.12890625,0.48046875,3.5703125,2.26953125,3.359375,0.01171875,26.90234375,38
"Blue",0.125,2.5,20,8.375,5,9,78.5,33,0.34375,0.90625,27.734375,6.5,4.046875,6.59375,95.5,27
"Blue",0.000129938,1.126526117,32.74202478,16.14072919,8.036951542,0.524562836,73.28860128,39,0.260944366,1.063503265,18.37345505,7.155437469,4.322746277,2.095420837,45.6750412,30
"Blue",1.46875,1.15625,27.125,9.90625,2.15625,0.5625,25.84375,27,0.533470154,7.128190517,49.9305253,7.024287701,5.049365044,37.28818893,353.1393819,36
"Red",0.96875,3.8671875,18.5703125,4.6015625,9.9921875,0.546875,40.5234375,31,0,3.1640625,26.67578125,17.25634766,5.99609375,0.676757813,23.50927734,33
"Blue",0.125,1.125,13.75,4.375,7.25,0.875,36.625,31,0.398742676,0.628326416,9.564689636,2.073234558,2.853614807,1.038459778,20.28720093,42
"Red",0.25,3.87890625,26.46289063,6.029296875,18.3125,4.794921875,124.4453125,40,0.503677368,4.483428955,27.13179016,4.459983826,7.364891052,17.14057159,311.0500488,34
"Blue",0.062805355,0.379137576,36.01405621,7.35354355,17.31719874,4.692096248,34.40124343,31,0.0625,1.5,20.5,7.5625,7.625,5.8125,56.25,32
"Blue",0.0078125,5.2734375,23.51953125,4.05078125,1,14.203125,262.8203125,34,0.375366211,0.625244141,15.31121826,3.358581543,2.08013916,1.278930664,52.65270996,34
"Blue",0,0.6328125,10.15429688,4.732421875,7.77734375,1.47265625,16.83203125,36,0.040527344,0.130126953,14.61376953,12.71459961,2.504394531,3.208740234,12.91723633,34
"Red",0.203125,0.640625,10.484375,1.640625,2.421875,3.234375,50.5625,31,1.30078125,5.987304688,13.65283203,3.999267578,3.437988281,1.432373047,159.0302734,33
"Red",0,1.6875,60.6875,9.375,16.375,13.375,168.625,32,0,1.919433594,32.890625,8.444335938,2.314453125,8.179199219,41.3515625,33
"Red",0,0,22,1.875,1.25,3.375,18.375,30,0.15625,3.40625,29.96875,9.28125,10.65625,3.0625,79.125,21
"Red",0.251220703,1.487731934,34.33892822,13.63952637,3.729980469,9.282836914,202.926239,39,0.39453125,0.26953125,22.02734375,7.89453125,3.47265625,3.625,23.9140625,30
"Red",0.140625,0.59375,39.79394531,9.581054688,4.635742188,7.276367188,46.53125,30,0.055801541,3.918370873,19.09330532,10.97406662,7.954614401,0.677102447,46.38665423,34
"Blue",0.125,0.375,38.625,5.75,5.125,1.25,17,27,0.000511169,1.999778748,5.666030884,3.998504639,7.430854797,0.13054657,30.53379822,37
"Blue",0,7.25,31.5625,7.375,6.4375,10.375,199.1875,26,0.00012207,0.019104004,24.45800781,7.526489258,6.245849609,0.351257324,2.006835938,43
"Blue",0,1.75,16.5,4,4,5.75,172.75,29,0.6875,3.8125,44.8125,10.3125,8.6875,1.75,71.4375,33
"Red",0.3125,3.0703125,34.734375,8.8359375,7.6953125,26.9921875,166.515625,33,0,10.3515625,20.30859375,8.109375,10.87109375,7.625,211.6953125,40
"Red",0,2.078125,26.703125,4.8828125,13.3984375,5.703125,32.4140625,29,0.140625,6.7265625,16.21875,2.9296875,1.8984375,6.3515625,315.2109375,23
"Red",0,5,41.0625,5.3125,5.25,8.5,195.9375,36,0,0.446760416,12.55568576,17.91599941,10.61119699,0.061115265,17.13920212,33
"Blue",0.5,4.5,30.5,10.375,7.625,8.25,199.625,27,0,3.59375,22.21875,6.46875,8.71875,12.46875,189.0625,26
"Red",0.1875,0.90625,29.5625,7.34375,2.84375,2.9375,26.34375,29,0,0.268066406,25.22363281,5.061035156,3.125,14.42773438,52.23242188,34
"Red",0.004150391,0.715881348,36.2355957,22.15240479,8.555206299,0.876800537,20.79412842,33,0.07421875,0.79296875,17.3359375,5.66015625,1.14453125,1.24609375,52.76953125,35
"Red",0.6875,0.390625,17.984375,7.71875,12.171875,1.625,20.75,25,0,1.375,25.875,5.125,9.25,0.625,17.125,32
"Red",0.875,1.484375,17.09375,1.40625,1.390625,4.1875,81.6875,30,0.250732422,2.05065918,10.83306885,10.21844482,7.970947266,1.610473633,12.21432495,37
"Red",0.002929688,1.573730469,11.85888672,0.733398438,3.164550781,4.131835938,39.98779297,34,0.32421875,3.046875,10.50390625,3.1171875,0.33203125,5.5625,94.16796875,38
"Red",0.876953125,7.658203125,28.16796875,5.287109375,1.107421875,1.818359375,78.13085938,30,0.5,7.5625,36.875,2.3125,0.5,24.125,429,26
"Blue",0.0078125,4.01953125,34.10546875,5.72265625,13.46484375,5.76171875,158.15625,27,0.083618164,5.663330078,30.38220215,11.70019531,9.258178711,6.073242188,166.9969482,31
"Blue",0.0078125,3.2890625,41.7421875,16.1328125,16.171875,0.25,108.2265625,31,0.40625,1,9.9296875,2.0859375,1.484375,1.4375,90.125,29
"Red",0.75,2.125,14.9375,9.25,7.6875,8,171.6875,36,0.25,1.125,13.875,1.125,3.625,1.25,22.625,28
"Red",0,11.0703125,12.9453125,2.65625,7.796875,1.46875,109.3984375,37,0,0.360351563,53.22265625,3.154296875,4.432617188,3.77734375,6.5859375,32
"Red",0.125,0,5.90625,0.34375,1.28125,1.96875,35.8125,31,0,0.806396484,26.12939453,1.267822266,2.808837891,9.586181641,42.78735352,35
"Blue",0.875,1.96875,29.3125,8.03125,2.90625,2.65625,53.25,30,0,0,29.859375,8.625,13.625,0,9.890625,26
"Red",0.508079171,3.481623679,7.654312581,1.281363755,1.67803961,1.878435791,92.81355745,34,0.625,4.125,23.375,5.375,0.25,17,513.75,26
