"Winner","B_avg_SUB_ATT","B_avg_TD_att","B_avg_HEAD_landed","B_avg_BODY_landed","B_avg_LEG_landed","B_avg_GROUND_landed","B_avg_CTRL_time.seconds.","B_age","R_avg_SUB_ATT","R_avg_TD_att","R_avg_HEAD_landed","R_avg_BODY_landed","R_avg_LEG_landed","R_avg_GROUND_landed","R_avg_CTRL_time.seconds.","R_age"
"Blue",0.05859375,0.66796875,35.90234375,20.40234375,1.8828125,1.2734375,155.890625,38,0.00207901,0.024417877,11.87239647,3.251667023,3.59122467,1.393005371,54.61762047,37
"Red",0.25,2.625,42.5,17.5,1.125,24.125,262.125,33,0.006835938,4.6484375,54.70507813,14.22851563,6.764648438,2.58984375,63.96289063,29
"Red",0.109375,3,22.65625,8.578125,7.390625,2.5,130.984375,30,0.03125,8.3125,30,2.859375,5.015625,18.328125,286.265625,29
"Red",0.0625,3.71875,21.34375,9.25,6.375,12.6875,226.46875,35,0.5,0,6.328125,3.90625,2.265625,0.296875,34.28125,30
"Red",1.043884277,1.76385498,7.548034668,6.203918457,2.218505859,4.360717773,50.85839844,26,0.09765625,1.66015625,32.56640625,7.56640625,7.26171875,0.0625,8.5,29
"Blue",0.23364377,1.049285889,15.63139868,3.435645342,3.655368567,4.671612501,80.91733527,32,0.04586792,1.248784065,25.48415184,1.06499958,0.58013916,3.136303902,33.69591427,32
"Red",0.256835938,0.879882813,67.24951172,28.95410156,21.65869141,6.080566406,50.64746094,32,1.514012814,8.704519749,24.97625375,0.937641382,0.197907448,21.81030655,659.5857344,38
"Red",0.015625,1.299804688,32.10644531,14.41455078,0.446289063,1.358398438,138.765625,32,0,1.125,23.375,1.375,2.625,2,12.5,25
"Blue",0.7856493,2.387867928,24.98577023,9.170131683,11.54766083,8.66727829,155.3729353,33,0.127166748,4.013412476,35.99182129,29.61693573,14.67695618,4.515289307,280.1489792,31
"Red",0.13671875,1.634765625,23.37890625,2.78125,0.00390625,5.6484375,74.78320313,36,0.003952026,0.839630127,14.41238403,1.245254517,1.962158203,7.572555542,97.81552124,32
"Blue",0,0.5546875,32.34375,6.2421875,4.0546875,3.171875,27.5078125,28,1.084844589,0.712053299,71.27275372,7.185836792,4.53890419,2.573570251,39.52536964,31
"Blue",0,1.5,23.80859375,7.98046875,18.7578125,2.0078125,72.16796875,29,1.015625,5.884643555,86.62524414,9.726196289,2.977905273,54.26855469,197.493042,29
"Red",0.266235352,1.048950195,28.70425415,3.31451416,7.06350708,3.171875,207.9269714,29,0.276245117,6.587036133,21.83380127,2.601074219,8.428527832,0.466308594,95.00653076,34
"Red",0.625,2,24.75,6.4375,4.625,2.875,148.8125,32,0,0.5625,31.34375,3.03125,4.96875,2.09375,16.875,29
"Red",0.796875,1.546875,5.875,4.1875,1.875,0.421875,35.984375,32,0.668945313,5.306640625,36.05761719,4.6015625,6.065429688,23.5859375,245.9755859,29
"Red",0.022216797,3.266113281,44.74755859,16.86987305,9.468383789,5.676879883,125.8770752,28,0.875,4.125,18.875,9.5,8.375,8.125,158.5,23
"Red",0.125,8.3125,14.625,2.75,1.5625,8.75,516.25,38,0.001953125,0.822265625,33.828125,15.34179688,18.25585938,14.9765625,95.67382813,32
"Blue",0.015625,3.1875,15.390625,10.765625,2.078125,8.640625,113.5625,26,0.037109375,1.408203125,35.6015625,1.6796875,5.26171875,0.8203125,16.61523438,34
"Red",0.059173584,0.714935303,20.51176453,5.871559143,7.28163147,2.466796875,45.4575882,35,0.90625,1.265625,24.34375,10.796875,4.265625,12.296875,164.4375,24
"Blue",0.125091553,2.478027344,16.33935547,3.785797119,0.138122559,0.125610352,33.54150391,31,0.392090797,0.938854218,17.45053005,4.709215164,1.515782356,5.846517563,71.29149055,35
"Blue",1.28515625,2.46875,32.23632813,14.84179688,6.64453125,1.765625,157.3320313,31,0,1.574083328,16.44548607,20.3279953,11.88957596,0.488922119,83.11361694,31
"Blue",0,0.4375,11.8125,7.296875,3.625,1.921875,52.46875,34,0,0.162628174,75.17095947,10.67752075,2.113983154,5.53012085,50.04611206,34
"Blue",0,0.734375,28.90625,6.5,3.5703125,3.4296875,13.3984375,32,0.25,4.625,32.375,15.625,18.875,5,196.625,35
"Red",0,2.75,32.875,7.625,2.125,0.875,75.875,34,0.00390625,1.004272461,22.89379883,16.53033447,19.6439209,1.099609375,29.56121826,30
"Red",1.015625,1.265625,3.34375,0.296875,0.859375,1.546875,16.046875,29,0.764160156,10.26599121,51.35205078,16.23291016,3.607421875,31.90673828,450.3284912,32
"Red",0.125,0,9.75,3,2.625,5.625,59.375,28,0.3125,3.3125,12.3125,4.9375,3.625,0.75,165.9375,28
"Red",0.25,2.25,6,5.25,2.625,5.125,226.625,28,0.07244873,0.439353943,12.72479248,3.358863831,3.419685364,0.686523438,15.3306427,35
"Blue",0.8125,4.1875,20.3125,2.25,0.5625,2.4375,207.125,32,0.0234375,1.64453125,18.79296875,11.70507813,12.7890625,11.0234375,117.6621094,36
"Blue",0.6875,1.265625,31.72851563,21.38476563,8.927734375,14.24023438,91.11328125,26,1.2734375,0.2421875,11.625,0.9609375,1.5,0.6328125,13.4296875,25
"Red",0.26776123,6.025524139,31.44420242,8.194301605,9.394920349,14.30551147,223.1150551,34,0.2578125,0.6953125,28.609375,6.2109375,4.609375,3.0625,81.625,29
"Red",0.002197266,1.695556641,23.6003418,11.3059082,1.984130859,16.29833984,100.8251953,33,0.251953125,8.146728516,59.51220703,6.470214844,19.47851563,8.100830078,413.3625488,33
"Red",0.1875,5.0625,42.3671875,8.625,19.4453125,4.5078125,72.2265625,33,0.178710938,6.079101563,75.97265625,20.41796875,19.46582031,2.50390625,161.7929688,30
"Red",0.005897522,0.002098083,39.21992874,11.85971642,16.63492775,1.711015701,4.434995651,41,0.875,5.78125,69.390625,8.9375,10.4375,10.078125,309.25,37
"Blue",0.0703125,2.21875,31.9609375,8.1796875,9.9765625,7.1875,291.8515625,24,0.125366211,6.642883301,25.83517456,2.58807373,11.26431274,4.216888428,292.6378174,32
"Blue",0.09173584,2.49756813,28.96830368,2.129999161,1.16027832,4.272607803,50.39182854,32,0.204119444,5.495316982,27.61334085,11.19533467,1.285827637,3.160149574,132.2483394,34
"Red",0,0.578125,10.15625,7.953125,6,2.6875,29.4375,32,0.28125,0.7734375,37.4921875,7.0234375,9.484375,11.25,266.84375,30
"Red",0,0.072265625,16.578125,9.384765625,1.671875,0.15234375,38.1875,37,0.46728754,1.098571777,23.26279736,6.871290684,7.310737133,2.343225002,68.83467054,32
"Blue",0.84375,3.15625,29.046875,12.5,1.640625,6.109375,181.234375,23,1.125,3.8125,25.75,6.4375,7.1875,16.8125,175.6875,21
"Blue",0.5,3.875,19.125,8.625,12.875,0.75,8.375,29,1.625,5.125,14.875,3.125,0.375,7.875,388.5,29
"Blue",0,0.7109375,17.25,2.109375,0.03125,8.8671875,55.625,31,0.000488281,3.885864258,31.70462036,5.434509277,4.105651855,0.798065186,124.482605,40
"Blue",0,3.375,27.375,10.1875,12.6875,7,122.125,26,1,3.921875,22.859375,2.578125,0.671875,19.6875,316.25,29
"Blue",0,0.875,21.640625,5.8046875,2.359375,3.7890625,45.4140625,33,0.036132813,3.249511719,53.34619141,11.72705078,3.560058594,2.544921875,38.734375,26
"Red",0.626037598,2.636463165,31.1185112,4.390918732,8.944625854,16.60193634,156.9104729,36,0.571298599,1.775735855,7.971540451,4.340263367,6.095321655,0.33455658,27.74587059,33
"Red",0,0,8.3125,1.625,0.0625,1.1875,3.125,30,0,8.75,16.875,14.875,6.5,9.375,317.625,28
"Blue",1.55e-05,0.660134792,58.25317526,8.681635618,30.70876765,4.206078589,35.40894318,37,1.25,2.28125,52.9375,11.34375,7.78125,39.96875,222.0625,31
"Red",0.22265625,4.03515625,14.84765625,4.59765625,17.02734375,1.42578125,179.2460938,34,0.390625,0.563476563,33.24047852,12.55078125,3.783325195,6.232543945,128.5831299,24
"Red",0.3125,0.3125,49.4375,6.3125,3.5625,0,24.625,29,0.2734375,4.5546875,22.234375,7.046875,9.578125,1.671875,144.3984375,27
"Red",0,3.03125,41.703125,3.234375,4.5,22.359375,231.5625,38,0.002166748,0.1484375,4.057342529,0.443450928,2.213653564,2.244537354,2.989379883,45
"Red",0.217285156,8.541503906,39.01782227,13.63818359,2.090820313,1.804443359,93.43481445,37,0.125,10,64.5,11.25,5.5,6.125,134.25,31
"Red",0.0625,2.3125,28.9375,13.0625,12.375,2,49.8125,29,0.300537109,4.123901367,40.07458496,4.327514648,4.866455078,14.96008301,294.1473389,27
"Blue",0.044433594,1.532226563,24.49511719,11.73974609,8.936767578,1.353759766,70.75415039,27,0.208007813,0.54598999,17.99364471,6.590591431,5.806686401,0.339897156,29.20514679,32
"Blue",0,1,20.6171875,8.9609375,27.515625,4.015625,17.3359375,29,0.5703125,2.9375,33.47265625,21.68359375,4.2890625,3.53125,149.6640625,31
"Red",0,0.375,33.25,4.25,4.125,13,67.375,37,0.532470703,1.097900391,24.4085083,4.62902832,6.12701416,0.34375,78.85394287,29
"Blue",1.5,2.1875,30.875,9.4375,8.8125,13.3125,231.4375,32,0.008178711,5.996459961,18.65649414,9.976074219,18.89367676,2.088745117,131.5407715,36
"Blue",0.009771347,7.13240242,20.44979858,8.313393593,16.15035963,4.147079945,135.8397899,30,0.267578125,3.703125,30.54101563,16.0546875,10.88671875,0.310546875,46.29101563,29
"Blue",0.375,9.5,36.296875,4.734375,4.46875,0.15625,113.625,31,1.125,5.875,16.75,10.125,6.125,12.25,342.375,26
"Red",0.074508667,1.542062759,7.19288826,6.965866089,3.990207672,1.432624817,32.28901672,37,0,1.15625,14.3125,9.90625,8,2.375,31.875,32
"Red",0.25,0.5,28.703125,9.296875,9.171875,0.421875,35.5,28,0.01953125,1.803710938,27.42285156,10.23242188,4.6796875,4.525390625,91.81982422,37
"Red",0,6.96875,43.21875,10.78125,8.09375,12.09375,307.59375,26,0.01965332,2.924316406,20.246521,8.34387207,6.595214844,3.950073242,165.8505859,34
"Blue",0,4.451171875,45.03515625,3.142578125,1.470703125,17.68945313,278.2988281,33,0.5625,3.1640625,55.33203125,10.453125,7.220703125,2.85546875,67.66601563,38
"Red",0.784181595,1.877708435,25.9010601,9.418430328,2.031564713,3.693035126,83.58298111,35,1.028025627,7.409039497,32.9525075,1.875282764,0.395814896,28.6206131,596.1714687,38
"Red",0.024436951,0.000143051,8.926204681,1.485843658,0.151184082,3.228270531,6.799560547,39,0.59375,5.375,12.03125,7.9375,2.65625,6.5,218.34375,36
"Red",0.015625,8.03125,27.96875,5.515625,3.796875,11.890625,219.109375,35,0.5078125,0.0078125,33.3828125,6.09375,1.375,2.34375,13.9609375,39
"Blue",0.087554932,0.508026123,24.98764038,12.24349976,6.581970215,5.763366699,27.40032959,28,0,0.390625,5.6875,2.70703125,3.87890625,0.7109375,27.61328125,36
"Blue",0.375,1.171875,9.015625,1.8125,0.40625,1.890625,107.28125,27,0,1.40625,41.40625,10.84375,2.8125,0.5625,14.25,24
"Red",0.625,4,8,3.125,5.25,3.625,298,28,0.0625,7.625,21,3.71875,1.03125,8.65625,175.53125,29
"Red",0.00415802,0.048835754,13.74479294,3.503334045,4.182449341,0.786010742,62.23524094,37,0,1.3359375,13.6484375,11.7109375,12.640625,5.6640625,43.046875,35
"Red",0,10.125,22.125,7.5,18.75,2.5,246.375,36,0.8125,0.53125,15.6875,3.59375,1.53125,5.59375,84.875,24
"Blue",0.625,8.875,30.5,2.875,1.375,8,193.5,37,0.625,6.125,17.75,1.25,4.375,5.5,343,32
"Blue",0.0078125,2.008544922,18.78759766,18.06066895,8.287841797,2.19921875,59.12243652,30,0.1953125,0.3203125,30.1328125,10.1328125,6.5234375,0.125,17,29
"Red",0.0234375,2.015625,28.91796875,6.94921875,1.12890625,15.8515625,225.7734375,33,0.549865723,5.861175537,53.85800171,27.59326172,21.33197021,3.414825439,336.8692932,28
"Red",0.016601563,8.878295898,31.99682617,6.115966797,12.7064209,16.26782227,261.1096191,33,0,1.3203125,31.1953125,4.3671875,13.09375,8.375,168.90625,25
"Blue",0.6875,2.3125,14.09375,8,0.28125,4.21875,106.46875,23,0.34765625,3.842773438,18.05566406,6.142578125,4.787109375,9.426757813,212.6064453,30
"Blue",0.5859375,3.890625,20.625,4.3828125,1.8828125,8.25,256.6328125,28,0.546875,5.109375,33.46875,10.09375,7.15625,3.34375,228.796875,26
"Blue",0,1.125,28.6875,6.0625,5.9375,1.1875,25.75,29,0.515625,9.66015625,37.2734375,15.21484375,16.47265625,11.9765625,274.3085938,31
"Red",0.5625,7.9375,12.125,5.4375,6,2.9375,293.5625,31,0.00390625,1.64453125,31.65625,7.68359375,12.51171875,1.953125,15.34765625,32
"Red",0,3.589183807,20.08667374,4.65675354,1.929443359,4.741668701,117.0524788,36,0.2734375,3.26953125,41.7578125,4.5625,0.0078125,10.296875,147.5664063,36
"Red",1.377929688,9.037353516,18.65185547,5.452636719,5.882080078,3.168701172,209.9311523,34,0,2.625,15.8125,19.1015625,9.9375,0.828125,110.1484375,31
"Red",0.256881714,5.678462029,11.89875031,2.78635025,3.050314903,7.163552284,190.8920002,36,0,1.421875,19.5,2.21875,0.0625,16.734375,107.25,31
"Blue",0.125,0.48046875,35.60864258,18.02648926,1.898925781,1.916748047,27.98596191,32,0.7578125,0.13671875,18.06640625,3.515625,3.625,0.85546875,16.8984375,34
"Blue",0.3125,0.125,13.53125,2.65625,2.65625,0.5,10.25,27,0,2.875,16.625,3,2,2.625,93.375,32
"Red",0.06676054,2.744253457,13.37769139,4.691285819,0.300343275,4.036133766,124.0875813,36,0.001953125,0.305664063,17.328125,1.423828125,2.93359375,1.620117188,30.109375,41
"Blue",0.03125,9.769287109,40.25048828,7.452392578,2.955810547,8.537109375,255.986084,28,0,3.0625,29.40625,4.46875,5,3.71875,187.125,38
"Red",0.125,2.5,35.375,11.625,9,12.375,207.375,26,0.25,3.625,36.5,2.875,3.375,31.625,277.375,21
"Red",0.5,3,9.25,4.25,0.875,3.375,178.75,26,0.125,6.75,38,2.75,2,11.625,242.875,38
"Red",0,1.125,20.5,8.5,9.25,0.125,61.625,29,0,1.296333313,14.78194427,13.3119812,6.558303833,1.955688477,78.45446777,31
"Blue",0.169689178,0.424106598,77.54550743,5.371673584,6.07780838,0.147140503,9.050739288,30,0,0.109375,17.6875,5.484375,1.109375,4.34375,16.015625,27
"Blue",0,3.5,19.625,7.875,4.25,8.5,281.5,34,0.45703125,2.57421875,8.872070313,4.627929688,7.41796875,2.041015625,118.9052734,31
"Red",0.556640625,3.419921875,12.67578125,2.3671875,1.90625,0.609375,109.2890625,32,0,9.9375,53.4375,11.5625,4.1875,20.1875,450.1875,26
"Blue",0.0625,0.1875,3.15625,0.40625,1,0.625,5.5625,32,0,0.765625,19.5625,5.46875,8.921875,0.4375,14.375,30
"Red",1.9375,3.9375,14.4375,2.0625,0.4375,4.4375,204.75,30,1.528320313,9.531982422,29.70410156,6.465820313,2.21484375,15.81347656,378.6569824,31
"Red",0.934575081,1.197143555,9.525594711,3.742581367,5.621474266,0.686450005,113.6693411,32,0.408238888,1.990633965,20.22668171,10.39066935,1.571655273,1.320299149,57.49667883,34
"Blue",3.1e-05,0.320269585,58.50635052,5.363271236,23.41753531,2.412157178,26.81788635,36,0.011795044,0.004196167,31.43985748,8.719432831,20.2698555,1.422031403,3.869991302,40
"Red",0.552490234,3.174072266,31.66760254,5.202148438,11.85705566,0.932617188,99.01306152,34,0.5625,1.546875,19.984375,3.046875,3.96875,16.5,311.6875,30
"Blue",0.064453125,4.654296875,21.71679688,3.078125,6.529296875,2.6796875,107.6191406,37,0.07421875,0.81640625,12.203125,1.359375,2.5234375,1.640625,12.23046875,34
"Blue",0.125,6.25,12,5.4375,1.0625,1.3125,76.0625,29,0,7.8125,27.8671875,9.3984375,3.265625,1.8125,270.828125,29
"Blue",0,2.75,21.75,13.375,6.375,9,216.25,26,0.75,3,28.375,8.875,2.625,4.25,221.5,26
"Red",0.25,9.625,22.25,2.5,1.125,15.5,586.5,37,0.337890625,5.61328125,21.11523438,4.203125,7.130859375,4.171875,231.9511719,29
"Red",1.03125,2.8125,6.96875,0.59375,1.25,4.84375,206.03125,37,0.1875,2.71875,18.96875,0.9375,1.53125,3.4375,153.21875,32
"Red",0.625,6.625,20.625,3.875,3.25,1.5,280.875,28,0.142597198,1.55147171,15.9430809,5.680526733,11.19064331,0.669113159,22.49174118,32
"Blue",1.125,3.125,46.75,3.875,4.375,12.75,209.5,24,0,5.625,19.75,1.875,0.375,2.875,308.125,28
"Red",0.033203125,1.755859375,20.04101563,1.889648438,1.76953125,10.81835938,190.2080078,33,1.064941406,2.195800781,40.8170166,9.258056641,9.25402832,0.6875,156.7078857,29
"Blue",0,1.75,26.28125,5.609375,3.71875,5.578125,90.828125,32,0.250732422,11.2857666,48.67034912,5.176147461,18.52862549,8.433776855,556.2756348,32
"Red",0,0.5625,44.75,10.5,3.78125,4.03125,83.46875,28,1.189941406,1.026611328,11.51751709,3.585876465,1.828918457,6.307678223,49.29760742,40
"Red",0,0,7.8125,2.6875,4.5,0.25,0.875,33,0.016357422,1.992919922,21.31298828,8.952148438,7.787353516,1.177490234,80.08154297,35
"Red",0,0,16.375,1.25,1.375,3.75,9.625,35,0.046875,2.03125,14.8359375,7.8984375,0.2578125,3.703125,56.546875,32
"Red",0.25,5.734375,11.375,2.953125,4.75,6.8125,319.765625,29,0.000976563,6.771728516,27.40924072,8.869018555,4.211303711,1.596130371,248.96521,39
"Blue",0.375,1.375,11.375,5.625,2.25,1.375,45.125,31,0.375,10.5,12,6,5.25,1.375,488,26
"Red",0.25,0.875,9.375,2,2.5,6.75,89.875,34,0.033203125,10.7565918,20.99365234,7.231933594,19.4128418,1.535644531,190.2192383,33
"Red",0.148468018,7.505172729,33.1053772,5.585342407,2.657470703,4.76991272,175.4242554,32,0.007904053,1.679260254,17.82476807,2.490509033,3.924316406,4.145111084,122.6310425,31
"Blue",0.515625,0.2734375,12.1328125,2.03125,1.25,1.7109375,26.796875,34,0.1171875,0.3359375,50.8046875,28.8046875,1.765625,2.546875,283.78125,38
"Blue",0.118347168,1.429870605,10.02352905,4.743118286,5.563262939,1.93359375,75.91517639,35,0.144897461,0.878707886,9.449584961,1.717727661,0.839370728,1.373046875,22.6612854,34
"Red",0.32421875,0.041015625,32.91015625,16.71679688,4.03515625,4.669921875,9.337890625,32,0.252075195,5.272926331,31.2370224,4.781837463,10.88925171,13.20387268,223.8209457,35
"Blue",0.0390625,0.607421875,20.84570313,7.46484375,5.359375,9.05078125,118.6396484,37,0,0.592666626,20.56388855,13.6239624,7.116607666,0.911376953,94.90893555,31
"Red",0.000976563,0.5,8.5859375,0.632568359,0.807373047,1.983642578,4.329101563,37,0.004394531,0.391113281,16.20068359,4.611816406,1.968261719,7.596679688,35.65039063,33
"Red",0.25,1.125,29.5,8.5,4,0.25,104,32,0.125,0.375,4.3125,0.8125,2,1.25,10.125,32
"Red",0.0390625,2.488769531,7.974121094,3.528320313,2.776367188,1.044433594,23.24462891,30,0,0.375,29.75,10.875,11.625,5.625,90.875,31
"Blue",0,0.8125,30.8125,2.6875,0.625,1.125,11.5,24,0,0,29.234375,7.921875,8.03125,8.03125,20.671875,29
"Red",0.00831604,0.097671509,23.48958588,7.006668091,5.364898682,1.572021484,124.4704819,36,0,8.90234375,79.0703125,6.28515625,2.94140625,30.37890625,554.5976563,33
"Red",0.513671875,1.759765625,38.49902344,10.90820313,10.31738281,12.16113281,91.29492188,31,0,0.325256348,68.34191895,14.3550415,1.227966309,9.060241699,58.09222412,33
"Red",0.285194397,2.10294342,29.8861618,10.36105347,21.38128662,1.338226318,44.98348236,32,0.18863678,5.823417664,37.50076294,16.55143738,16.78186798,21.13975525,571.4840851,31
"Red",0.03125,4.65625,10.046875,1.8125,6.484375,2.75,121.1875,27,1.087768555,2.527709961,15.09606934,9.407836914,2.437011719,8.721435547,90.71679688,26
"Blue",0.149017334,3.084125519,10.38577652,6.931732178,2.980415344,1.865249634,60.57803345,36,0.014709473,4.93371582,23.52716064,3.839935303,5.459564209,4.562286377,101.2001953,32
"Blue",0.339378357,0.848213196,20.09101486,3.743347168,1.15561676,0.294281006,18.10147858,30,0,0.817871094,28.3918457,28.19140625,6.553710938,0.786865234,28.57446289,29
"Blue",0,1.671875,16.296875,16.421875,11.28125,7.328125,83.09375,35,0.25,0.9609375,59.21728516,29.05297852,0.797851563,3.833496094,55.97192383,31
"Red",0.16015625,5.204345703,18.64599609,4.834472656,5.780517578,2.468505859,163.5085449,36,0.518737793,11.24645996,24.97625732,10.62390137,6.247619629,7.458251953,385.1865845,31
"Blue",0,3.8125,19.46875,7.875,12.96875,7,89.5625,38,1.1875,3.75,8.0625,4.875,2.3125,5,283.6875,36
"Blue",0,0.21875,31.375,10.96875,1.21875,6.6875,30.03125,27,0.515625,1.390625,56.21875,12.421875,9.21875,6.125,163.25,29
"Blue",1.5,0.5625,9.875,4.6875,3.5625,6.9375,112.125,31,0.32421875,4.76171875,39.484375,2.23046875,3.04296875,26.2734375,160.6484375,31
"Red",0.75,1.34375,16.03125,3.625,0.8125,2.78125,80.5625,27,1.056051254,6.818078995,20.90501499,1.750565529,0.791629791,17.2412262,534.3429375,38
"Red",0.019542694,2.26480484,28.89959717,5.626787186,8.300719261,8.294159889,142.6795797,29,0.78125,0.126953125,26.48095703,13.1015625,2.566650391,3.465087891,50.16625977,24
"Red",1.375,4.625,23.1875,11,0.5625,8.4375,212.9375,23,0.625,3.5,12.5,3.125,5.375,4.125,158.5,35
"Blue",0.5,0,7.40625,4.59375,2.34375,0.84375,57,28,0,0.5,29.78320313,22.12890625,9.259765625,4.314453125,18.2578125,30
"Blue",1.73828125,0.955078125,30.42382813,9.201171875,10.51953125,11.46289063,81.046875,31,0.015625,1.017089844,17.57519531,17.12133789,14.57568359,0.3984375,1.244873047,29
"Blue",0.50970459,7.812561035,47.30975342,6.878173828,4.856689453,5.35760498,352.9890137,33,0.18347168,1.995136261,20.93660736,1.259998322,0.320556641,8.545215607,85.78365707,31
"Red",0.00390625,3.560791016,7.840087891,1.447265625,1.064941406,2.031494141,180.78125,35,0.1875,3.75,20,15.375,8.625,7.375,246,32
"Red",0.09375,5.309570313,28.68847656,1.844726563,4.862304688,12.80761719,211.2314453,30,0.535522461,11.05104828,53.88840485,14.38860321,16.7898407,26.61102295,445.2301102,34
"Blue",0.171875,5.78125,30.25,7.765625,2.765625,6.5,260.265625,28,0.869150162,2.394287109,14.05118942,5.485162735,11.24294853,1.372900009,80.33868217,32
"Blue",0.375,3.375,27.75,5.125,2.625,2.875,168.625,33,0.125,2.875,16.625,5.5,3.875,4.5,86.375,28
"Red",0.018310547,1.7890625,22.08007813,4.584228516,9.614013672,0.889160156,110.6689453,32,0.265625,1.81640625,19.078125,6.75390625,3.533203125,3.115234375,78.82421875,31
"Red",0.140625,0.875,28.9453125,8.3671875,4.578125,5.0625,70.328125,31,0.661621094,3.321533203,18.39892578,16.04492188,21.31518555,3.037841797,166.0556641,32
"Blue",0.4375,6,12.625,7.3125,5.5625,0,174.9375,30,0.6953125,0.685546875,24.11132813,5.28515625,4.57421875,8.853515625,121.2128906,29
"Red",0.140625,1.4375,29.921875,10.359375,5.953125,7.375,148.703125,24,0.0625,5.538574219,39.50097656,4.904785156,2.911621094,13.07421875,177.972168,28
"Red",0.816477776,1.981267929,18.45336342,12.78133869,3.143310547,0.640598297,29.99335766,33,0.4453125,2.0703125,4.6953125,4.1953125,7.0546875,1.8515625,78.4921875,33
"Blue",0,1.53125,27.125,5.9375,15.84375,0.875,27.75,30,0.27734375,0.907226563,6.081054688,0.002929688,0.4140625,3.405273438,45.95214844,43
"Red",0.625,3.6875,9.4375,5.75,5.875,2.0625,223.9375,28,0.09375,0.578125,14.171875,4.8203125,13.15625,8.09375,90.6484375,35
"Blue",0,0.640625,23.390625,2.734375,4.1875,4.75,54.8125,24,0.53125,0.7421875,15.171875,2.5390625,3.390625,10.5078125,41.9296875,31
"Blue",0.5,4.46875,16.75,3.90625,1.5,8.625,236.53125,29,0.175109863,0.016052246,26.97528076,17.48699951,10.16394043,0.526733398,35.80065918,27
"Red",0,0.78125,9.375,3.4140625,2.7578125,1.421875,55.2265625,36,0.00390625,0.611328125,27.65625,0.84765625,2.8671875,1.240234375,58.21875,41
"Red",0.03125,10.0625,32.9375,4.03125,4.59375,23.78125,354.21875,34,0.546875,5.5390625,32.515625,6.125,0.015625,20.59375,281.1328125,36
"Blue",0,4.875,66.875,8.125,3.375,30.375,388.375,26,0.0390625,0.541015625,33.13085938,20.34179688,0.595703125,5.7265625,118.5429688,35
"Red",0.004333496,0.296875,8.114685059,0.886901855,1.427307129,4.489074707,5.978759766,45,0.048873901,0.000286102,12.85240936,1.971687317,0.302368164,3.456541061,6.599121094,38
"Blue",0.0625,4.125,18.4375,3.28125,0.90625,5.09375,94.5,32,0.016158342,3.963247359,12.30862516,2.562727511,3.356079221,0.756871581,98.62711489,32
"Blue",0.381958008,6.87097168,22.54275513,2.300720215,2.223907471,10.75588989,332.724884,30,0.535718918,8.113307953,12.10242844,5.321795464,11.74972153,7.381719589,428.3766012,33
"Red",0,4.178367615,23.17334747,3.31350708,1.858886719,9.483337402,178.1049576,36,0.296936035,9.010345459,21.21075439,5.170684814,4.314941406,9.539825439,286.8485107,32
"Blue",0,0.625,45.625,2.375,1.25,2.25,21,23,0,0.5,25.875,8.875,6.75,4.25,93.25,33
"Red",0.013671875,2.296875,21.41015625,5.45703125,4.529296875,2.1796875,69.92578125,28,1.75,6.5625,27.78125,6.875,2.875,14.15625,408.5,36
"Blue",0.2890625,2.9453125,9.140625,3.7578125,1.1015625,2.8359375,106.640625,28,0.25,0.75,9.125,1.875,3.125,0.375,77.5,33
"Blue",0.0625,1.484375,13.34375,5.078125,5.78125,7.015625,71.859375,31,0.125,2.09375,25.96875,5.09375,5.9375,18,337.375,30
"Red",0.001953125,3.543457031,16.81848145,2.738037109,1.422607422,0.192260742,25.93041992,39,0.234375,0.671875,9.609375,5.609375,1.53125,5.09375,65.5625,37
"Red",0.03125,1.127441406,18.14697266,5.245605469,2.758300781,9.952148438,160.6118164,33,0.03125,1.599609375,17.21289063,5.829101563,0.892578125,2.716796875,97.53125,31
"Red",0.0625,1.6875,12.125,10.3125,12.75,0.1875,195.4375,35,0.015808105,1.358520508,19.64953613,1.981018066,1.848632813,5.290222168,43.26208496,31
"Blue",1.75,1.0625,33.9140625,22.5390625,3.7109375,1.9609375,33.453125,25,0.1484375,0.6328125,11.40625,1.71875,3.046875,2.28125,11.4609375,33
"Red",0.13352108,0.488506913,10.75538278,1.382571638,0.60068655,2.072267532,9.175162613,36,0.01663208,0.195343018,24.97917175,5.013336182,2.729797363,3.144042969,36.94096375,36
"Red",2.175537109,4.055419922,27.19213867,17.81567383,3.874023438,17.44287109,181.4335938,25,1.5625,0.25390625,46.96191406,18.203125,5.133300781,6.930175781,94.33251953,23
"Blue",0.875,3.9375,23.1875,6.21875,3.375,12.25,256.40625,27,0,2.6328125,20.01171875,11.01953125,1.40234375,1.80078125,150.5039063,36
"Red",0.9140625,1.1484375,7.744140625,4.255859375,0.8359375,4.08203125,71.81054688,31,0.125,2.077148438,20.00195313,3.809570313,2.823242188,11.1484375,110.9443359,28
"Red",0.032714844,2.985839844,16.62597656,5.904296875,8.574707031,2.354980469,100.1630859,35,0.504150391,6.545852661,14.4740448,6.563674927,12.77850342,6.407745361,287.6418915,35
"Red",0,0,14.625,1.25,0.125,2.375,6.25,29,0.375,4.4375,11.9375,0.875,3.0625,5.875,214.4375,31
"Blue",1.09375,3.21875,14.9375,8.1875,3.3125,6.6875,457.59375,26,0,1.635742188,24.78369141,7.3828125,10.10742188,1.573730469,57.14892578,29
